key_resp_instruction1.started,key_resp_instruction1.keys,key_resp_instruction1.rt,key_resp_instruction1.duration,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction2.started,key_resp_instruction2.keys,key_resp_instruction2.rt,key_resp_instruction2.duration,key_resp_instruction3.started,key_resp_instruction3.keys,key_resp_instruction3.rt,key_resp_instruction3.duration
0.0007,space,6.786,,,2023-09-26_10h06.21.467,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,
,,,,,2023-09-26_10h06.21.467,slotMachine_updated,2023.1.3,MacIntel,60.04202942,6.8321,space,29.532,,,,,
,,,,,2023-09-26_10h06.21.467,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,36.4026,space,0.8537,
