movie.started,key_resp_practice_instruction.started,text_practice_instruction.started,key_resp_practice_instruction.keys,key_resp_practice_instruction.rt,key_resp_practice_instruction.duration,key_resp.started,text.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_practice_reset.started,participant,date,expName,psychopyVersion,frameRate,
13.091790041999957,138.20175889800066,138.20175889800066,space,3.9628518990002704,None,,,,,,,jtest3,2023-07-12_15h04.37.016,slotMachine,2023.1.3,59.55520610679123,
,,,,,,142.20291958600046,142.20291958600046,space,2.769629694998912,None,,jtest3,2023-07-12_15h04.37.016,slotMachine,2023.1.3,59.55520610679123,
,,,,,,,,,,,131.96020249400044,,,,,,
