key_resp_welcome_started,key_resp_welcome_keys,key_resp_welcome_rt,key_resp_welcome_duration,prolific_pid,path_id,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1_started,key_resp_instruction1_keys,key_resp_instruction1_rt,key_resp_instruction1_duration,key_resp_instruction2_started,key_resp_instruction2_keys,key_resp_instruction2_rt,key_resp_instruction2_duration,key_resp_instruction3_started,key_resp_instruction3_keys,key_resp_instruction3_rt,key_resp_instruction3_duration,key_resp_instruction4_started,key_resp_instruction4_keys,key_resp_instruction4_rt,key_resp_instruction4_duration,practiceCondition,practice_reward_seqs,practice_trial_started,practice_trial_num,practice_resp_rt,practice_keypress_time,practice_resp_keys,prac_presentationInterval,practice_reward_seq,reward_img,cumulative_reward,trial_reward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,block_break_started,practice_end_time,practice_end_keys,practice_end_rt,practice_end_duration,main_instruction_text_started,block_condition,block_order_indices,main_instruction_keys,main_instruction_rt,main_instruction_duration,block_number,block_assignment,current_condition,main_reward_seqs,main_trial_started,main_trial_num,main_trial_keys,main_trial_rt,main_trial_keypress_time,main_presentationInterval,reward_presentation_time,main_reward_seq,reward_rand_val,main_reward_img,current_reward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block_reward,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran,block_reward.length,block_reward_all,reward_amount,date_end_task
0.0003,l,2.6401,,ACVEFRSUAPSEQ,B,2024-08-19_10h26.11.177,Slot Machine Game,2023.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ACVEFRSUAPSEQ,B,2024-08-19_10h26.11.177,Slot Machine Game,2023.1.3,Win32,60.24096386,2.6601,k,7.0368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ACVEFRSUAPSEQ,B,2024-08-19_10h26.11.177,Slot Machine Game,2023.1.3,Win32,60.24096386,,,,,9.7288,k,17.6649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ACVEFRSUAPSEQ,B,2024-08-19_10h26.11.177,Slot Machine Game,2023.1.3,Win32,60.24096386,,,,,,,,,27.4185,comma,7.3883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ACVEFRSUAPSEQ,B,2024-08-19_10h26.11.177,Slot Machine Game,2023.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ACVEFRSUAPSEQ,B,2024-08-19_10h26.11.177,Slot Machine Game,2023.1.3,Win32,60.24096386,,,,,,,,,,,,,176.5424,h,2.7397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ACVEFRSUAPSEQ,B,2024-08-19_10h26.11.177,Slot Machine Game,2023.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,"[9,15]","[[2,1,3],[2,3,1]]",179.3127,0,3.9515,183.2939,left,1.5,"[2,1,3]",stimuli/card_0_transparent.png,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ACVEFRSUAPSEQ,B,2024-08-19_10h26.11.177,Slot Machine Game,2023.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,185.0945,1,1.8076,186.9284,right,0.5,"[2,1,3]",stimuli/card_0_transparent.png,0,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ACVEFRSUAPSEQ,B,2024-08-19_10h26.11.177,Slot Machine Game,2023.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,187.7171,2,1.5189,189.2631,up,0.5,"[2,1,3]",stimuli/card_100_transparent.png,100,100,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ACVEFRSUAPSEQ,B,2024-08-19_10h26.11.177,Slot Machine Game,2023.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,190.0634,3,0.6672,190.7639,up,1.5,"[2,1,3]",stimuli/card_100_transparent.png,200,100,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ACVEFRSUAPSEQ,B,2024-08-19_10h26.11.177,Slot Machine Game,2023.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,192.5646,4,3.6086,196.1991,up,1,"[2,1,3]",stimuli/card_100_transparent.png,300,100,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ACVEFRSUAPSEQ,B,2024-08-19_10h26.11.177,Slot Machine Game,2023.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,197.4987,5,0.7513,198.2832,up,0.5,"[2,1,3]",stimuli/card_0_transparent.png,300,0,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ACVEFRSUAPSEQ,B,2024-08-19_10h26.11.177,Slot Machine Game,2023.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,199.0832,6,0.6836,199.8,up,1.5,"[2,1,3]",stimuli/card_100_transparent.png,400,100,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ACVEFRSUAPSEQ,B,2024-08-19_10h26.11.177,Slot Machine Game,2023.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,201.6014,7,1.5585,203.1852,up,1,"[2,1,3]",stimuli/card_100_transparent.png,500,100,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ACVEFRSUAPSEQ,B,2024-08-19_10h26.11.177,Slot Machine Game,2023.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,204.4857,8,0.8383,205.3525,up,0.5,"[2,1,3]",stimuli/card_0_transparent.png,500,0,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ACVEFRSUAPSEQ,B,2024-08-19_10h26.11.177,Slot Machine Game,2023.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,206.1531,9,0.7907,206.9697,up,1.5,"[2,3,1]",stimuli/card_0_transparent.png,500,0,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ACVEFRSUAPSEQ,B,2024-08-19_10h26.11.177,Slot Machine Game,2023.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,208.7704,10,0.5335,209.3373,left,0.5,"[2,3,1]",stimuli/card_10_transparent.png,510,10,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ACVEFRSUAPSEQ,B,2024-08-19_10h26.11.177,Slot Machine Game,2023.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,210.1417,11,0.9189,211.0878,right,0.5,"[2,3,1]",stimuli/card_100_transparent.png,610,100,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ACVEFRSUAPSEQ,B,2024-08-19_10h26.11.177,Slot Machine Game,2023.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,211.8883,12,0.5167,212.4376,right,0.5,"[2,3,1]",stimuli/card_100_transparent.png,710,100,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ACVEFRSUAPSEQ,B,2024-08-19_10h26.11.177,Slot Machine Game,2023.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,213.2387,13,0.5004,213.7559,right,0.5,"[2,3,1]",stimuli/card_10_transparent.png,720,10,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ACVEFRSUAPSEQ,B,2024-08-19_10h26.11.177,Slot Machine Game,2023.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,214.5562,14,1.255,215.8399,right,1,"[2,3,1]",stimuli/card_100_transparent.png,820,100,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ACVEFRSUAPSEQ,B,2024-08-19_10h26.11.177,Slot Machine Game,2023.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,"[6,15]","[[1,3,2],[3,1,2]]",222.1521,0,0.9179,223.0926,left,1,"[1,3,2]",stimuli/card_10_transparent.png,10,10,0,0,0,0,1,217.1507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
