participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1.started,key_resp_instruction1.keys,key_resp_instruction1.rt,key_resp_instruction1.duration,key_resp_instruction2.started,key_resp_instruction2.keys,key_resp_instruction2.rt,key_resp_instruction2.duration,key_resp_instruction3.started,key_resp_instruction3.keys,key_resp_instruction3.rt,key_resp_instruction3.duration
,2023-09-07_11h15.40.958,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,
,2023-09-07_11h15.40.958,slotMachine_updated,2023.1.3,MacIntel,60.0024001,124.9465,space,1.2779,,,,,,,,,
,2023-09-07_11h15.40.958,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,126.2461,space,1.7963,,,,,
,2023-09-07_11h15.40.958,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,128.0638,space,0.6091,
