participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1.started,key_resp_instruction1.keys,key_resp_instruction1.rt,key_resp_instruction1.duration,key_resp_instruction2.started,key_resp_instruction2.keys,key_resp_instruction2.rt,key_resp_instruction2.duration,key_resp_instruction3.started,key_resp_instruction3.keys,key_resp_instruction3.rt,key_resp_instruction3.duration
,2023-10-05_13h39.20.140,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,
,2023-10-05_13h39.20.140,slotMachine_updated,2023.1.3,MacIntel,60.04202942,124.9667,space,421.2138,,,,,,,,,
,2023-10-05_13h39.20.140,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,546.2127,space,1.2275,,,,,
,2023-10-05_13h39.20.140,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,547.476,space,2.2822,
