key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,key_resp_welcome.duration,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1.started,key_resp_instruction1.keys,key_resp_instruction1.rt,key_resp_instruction1.duration,key_resp_instruction2.started,key_resp_instruction2.keys,key_resp_instruction2.rt,key_resp_instruction2.duration,key_resp_instruction3.started,key_resp_instruction3.keys,key_resp_instruction3.rt,key_resp_instruction3.duration,practiceCondition,practice_reward_seqs,key_resp_practice_slots.started,key_resp_practice_slots.rt,key_resp_practice_slots.duration,key_resp_practice_slots.keys,presentationInterval,"practice_reward_seq: 2,1,3",reward_Img,Cuml_rew,currentPracticeTrialReward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,"practice_reward_seq: 2,3,1",text_block_break.started,"practice_reward_seq: 1,3,2","practice_reward_seq: 3,1,2",key_resp_practice_end.started,key_resp_practice_end.keys,key_resp_practice_end.rt,key_resp_practice_end.duration,text_main_instruction.started,BlockCondition,BlockOrderIndices,key_resp_main_instruction.started,key_resp_main_instruction.keys,key_resp_main_instruction.rt,key_resp_main_instruction.duration,blockNumber,blockAssignment,currentCondition,main_reward_seqs,key_resp_slots_presentation.started,key_resp_slots_presentation.keys,key_resp_slots_presentation.rt,key_resp_slots_presentation.duration,Main_presentationInterval,rewardPresentationTime,Main_reward_seq,Random value generated,Main_reward_Img,Main_Cumul_Reward,Main_currentTrialReward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.2108,left,0.2182,,0.5,0.3,"[1,3,2]",0.124508349,stimuli/card_10_transparent.png,320,10,5,0,5,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.2442,left,0.2865,,1.5,0.3,"[1,3,2]",0.808702996,stimuli/card_100_transparent.png,420,100,6,0,6,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.3433,left,0.567,,1,0.3,"[1,3,2]",0.725223443,stimuli/card_100_transparent.png,520,100,7,0,7,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.2279,left,0.1318,,1,0.3,"[1,3,2]",0.293427899,stimuli/card_100_transparent.png,620,100,8,0,8,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.6777,left,0.2145,,1,0.3,"[2,3,1]",0.886610871,stimuli/card_10_transparent.png,630,10,9,0,9,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.2102,left,0.749,,1,0.3,"[2,3,1]",0.376817937,stimuli/card_10_transparent.png,640,10,10,0,10,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.2768,left,0.4136,,1,0.3,"[2,3,1]",0.741170211,stimuli/card_10_transparent.png,650,10,11,0,11,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.0102,left,0.4326,,1,0.3,"[2,3,1]",0.402041239,stimuli/card_10_transparent.png,660,10,12,0,12,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.7593,left,1.913,,1,0.3,"[2,3,1]",0.579306067,stimuli/card_10_transparent.png,670,10,13,0,13,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.9926,left,1.2739,,1,0.3,"[2,3,1]",0.562871739,stimuli/card_10_transparent.png,680,10,14,0,14,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.5763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,"[7,15]","[[2,3,1],[1,2,3]]",627.5966,right,0.8134,,1.5,0.3,"[2,3,1]",0.674006937,stimuli/card_100_transparent.png,100,100,0,0,0,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.2272,right,0.4646,0.0049,0.5,0.3,"[2,3,1]",0.56889814,stimuli/card_100_transparent.png,200,100,1,0,1,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.5102,right,0.472,,1,0.3,"[2,3,1]",0.488836594,stimuli/card_100_transparent.png,300,100,2,0,2,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.2936,right,1.6155,,0.5,0.3,"[2,3,1]",0.341538713,stimuli/card_100_transparent.png,400,100,3,0,3,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.7268,right,0.1468,,1,0.3,"[2,3,1]",0.937960605,stimuli/card_100_transparent.png,500,100,4,0,4,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.1925,right,0.1004,,1,0.3,"[2,3,1]",0.30379973,stimuli/card_100_transparent.png,600,100,5,0,5,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.6113,right,0.1929,,1.5,0.3,"[2,3,1]",0.469994846,stimuli/card_100_transparent.png,700,100,6,0,6,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.6275,right,0.6104,,1,0.3,"[1,2,3]",0.679753628,stimuli/card_0_transparent.png,700,0,7,0,7,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.5599,right,0.2893,,1,0.3,"[1,2,3]",0.313186957,stimuli/card_0_transparent.png,700,0,8,0,8,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.1586,right,0.4517,,1.5,0.3,"[1,2,3]",0.516471914,stimuli/card_0_transparent.png,700,0,9,0,9,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.4251,left,0.3399,,1.5,0.3,"[1,2,3]",0.594898819,stimuli/card_100_transparent.png,800,100,10,0,10,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.5765,left,0.2158,,1,0.3,"[1,2,3]",0.413106614,stimuli/card_100_transparent.png,900,100,11,0,11,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.1093,left,0.1204,,1,0.3,"[1,2,3]",0.94558822,stimuli/card_100_transparent.png,1000,100,12,0,12,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.5434,left,0.178,,1.5,0.3,"[1,2,3]",0.603639435,stimuli/card_100_transparent.png,1100,100,13,0,13,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.5433,left,0.4173,,1,0.3,"[1,2,3]",0.901280267,stimuli/card_100_transparent.png,1200,100,14,0,14,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.2755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,"[4,10,15]","[[2,3,1],[1,3,2],[3,2,1]]",660.2939,left,0.9185,0.0003,1.5,0.3,"[2,3,1]",0.739802306,stimuli/card_10_transparent.png,10,10,0,0,0,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.0268,up,0.097,,1.5,0.3,"[2,3,1]",0.950206944,stimuli/card_0_transparent.png,10,0,1,0,1,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.9431,right,0.5497,,1,0.3,"[2,3,1]",0.272206082,stimuli/card_100_transparent.png,110,100,2,0,2,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.8082,right,0.3396,,0.5,0.3,"[2,3,1]",0.227217341,stimuli/card_100_transparent.png,210,100,3,0,3,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.9605,right,0.2676,,1,0.3,"[1,3,2]",0.832991668,stimuli/card_10_transparent.png,220,10,4,0,4,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.5416,right,0.0379,,1,0.3,"[1,3,2]",0.764686302,stimuli/card_10_transparent.png,230,10,5,0,5,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.8932,right,0.1987,,1,0.3,"[1,3,2]",0.591233993,stimuli/card_10_transparent.png,240,10,6,0,6,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.4078,up,1.2172,0.0029,1,0.3,"[1,3,2]",0.732755713,stimuli/card_0_transparent.png,240,0,7,0,7,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674.941,up,1.0005,,0.5,0.3,"[1,3,2]",0.620120658,stimuli/card_0_transparent.png,240,0,8,0,8,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.7593,up,0.3571,,1.5,0.3,"[1,3,2]",0.612282627,stimuli/card_0_transparent.png,240,0,9,0,9,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.9243,up,0.8212,,1.5,0.3,"[3,2,1]",0.904639571,stimuli/card_10_transparent.png,250,10,10,0,10,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.5577,up,0.8017,,1,0.3,"[3,2,1]",0.461921809,stimuli/card_10_transparent.png,260,10,11,0,11,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683.6746,up,0.5331,,0.5,0.3,"[3,2,1]",0.356282141,stimuli/card_10_transparent.png,270,10,12,0,12,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.024,up,1.1175,,1.5,0.3,"[3,2,1]",0.883532328,stimuli/card_10_transparent.png,280,10,13,0,13,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.9592,up,1.9353,,0.5,0.3,"[3,2,1]",0.478505673,stimuli/card_10_transparent.png,290,10,14,0,14,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.7083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,"[11,15]","[[2,1,3],[1,2,3]]",695.7244,left,0.8575,,0.5,0.3,"[2,1,3]",0.379709733,stimuli/card_10_transparent.png,10,10,0,0,0,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697.391,up,0.3847,,1,0.3,"[2,1,3]",0.455775077,stimuli/card_100_transparent.png,110,100,1,0,1,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.0907,up,0.389,,1,0.3,"[2,1,3]",0.066410901,stimuli/card_0_transparent.png,110,0,2,0,2,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.791,up,0.2861,,1,0.3,"[2,1,3]",0.113805953,stimuli/card_10_transparent.png,120,10,3,0,3,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702.3912,up,0.7835,,0.5,0.3,"[2,1,3]",0.115441456,stimuli/card_10_transparent.png,130,10,4,0,4,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703.9918,up,1.1621,,1,0.3,"[2,1,3]",0.452178702,stimuli/card_100_transparent.png,230,100,5,0,5,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.4743,up,0.431,,1.5,0.3,"[2,1,3]",0.060205409,stimuli/card_0_transparent.png,230,0,6,0,6,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.7248,up,0.6765,0.0001,0.5,0.3,"[2,1,3]",0.892604346,stimuli/card_100_transparent.png,330,100,7,0,7,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.2251,up,0.3966,,1,0.3,"[2,1,3]",0.335243568,stimuli/card_100_transparent.png,430,100,8,0,8,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.9419,up,0.3628,,1,0.3,"[2,1,3]",0.316883268,stimuli/card_100_transparent.png,530,100,9,0,9,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.6253,up,2.2687,,1,0.3,"[2,1,3]",0.669490891,stimuli/card_100_transparent.png,630,100,10,0,10,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.2086,up,1.0434,,1,0.3,"[1,2,3]",0.998819849,stimuli/card_10_transparent.png,640,10,11,0,11,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.5749,up,1.7319,,1.5,0.3,"[1,2,3]",0.110019243,stimuli/card_100_transparent.png,740,100,12,0,12,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.1251,up,0.6678,,1.5,0.3,"[1,2,3]",0.277957745,stimuli/card_10_transparent.png,750,10,13,0,13,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.6075,up,0.2215,,0.5,0.3,"[1,2,3]",0.746207231,stimuli/card_10_transparent.png,760,10,14,0,14,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,"[8,15]","[[3,2,1],[3,1,2]]",731.6508,left,0.8059,,1.5,0.3,"[3,2,1]",0.372821833,stimuli/card_0_transparent.png,0,0,0,0,0,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.2737,right,0.484,,1.5,0.3,"[3,2,1]",0.769264613,stimuli/card_100_transparent.png,100,100,1,0,1,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.5744,right,0.4185,,0.5,0.3,"[3,2,1]",0.519335082,stimuli/card_100_transparent.png,200,100,2,0,2,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.8075,right,0.4189,,1,0.3,"[3,2,1]",0.581825204,stimuli/card_100_transparent.png,300,100,3,0,3,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.541,right,0.2828,,0.5,0.3,"[3,2,1]",0.619974377,stimuli/card_100_transparent.png,400,100,4,0,4,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.6405,right,0.445,,0.5,0.3,"[3,2,1]",0.455019909,stimuli/card_100_transparent.png,500,100,5,0,5,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.9076,right,0.3444,,0.5,0.3,"[3,2,1]",0.318611999,stimuli/card_100_transparent.png,600,100,6,0,6,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743.0742,right,0.5533,,1,0.3,"[3,2,1]",0.777968692,stimuli/card_100_transparent.png,700,100,7,0,7,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744.9415,right,0.3957,,1.5,0.3,"[3,1,2]",0.052822952,stimuli/card_0_transparent.png,700,0,8,0,8,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.1571,left,1.1331,,0.5,0.3,"[3,1,2]",0.138241231,stimuli/card_10_transparent.png,710,10,9,0,9,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.1085,up,0.2355,,1,0.3,"[3,1,2]",0.242269344,stimuli/card_100_transparent.png,810,100,10,0,10,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.6567,up,0.2827,,1,0.3,"[3,1,2]",0.897777169,stimuli/card_100_transparent.png,910,100,11,0,11,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.2579,up,0.1452,,1,0.3,"[3,1,2]",0.242390713,stimuli/card_100_transparent.png,1010,100,12,0,12,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.7233,up,0.1008,,0.5,0.3,"[3,1,2]",0.941862106,stimuli/card_100_transparent.png,1110,100,13,0,13,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754.6412,up,0.2023,,0.5,0.3,"[3,1,2]",0.684490812,stimuli/card_100_transparent.png,1210,100,14,0,14,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.6569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,1
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,"[6,15]","[[1,3,2],[3,2,1]]",760.6769,right,0.5025,,1.5,0.3,"[1,3,2]",0.00403708,stimuli/card_0_transparent.png,0,0,0,0,0,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.9907,right,0.1342,,0.5,0.3,"[1,3,2]",0.295161538,stimuli/card_10_transparent.png,10,10,1,0,1,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.9412,left,0.1834,,1.5,0.3,"[1,3,2]",0.105328989,stimuli/card_10_transparent.png,20,10,2,0,2,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.9409,up,0.1684,,1.5,0.3,"[1,3,2]",0.023900471,stimuli/card_100_transparent.png,120,100,3,0,3,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.9232,up,0.3436,,1,0.3,"[1,3,2]",0.94835786,stimuli/card_0_transparent.png,120,0,4,0,4,0,1,,,,,
