key_resp_instruction1.started,key_resp_instruction1.keys,key_resp_instruction1.rt,key_resp_instruction1.duration,participant,date,expName,psychopyVersion,OS,frameRate
0.0004,space,5.6944,,,2023-10-04_11h33.55.861,slotMachine_updated,2023.1.3,MacIntel,60.06006006
