participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1.started,key_resp_instruction1.keys,key_resp_instruction1.rt,key_resp_instruction1.duration,key_resp_instruction2.started,key_resp_instruction2.keys,key_resp_instruction2.rt,key_resp_instruction2.duration,key_resp_instruction3.started,key_resp_instruction3.keys,key_resp_instruction3.rt,key_resp_instruction3.duration
,2023-09-07_14h11.07.579,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,
,2023-09-07_14h11.07.579,slotMachine_updated,2023.1.3,MacIntel,60.0024001,124.9408,space,233.095,,,,,,,,,
,2023-09-07_14h11.07.579,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,358.0509,space,0.4471,,,,,
,2023-09-07_14h11.07.579,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,358.5196,space,0.3826,
