key_resp_welcome_started,key_resp_welcome_keys,key_resp_welcome_rt,key_resp_welcome_duration,prolific_id,path_id,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1_started,key_resp_instruction1_keys,key_resp_instruction1_rt,key_resp_instruction1_duration,key_resp_instruction2_started,key_resp_instruction2_keys,key_resp_instruction2_rt,key_resp_instruction2_duration,key_resp_instruction3_started,key_resp_instruction3_keys,key_resp_instruction3_rt,key_resp_instruction3_duration,key_resp_instruction4_started,key_resp_instruction4_keys,key_resp_instruction4_rt,key_resp_instruction4_duration,practiceCondition,practice_reward_seqs,practice_trial_started,practice_trial_num,practice_resp_rt,practice_resp_duration,practice_resp_keys,prac_presentationInterval,"practice_reward_seq: 2,1,3",reward_img,cumulative_reward,trial_reward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,"practice_reward_seq: 2,3,1",block_break_started,"practice_reward_seq: 1,3,2","practice_reward_seq: 3,1,2",practice_end_time,practice_end_keys,practice_end_rt,practice_end_duration,main_instruction_text_started,block_condition,block_order_indices,main_instruction_keys,main_instruction_rt,main_instruction_duration,block_number,block_assignment,current_condition,main_reward_seqs,main_trial_started,main_trial_num,main_trial_keys,main_trial_rt,main_trial_duration,main_presentationInterval,reward_presentation_time,main_reward_seq,reward_rand_val,main_reward_img,current_reward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block_reward,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran,block_reward.length,block_reward_all,reward_amount,date_end_task
0.001,space,1.8912,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,1.9259,space,4.4502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,6.4026,space,24.5935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,31.0554,space,10.0088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,183.2036,space,4.7172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,,,,,"[9,15]","[[2,1,3],[2,3,1]]",187.9778,0,0.7965,,left,0.5,,stimuli/card_10_transparent.png,10,10,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,,,,,,,190.0992,1,0.2172,,up,1,,stimuli/card_100_transparent.png,110,100,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,,,,,,,192.1446,2,2.6191,,up,1,,stimuli/card_100_transparent.png,210,100,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,,,,,,,196.5889,3,0.5659,,up,1.5,,stimuli/card_100_transparent.png,310,100,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,,,,,,,199.4849,4,1.1996,,up,1,,stimuli/card_100_transparent.png,410,100,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,,,,,,,202.5142,5,0.9318,,up,0.5,,stimuli/card_100_transparent.png,510,100,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,,,,,,,204.7774,6,0.4845,,up,0.5,,stimuli/card_100_transparent.png,610,100,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,,,,,,,206.5918,7,0.42,,up,0.5,,stimuli/card_0_transparent.png,610,0,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,,,,,,,208.3389,8,0.3359,,right,0.5,,stimuli/card_0_transparent.png,610,0,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,,,,,,,210.004,9,0.3209,,left,0.5,,stimuli/card_10_transparent.png,620,10,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,,,,,,,211.6512,10,0.0337,,left,0.5,,stimuli/card_0_transparent.png,620,0,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,,,,,,,213.0156,11,0.302,,right,0.5,,stimuli/card_100_transparent.png,720,100,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,,,,,,,214.6471,12,0.0987,,right,1.5,,stimuli/card_100_transparent.png,820,100,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,,,,,,,217.077,13,0.188,,right,0.5,,stimuli/card_100_transparent.png,920,100,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,,,,,,,218.5913,14,0.3505,,right,0.5,,stimuli/card_100_transparent.png,1020,100,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,,,,,"[6,15]","[[1,3,2],[3,1,2]]",225.3121,0,0.3346,,left,1.5,,stimuli/card_100_transparent.png,100,100,0,0,0,0,1,,220.2984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,,,,,,,227.9786,1,2.4999,,left,0.5,,stimuli/card_100_transparent.png,200,100,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,,,,,,,231.8075,2,0.2846,,left,0.5,,stimuli/card_100_transparent.png,300,100,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,,,,,,,233.4208,3,1.6636,,left,1.5,,stimuli/card_100_transparent.png,400,100,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,,,,,,,237.4157,4,2.9866,,left,1.5,,stimuli/card_100_transparent.png,500,100,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,,,,,,,242.7247,5,0.0345,,left,1,,stimuli/card_100_transparent.png,600,100,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,,,,,,,244.5889,6,3.0602,,left,1.5,,stimuli/card_100_transparent.png,700,100,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,,,,,,,249.9821,7,3.0974,,left,1,,stimuli/card_0_transparent.png,700,0,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,,,,,,,254.9079,8,0.5156,,up,0.5,,stimuli/card_100_transparent.png,800,100,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,,,,,,,256.7556,9,1.4,,up,1.5,,stimuli/card_100_transparent.png,900,100,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,,,,,,,260.4837,10,0.0712,,up,1.5,,stimuli/card_0_transparent.png,900,0,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,,,,,,,262.8804,11,0.1009,,right,1.5,,stimuli/card_0_transparent.png,900,0,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,,,,,,,265.3097,12,0.5661,,up,0.5,,stimuli/card_100_transparent.png,1000,100,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,,,,,,,267.2087,13,0.3504,,up,1,,stimuli/card_100_transparent.png,1100,100,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5e14ffee6f6c63b33cf77eb3,A,2024-07-02_12h32.08.010,Slot Machine Game,2023.1.3,Linux x86_64,60.60606061,,,,,,,,,,,,,,,,,,,269.3882,14,0.1711,,up,1.5,,stimuli/card_100_transparent.png,1200,100,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
