key_resp_welcome_started,key_resp_welcome_keys,key_resp_welcome_rt,key_resp_welcome_duration,prolific_pid,path_id,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1_started,key_resp_instruction1_keys,key_resp_instruction1_rt,key_resp_instruction1_duration,key_resp_instruction2_started,key_resp_instruction2_keys,key_resp_instruction2_rt,key_resp_instruction2_duration,key_resp_instruction3_started,key_resp_instruction3_keys,key_resp_instruction3_rt,key_resp_instruction3_duration,key_resp_instruction4_started,key_resp_instruction4_keys,key_resp_instruction4_rt,key_resp_instruction4_duration,practiceCondition,practice_reward_seqs,practice_trial_started,practice_trial_num,practice_resp_rt,practice_keypress_time,practice_resp_keys,prac_presentationInterval,practice_reward_seq,reward_img,cumulative_reward,trial_reward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,block_break_started,practice_end_time,practice_end_keys,practice_end_rt,practice_end_duration,main_instruction_text_started,block_condition,block_order_indices,main_instruction_keys,main_instruction_rt,main_instruction_duration,block_number,block_assignment,current_condition,main_reward_seqs,main_trial_started,main_trial_num,main_trial_keys,main_trial_rt,main_trial_keypress_time,main_presentationInterval,reward_presentation_time,main_reward_seq,reward_rand_val,main_reward_img,current_reward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block_reward,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran,block_reward.length,block_reward_all,reward_amount,date_end_task
0,s,1.284,,652044c7e76a0e2c9f6f5e94,B,2024-08-28_14h41.10.416,Slot Machine Game,2023.1.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,652044c7e76a0e2c9f6f5e94,B,2024-08-28_14h41.10.416,Slot Machine Game,2023.1.3,Win32,59.95203837,1.306,s,0.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,652044c7e76a0e2c9f6f5e94,B,2024-08-28_14h41.10.416,Slot Machine Game,2023.1.3,Win32,59.95203837,,,,,2.225,s,0.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,652044c7e76a0e2c9f6f5e94,B,2024-08-28_14h41.10.416,Slot Machine Game,2023.1.3,Win32,59.95203837,,,,,,,,,2.709,s,0.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,652044c7e76a0e2c9f6f5e94,B,2024-08-28_14h41.10.416,Slot Machine Game,2023.1.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,652044c7e76a0e2c9f6f5e94,B,2024-08-28_14h41.10.416,Slot Machine Game,2023.1.3,Win32,59.95203837,,,,,,,,,,,,,144.844,w,2.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,652044c7e76a0e2c9f6f5e94,B,2024-08-28_14h41.10.416,Slot Machine Game,2023.1.3,Win32,59.95203837,,,,,,,,,,,,,,,,,"[9,15]","[[2,1,3],[2,3,1]]",147.036,0,1.229,148.284,right,0.5,"[2,1,3]",stimuli/card_0_transparent.png,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,652044c7e76a0e2c9f6f5e94,B,2024-08-28_14h41.10.416,Slot Machine Game,2023.1.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,149.087,1,4.495,153.595,left,1,"[2,1,3]",stimuli/card_10_transparent.png,10,10,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,652044c7e76a0e2c9f6f5e94,B,2024-08-28_14h41.10.416,Slot Machine Game,2023.1.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,154.898,2,0.834,155.749,up,0.5,"[2,1,3]",stimuli/card_100_transparent.png,110,100,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,652044c7e76a0e2c9f6f5e94,B,2024-08-28_14h41.10.416,Slot Machine Game,2023.1.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,156.551,3,0.622,157.186,up,1,"[2,1,3]",stimuli/card_100_transparent.png,210,100,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,652044c7e76a0e2c9f6f5e94,B,2024-08-28_14h41.10.416,Slot Machine Game,2023.1.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,158.487,4,2.868,161.359,up,0.5,"[2,1,3]",stimuli/card_100_transparent.png,310,100,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,652044c7e76a0e2c9f6f5e94,B,2024-08-28_14h41.10.416,Slot Machine Game,2023.1.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,162.162,5,2.207,164.383,up,0.5,"[2,1,3]",stimuli/card_100_transparent.png,410,100,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,652044c7e76a0e2c9f6f5e94,B,2024-08-28_14h41.10.416,Slot Machine Game,2023.1.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,165.185,6,0.888,166.102,up,0.5,"[2,1,3]",stimuli/card_100_transparent.png,510,100,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,652044c7e76a0e2c9f6f5e94,B,2024-08-28_14h41.10.416,Slot Machine Game,2023.1.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,166.904,7,1.146,168.071,up,1,"[2,1,3]",stimuli/card_100_transparent.png,610,100,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,652044c7e76a0e2c9f6f5e94,B,2024-08-28_14h41.10.416,Slot Machine Game,2023.1.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,169.375,8,0.945,170.326,up,1,"[2,1,3]",stimuli/card_100_transparent.png,710,100,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,652044c7e76a0e2c9f6f5e94,B,2024-08-28_14h41.10.416,Slot Machine Game,2023.1.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,171.629,9,0.978,172.613,up,0.5,"[2,3,1]",stimuli/card_0_transparent.png,710,0,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,652044c7e76a0e2c9f6f5e94,B,2024-08-28_14h41.10.416,Slot Machine Game,2023.1.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,173.416,10,0.545,173.967,up,1,"[2,3,1]",stimuli/card_0_transparent.png,710,0,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,652044c7e76a0e2c9f6f5e94,B,2024-08-28_14h41.10.416,Slot Machine Game,2023.1.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,175.269,11,1.167,176.455,right,0.5,"[2,3,1]",stimuli/card_100_transparent.png,810,100,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,652044c7e76a0e2c9f6f5e94,B,2024-08-28_14h41.10.416,Slot Machine Game,2023.1.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,177.256,12,0.718,177.991,right,1,"[2,3,1]",stimuli/card_100_transparent.png,910,100,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,652044c7e76a0e2c9f6f5e94,B,2024-08-28_14h41.10.416,Slot Machine Game,2023.1.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,179.293,13,0.563,179.861,right,0.5,"[2,3,1]",stimuli/card_10_transparent.png,920,10,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,652044c7e76a0e2c9f6f5e94,B,2024-08-28_14h41.10.416,Slot Machine Game,2023.1.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,180.663,14,0.807,181.481,up,0.5,"[2,3,1]",stimuli/card_0_transparent.png,920,0,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
