key_resp_welcome_started,key_resp_welcome_keys,key_resp_welcome_rt,key_resp_welcome_duration,prolific_pid,path_id,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1_started,key_resp_instruction1_keys,key_resp_instruction1_rt,key_resp_instruction1_duration,key_resp_instruction2_started,key_resp_instruction2_keys,key_resp_instruction2_rt,key_resp_instruction2_duration,key_resp_instruction3_started,key_resp_instruction3_keys,key_resp_instruction3_rt,key_resp_instruction3_duration,key_resp_instruction4_started,key_resp_instruction4_keys,key_resp_instruction4_rt,key_resp_instruction4_duration,practiceCondition,practice_reward_seqs,practice_trial_started,practice_trial_num,practice_resp_rt,practice_keypress_time,practice_resp_keys,prac_presentationInterval,practice_reward_seq,reward_img,cumulative_reward,trial_reward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,block_break_started,practice_end_time,practice_end_keys,practice_end_rt,practice_end_duration,main_instruction_text_started,block_condition,block_order_indices,main_instruction_keys,main_instruction_rt,main_instruction_duration,block_number,block_assignment,current_condition,main_reward_seqs,main_trial_started,main_trial_num,main_trial_keys,main_trial_rt,main_trial_keypress_time,main_presentationInterval,reward_presentation_time,main_reward_seq,reward_rand_val,main_reward_img,current_reward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block_reward,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran,block_reward.length,block_reward_all,reward_amount,date_end_task
0.0002,m,5.9815,,66088c59814ba8c63957669b,B,2024-08-16_18h07.32.225,Slot Machine Game,2023.1.3,Win32,147.0588235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,66088c59814ba8c63957669b,B,2024-08-16_18h07.32.225,Slot Machine Game,2023.1.3,Win32,147.0588235,5.9922,m,5.671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,66088c59814ba8c63957669b,B,2024-08-16_18h07.32.225,Slot Machine Game,2023.1.3,Win32,147.0588235,,,,,11.6784,space,24.7378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,66088c59814ba8c63957669b,B,2024-08-16_18h07.32.225,Slot Machine Game,2023.1.3,Win32,147.0588235,,,,,,,,,36.4447,space,5.9368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,66088c59814ba8c63957669b,B,2024-08-16_18h07.32.225,Slot Machine Game,2023.1.3,Win32,147.0588235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,66088c59814ba8c63957669b,B,2024-08-16_18h07.32.225,Slot Machine Game,2023.1.3,Win32,147.0588235,,,,,,,,,,,,,184.0681,space,33.8821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,66088c59814ba8c63957669b,B,2024-08-16_18h07.32.225,Slot Machine Game,2023.1.3,Win32,147.0588235,,,,,,,,,,,,,,,,,"[9,15]","[[2,1,3],[2,3,1]]",217.968,0,1.6482,219.6243,left,1.5,"[2,1,3]",stimuli/card_10_transparent.png,10,10,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,66088c59814ba8c63957669b,B,2024-08-16_18h07.32.225,Slot Machine Game,2023.1.3,Win32,147.0588235,,,,,,,,,,,,,,,,,,,221.4232,1,0.9473,222.3807,right,1.5,"[2,1,3]",stimuli/card_0_transparent.png,10,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,66088c59814ba8c63957669b,B,2024-08-16_18h07.32.225,Slot Machine Game,2023.1.3,Win32,147.0588235,,,,,,,,,,,,,,,,,,,224.1793,2,0.6283,224.8176,up,1.5,"[2,1,3]",stimuli/card_100_transparent.png,110,100,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,66088c59814ba8c63957669b,B,2024-08-16_18h07.32.225,Slot Machine Game,2023.1.3,Win32,147.0588235,,,,,,,,,,,,,,,,,,,226.6164,3,2.0284,228.6576,up,1.5,"[2,1,3]",stimuli/card_100_transparent.png,210,100,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
