participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1.started,key_resp_instruction1.keys,key_resp_instruction1.rt,key_resp_instruction1.duration,key_resp_instruction2.started,key_resp_instruction2.keys,key_resp_instruction2.rt,key_resp_instruction2.duration,key_resp_instruction3.started,key_resp_instruction3.keys,key_resp_instruction3.rt,key_resp_instruction3.duration,practiceCondition,practice_reward_seqs,key_resp_practice_slots.started,key_resp_practice_slots.keys,key_resp_practice_slots.rt,key_resp_practice_slots.duration,presentationInterval,"practice_reward_seq: 2,1,3",reward_Img,Cuml_rew,currentPracticeTrialReward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,"practice_reward_seq: 2,3,1",text_block_break.started,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_block.ran,"practice_reward_seq: 1,3,2","practice_reward_seq: 3,1,2",key_resp_practice_end.started,key_resp_practice_end.keys,key_resp_practice_end.rt,key_resp_practice_end.duration,text_main_instruction.started,BlockCondition,BlockOrderIndices,key_resp_main_instruction.started,key_resp_main_instruction.keys,key_resp_main_instruction.rt,key_resp_main_instruction.duration,currentCondition,main_reward_seqs,key_resp_slots_presentation.started,key_resp_slots_presentation.keys,key_resp_slots_presentation.rt,key_resp_slots_presentation.duration,Main_presentationInterval,rewardPresentationTime,Main_reward_seq,Random value generated,Main_reward_Img,Main_Cumul_Reward,Main_currentTrialReward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,167.4823,right,0.3682,,1,,stimuli/card_100_transparent.png,910,100,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,169.1639,right,0.0551,,1.5,,stimuli/card_100_transparent.png,1010,100,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,171.0459,right,1.6185,,0.5,,stimuli/card_100_transparent.png,1110,100,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.4649,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,"[6,15]","[[1,3,2],[3,1,2]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,178.4775,left,1.0597,,0.5,,stimuli/card_10_transparent.png,10,10,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,180.3477,right,0.1234,,1.5,,stimuli/card_10_transparent.png,20,10,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,182.2668,up,0.4686,,0.5,,stimuli/card_0_transparent.png,20,0,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,183.5337,right,0.7655,,1.5,,stimuli/card_10_transparent.png,30,10,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,186.116,left,0.5447,,1.5,,stimuli/card_100_transparent.png,130,100,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
