participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1.started,key_resp_instruction1.keys,key_resp_instruction1.rt,key_resp_instruction1.duration,key_resp_instruction2.started,key_resp_instruction2.keys,key_resp_instruction2.rt,key_resp_instruction2.duration,key_resp_instruction3.started,key_resp_instruction3.keys,key_resp_instruction3.rt,key_resp_instruction3.duration
,2023-09-08_13h56.02.563,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,
,2023-09-08_13h56.02.563,slotMachine_updated,2023.1.3,MacIntel,60.0024001,125.0391,space,1.3784,,,,,,,,,
,2023-09-08_13h56.02.563,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,126.4387,space,0.8457,,,,,
,2023-09-08_13h56.02.563,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,127.3047,space,0.8363,
