key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,key_resp_welcome.duration,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1.started,key_resp_instruction1.keys,key_resp_instruction1.rt,key_resp_instruction1.duration,key_resp_instruction2.started,key_resp_instruction2.keys,key_resp_instruction2.rt,key_resp_instruction2.duration,key_resp_instruction3.started,key_resp_instruction3.keys,key_resp_instruction3.rt,key_resp_instruction3.duration,practiceCondition,practice_reward_seqs,key_resp_practice_slots.rt,key_resp_practice_slots.duration,key_resp_practice_slots.keys,presentationInterval,"practice_reward_seq: 2,1,3",reward_Img,Cuml_rew,currentPracticeTrialReward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,"practice_reward_seq: 2,3,1",text_block_break.started,"practice_reward_seq: 1,3,2","practice_reward_seq: 3,1,2",key_resp_practice_end.started,key_resp_practice_end.keys,key_resp_practice_end.rt,key_resp_practice_end.duration,text_main_instruction.started,BlockCondition,BlockOrderIndices,key_resp_main_instruction.started,key_resp_main_instruction.keys,key_resp_main_instruction.rt,key_resp_main_instruction.duration,blockNumber,blockAssignment,currentCondition,main_reward_seqs,key_resp_slots_presentation.started,key_resp_slots_presentation.keys,key_resp_slots_presentation.rt,key_resp_slots_presentation.duration,Main_presentationInterval,rewardPresentationTime,Main_reward_seq,Random value generated,Main_reward_Img,Main_Cumul_Reward,Main_currentTrialReward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1307.3829,up,0.2215,,0.5,0.3,"[3,1,2]",0.119000546,stimuli/card_10_transparent.png,810,10,12,0,12,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308.4038,up,0.9929,,1.5,0.3,"[3,1,2]",0.982023239,stimuli/card_100_transparent.png,910,100,13,0,13,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311.3027,up,0.7214,,0.5,0.3,"[3,1,2]",0.678789269,stimuli/card_100_transparent.png,1010,100,14,0,14,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1312.8758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,"[8,15]","[[3,2,1],[3,1,2]]",1317.9076,left,0.7609,,1.5,0.3,"[3,2,1]",0.076567815,stimuli/card_100_transparent.png,100,100,0,0,0,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320.4777,left,0.4605,,1,0.3,"[3,2,1]",0.053398401,stimuli/card_100_transparent.png,200,100,1,0,1,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1322.2203,left,0.7945,,1.5,0.3,"[3,2,1]",0.139958362,stimuli/card_10_transparent.png,210,10,2,0,2,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1324.8034,left,0.4585,,1.5,0.3,"[3,2,1]",0.788198035,stimuli/card_0_transparent.png,210,0,3,0,3,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1327.0818,left,0.4631,,1.5,0.3,"[3,2,1]",0.203786638,stimuli/card_0_transparent.png,210,0,4,0,4,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329.4571,up,0.5625,,0.5,0.3,"[3,2,1]",0.098635123,stimuli/card_0_transparent.png,210,0,5,0,5,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330.9033,right,0.3958,,1,0.3,"[3,2,1]",0.894114203,stimuli/card_100_transparent.png,310,100,6,0,6,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1332.5449,right,0.4524,,1,0.3,"[3,2,1]",0.298025745,stimuli/card_100_transparent.png,410,100,7,0,7,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1334.2817,right,0.2269,,1.5,0.3,"[3,1,2]",0.663239984,stimuli/card_10_transparent.png,420,10,8,0,8,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1336.3316,right,0.5638,,1,0.3,"[3,1,2]",0.477273738,stimuli/card_10_transparent.png,430,10,9,0,9,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1338.1409,up,1.0052,,1.5,0.3,"[3,1,2]",0.780465522,stimuli/card_100_transparent.png,530,100,10,0,10,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340.9547,up,0.3868,,0.5,0.3,"[3,1,2]",0.964526233,stimuli/card_100_transparent.png,630,100,11,0,11,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1342.2241,up,2.1662,,0.5,0.3,"[3,1,2]",0.35120975,stimuli/card_100_transparent.png,730,100,12,0,12,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1345.2997,up,1.0616,,1,0.3,"[3,1,2]",0.624751522,stimuli/card_100_transparent.png,830,100,13,0,13,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1347.7368,up,0.1237,,1.5,0.3,"[3,1,2]",0.516142962,stimuli/card_100_transparent.png,930,100,14,0,14,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1349.8232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,"[12,15]","[[2,1,3],[2,3,1]]",1354.815,left,0.7275,,1.5,0.3,"[2,1,3]",0.328750278,stimuli/card_10_transparent.png,10,10,0,0,0,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1357.4157,left,0.5736,,1,0.3,"[2,1,3]",0.284579322,stimuli/card_10_transparent.png,20,10,1,0,1,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1359.3413,up,0.1338,,1.5,0.3,"[2,1,3]",0.719632539,stimuli/card_100_transparent.png,120,100,2,0,2,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1361.2664,up,0.3283,,1,0.3,"[2,1,3]",0.22516453,stimuli/card_100_transparent.png,220,100,3,0,3,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1362.9095,up,0.2354,,0.5,0.3,"[2,1,3]",0.206091543,stimuli/card_100_transparent.png,320,100,4,0,4,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1363.9287,up,0.2237,,1.5,0.3,"[2,1,3]",0.395001962,stimuli/card_100_transparent.png,420,100,5,0,5,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1365.9921,up,0.1131,,1,0.3,"[2,1,3]",0.256060676,stimuli/card_100_transparent.png,520,100,6,0,6,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1367.3627,up,0.4503,,1.5,0.3,"[2,1,3]",0.724452505,stimuli/card_100_transparent.png,620,100,7,0,7,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1369.6166,up,0.1224,,1.5,0.3,"[2,1,3]",0.434512401,stimuli/card_100_transparent.png,720,100,8,0,8,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1371.5461,up,0.2322,,1,0.3,"[2,1,3]",0.308968456,stimuli/card_100_transparent.png,820,100,9,0,9,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373.1172,up,0.3801,,1.5,0.3,"[2,1,3]",0.106723057,stimuli/card_10_transparent.png,830,10,10,0,10,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375.3104,right,0.5962,,0.5,0.3,"[2,1,3]",0.677491896,stimuli/card_0_transparent.png,830,0,11,0,11,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1376.6796,up,0.2366,,0.5,0.3,"[2,3,1]",0.364510866,stimuli/card_0_transparent.png,830,0,12,0,12,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1377.7127,up,0.461,0.0001,1.5,0.3,"[2,3,1]",0.623514654,stimuli/card_0_transparent.png,830,0,13,0,13,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380.0049,left,0.226,,1,0.3,"[2,3,1]",0.572536987,stimuli/card_10_transparent.png,840,10,14,0,14,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1381.5914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,"[6,15]","[[1,3,2],[3,2,1]]",1386.5601,left,1.4741,,1.5,0.3,"[1,3,2]",0.607901571,stimuli/card_100_transparent.png,100,100,0,0,0,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1389.8388,left,0.4634,,0.5,0.3,"[1,3,2]",0.016007266,stimuli/card_0_transparent.png,100,0,1,0,1,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1391.1143,up,1.2197,0.0001,1.5,0.3,"[1,3,2]",0.337090677,stimuli/card_0_transparent.png,100,0,2,0,2,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1394.128,right,0.4313,,0.5,0.3,"[1,3,2]",0.478003292,stimuli/card_10_transparent.png,110,10,3,0,3,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395.3497,right,0.5607,,1,0.3,"[1,3,2]",0.8729634,stimuli/card_10_transparent.png,120,10,4,0,4,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1397.2969,left,0.1262,,0.5,0.3,"[1,3,2]",0.427380489,stimuli/card_100_transparent.png,220,100,5,0,5,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1398.2172,left,0.4485,,0.5,0.3,"[3,2,1]",0.311143304,stimuli/card_0_transparent.png,220,0,6,0,6,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399.562,up,0.4563,0.0001,1,0.3,"[3,2,1]",0.205266593,stimuli/card_10_transparent.png,230,10,7,0,7,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401.2903,left,0.2201,,1.5,0.3,"[3,2,1]",0.780657324,stimuli/card_0_transparent.png,230,0,8,0,8,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403.3065,right,0.5073,,1,0.3,"[3,2,1]",0.387683152,stimuli/card_100_transparent.png,330,100,9,0,9,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1405.2161,right,0.4416,,1.5,0.3,"[3,2,1]",0.313943144,stimuli/card_100_transparent.png,430,100,10,0,10,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1407.5473,right,0.3465,,1,0.3,"[3,2,1]",0.094378091,stimuli/card_0_transparent.png,430,0,11,0,11,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1409.2285,right,0.6795,,1,0.3,"[3,2,1]",0.174437797,stimuli/card_10_transparent.png,440,10,12,0,12,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1411.2606,right,2.5961,,1,0.3,"[3,2,1]",0.381242848,stimuli/card_100_transparent.png,540,100,13,0,13,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1415.1135,right,0.5654,,0.5,0.3,"[3,2,1]",0.322565939,stimuli/card_100_transparent.png,640,100,14,0,14,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1416.5857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,"[7,15]","[[2,3,1],[1,2,3]]",1421.5721,left,1.7699,,1.5,0.3,"[2,3,1]",0.223262745,stimuli/card_10_transparent.png,10,10,0,0,0,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425.1858,left,0.3489,,1.5,0.3,"[2,3,1]",0.586540282,stimuli/card_10_transparent.png,20,10,1,0,1,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1427.295,left,1.2334,,1,0.3,"[2,3,1]",0.829406965,stimuli/card_10_transparent.png,30,10,2,0,2,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1429.7991,up,1.0275,,0.5,0.3,"[2,3,1]",0.730620066,stimuli/card_0_transparent.png,30,0,3,0,3,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1431.6251,right,0.4599,,1.5,0.3,"[2,3,1]",0.300872818,stimuli/card_100_transparent.png,130,100,4,0,4,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1433.8968,right,0.4556,,1.5,0.3,"[2,3,1]",0.446793497,stimuli/card_100_transparent.png,230,100,5,0,5,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1436.198,right,0.4555,,1.5,0.3,"[2,3,1]",0.942077321,stimuli/card_100_transparent.png,330,100,6,0,6,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1438.4995,right,0.5156,,0.5,0.3,"[1,2,3]",0.257840456,stimuli/card_0_transparent.png,330,0,7,0,7,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1439.8985,right,1.5976,0.0001,1,0.3,"[1,2,3]",0.60168024,stimuli/card_0_transparent.png,330,0,8,0,8,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1442.7771,up,0.5867,,1.5,0.3,"[1,2,3]",0.851540677,stimuli/card_10_transparent.png,340,10,9,0,9,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1445.2247,up,0.7188,0.0001,1.5,0.3,"[1,2,3]",0.284375605,stimuli/card_10_transparent.png,350,10,10,0,10,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1447.7184,left,0.5901,,1,0.3,"[1,2,3]",0.717288443,stimuli/card_100_transparent.png,450,100,11,0,11,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1449.5878,left,0.5038,0.0001,1.5,0.3,"[1,2,3]",0.429689537,stimuli/card_100_transparent.png,550,100,12,0,12,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1451.8788,left,0.3159,,0.5,0.3,"[1,2,3]",0.583215315,stimuli/card_100_transparent.png,650,100,13,0,13,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1452.9797,left,0.4704,,1,0.3,"[1,2,3]",0.731543846,stimuli/card_100_transparent.png,750,100,14,0,14,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454.7601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,"[10,15]","[[3,1,2],[1,3,2]]",1459.7159,left,0.5028,,1.5,0.3,"[3,1,2]",0.125301992,stimuli/card_10_transparent.png,10,10,0,0,0,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1462.1274,up,0.2629,,1.5,0.3,"[3,1,2]",0.370671701,stimuli/card_100_transparent.png,110,100,1,0,1,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464.2886,up,0.385,,0.5,0.3,"[3,1,2]",0.12480312,stimuli/card_10_transparent.png,120,10,2,0,2,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1465.4249,up,0.7547,,1.5,0.3,"[3,1,2]",0.232333637,stimuli/card_100_transparent.png,220,100,3,0,3,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1467.9652,up,0.3298,,1.5,0.3,"[3,1,2]",0.884401112,stimuli/card_100_transparent.png,320,100,4,0,4,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470.0578,up,0.2626,,1,0.3,"[3,1,2]",0.89423771,stimuli/card_100_transparent.png,420,100,5,0,5,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1471.6791,up,0.2477,,1,0.3,"[3,1,2]",0.836431453,stimuli/card_100_transparent.png,520,100,6,0,6,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1473.2801,up,0.4647,,0.5,0.3,"[3,1,2]",0.535819982,stimuli/card_100_transparent.png,620,100,7,0,7,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1474.5797,up,0.3539,,1,0.3,"[3,1,2]",0.04379465,stimuli/card_0_transparent.png,620,0,8,0,8,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1476.2103,up,1.0729,,0.5,0.3,"[3,1,2]",0.305117763,stimuli/card_100_transparent.png,720,100,9,0,9,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1478.1297,up,0.3552,,1.5,0.3,"[1,3,2]",0.214969372,stimuli/card_0_transparent.png,720,0,10,0,10,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1480.2458,up,1.8495,,1,0.3,"[1,3,2]",0.834721639,stimuli/card_0_transparent.png,720,0,11,0,11,0,1,,,,,
