participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1.started,key_resp_instruction1.keys,key_resp_instruction1.rt,key_resp_instruction1.duration,key_resp_instruction2.started,key_resp_instruction2.keys,key_resp_instruction2.rt,key_resp_instruction2.duration,key_resp_instruction3.started,key_resp_instruction3.keys,key_resp_instruction3.rt,key_resp_instruction3.duration
,2023-09-08_10h38.12.619,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,
,2023-09-08_10h38.12.619,slotMachine_updated,2023.1.3,MacIntel,60.0024001,125.0095,space,4.9893,,,,,,,,,
,2023-09-08_10h38.12.619,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,130.0258,space,0.9423,,,,,
,2023-09-08_10h38.12.619,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,130.9913,space,1.4677,
