key_resp_welcome_started,key_resp_welcome_keys,key_resp_welcome_rt,key_resp_welcome_duration,prolific_pid,path_id,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1_started,key_resp_instruction1_keys,key_resp_instruction1_rt,key_resp_instruction1_duration,key_resp_instruction2_started,key_resp_instruction2_keys,key_resp_instruction2_rt,key_resp_instruction2_duration,key_resp_instruction3_started,key_resp_instruction3_keys,key_resp_instruction3_rt,key_resp_instruction3_duration,key_resp_instruction4_started,key_resp_instruction4_keys,key_resp_instruction4_rt,key_resp_instruction4_duration,practiceCondition,practice_reward_seqs,practice_trial_started,practice_trial_num,practice_resp_rt,practice_keypress_time,practice_resp_keys,prac_presentationInterval,practice_reward_seq,reward_img,cumulative_reward,trial_reward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,block_break_started,practice_end_time,practice_end_keys,practice_end_rt,practice_end_duration,main_instruction_text_started,block_condition,block_order_indices,main_instruction_keys,main_instruction_rt,main_instruction_duration,block_number,block_assignment,current_condition,main_reward_seqs,main_trial_started,main_trial_num,main_trial_keys,main_trial_rt,main_trial_keypress_time,main_presentationInterval,reward_presentation_time,main_reward_seq,reward_rand_val,main_reward_img,current_reward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block_reward,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran,block_reward.length,block_reward_all,reward_amount,date_end_task
0.0002,space,1.7145,,6643fdd5e4e6b01321ea03c8,B,2024-08-22_14h34.26.870,Slot Machine Game,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6643fdd5e4e6b01321ea03c8,B,2024-08-22_14h34.26.870,Slot Machine Game,2023.1.3,Win32,59.88023952,1.7238,up,5.8824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6643fdd5e4e6b01321ea03c8,B,2024-08-22_14h34.26.870,Slot Machine Game,2023.1.3,Win32,59.88023952,,,,,7.6413,up,13.9359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6643fdd5e4e6b01321ea03c8,B,2024-08-22_14h34.26.870,Slot Machine Game,2023.1.3,Win32,59.88023952,,,,,,,,,21.6231,up,6.9542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6643fdd5e4e6b01321ea03c8,B,2024-08-22_14h34.26.870,Slot Machine Game,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6643fdd5e4e6b01321ea03c8,B,2024-08-22_14h34.26.870,Slot Machine Game,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,170.2879,space,18.4431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6643fdd5e4e6b01321ea03c8,B,2024-08-22_14h34.26.870,Slot Machine Game,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,"[9,15]","[[2,1,3],[2,3,1]]",188.7727,0,1.7033,190.5042,up,1,"[2,1,3]",stimuli/card_100_transparent.png,100,100,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6643fdd5e4e6b01321ea03c8,B,2024-08-22_14h34.26.870,Slot Machine Game,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,191.8047,1,1.3733,193.2035,up,1,"[2,1,3]",stimuli/card_100_transparent.png,200,100,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6643fdd5e4e6b01321ea03c8,B,2024-08-22_14h34.26.870,Slot Machine Game,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,194.5035,2,2.723,197.2534,up,1,"[2,1,3]",stimuli/card_100_transparent.png,300,100,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6643fdd5e4e6b01321ea03c8,B,2024-08-22_14h34.26.870,Slot Machine Game,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,198.5535,3,0.6171,199.2034,up,1,"[2,1,3]",stimuli/card_100_transparent.png,400,100,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6643fdd5e4e6b01321ea03c8,B,2024-08-22_14h34.26.870,Slot Machine Game,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,200.5034,4,0.7225,201.2533,up,0.5,"[2,1,3]",stimuli/card_100_transparent.png,500,100,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6643fdd5e4e6b01321ea03c8,B,2024-08-22_14h34.26.870,Slot Machine Game,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,202.0534,5,0.9008,202.9868,up,1,"[2,1,3]",stimuli/card_0_transparent.png,500,0,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6643fdd5e4e6b01321ea03c8,B,2024-08-22_14h34.26.870,Slot Machine Game,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,204.2871,6,1.3688,205.6872,up,0.5,"[2,1,3]",stimuli/card_100_transparent.png,600,100,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6643fdd5e4e6b01321ea03c8,B,2024-08-22_14h34.26.870,Slot Machine Game,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,206.4868,7,0.8421,207.3537,up,1,"[2,1,3]",stimuli/card_100_transparent.png,700,100,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6643fdd5e4e6b01321ea03c8,B,2024-08-22_14h34.26.870,Slot Machine Game,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,208.6531,8,0.7503,209.4365,up,0.5,"[2,1,3]",stimuli/card_100_transparent.png,800,100,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6643fdd5e4e6b01321ea03c8,B,2024-08-22_14h34.26.870,Slot Machine Game,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,210.2365,9,0.8063,211.0704,up,1.5,"[2,3,1]",stimuli/card_0_transparent.png,800,0,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6643fdd5e4e6b01321ea03c8,B,2024-08-22_14h34.26.870,Slot Machine Game,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,212.8699,10,0.7335,213.6365,up,1,"[2,3,1]",stimuli/card_10_transparent.png,810,10,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6643fdd5e4e6b01321ea03c8,B,2024-08-22_14h34.26.870,Slot Machine Game,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,214.9364,11,0.7376,215.703,left,1,"[2,3,1]",stimuli/card_100_transparent.png,910,100,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6643fdd5e4e6b01321ea03c8,B,2024-08-22_14h34.26.870,Slot Machine Game,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,217.0031,12,0.9112,217.9367,left,1,"[2,3,1]",stimuli/card_10_transparent.png,920,10,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
