participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1.started,key_resp_instruction1.keys,key_resp_instruction1.rt,key_resp_instruction1.duration,key_resp_instruction2.started,key_resp_instruction2.keys,key_resp_instruction2.rt,key_resp_instruction2.duration,key_resp_instruction3.started,key_resp_instruction3.keys,key_resp_instruction3.rt,key_resp_instruction3.duration
,2023-09-07_13h56.18.800,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,
,2023-09-07_13h56.18.800,slotMachine_updated,2023.1.3,MacIntel,60.0024001,125.0543,space,19.7156,,,,,,,,,
,2023-09-07_13h56.18.800,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,144.799,space,0.7444,,,,,
,2023-09-07_13h56.18.800,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,145.565,space,0.6681,
