participant,date,expName,psychopyVersion,OS,frameRate,key_resp_practice_instruction.started,key_resp_practice_instruction.keys,key_resp_practice_instruction.rt,key_resp_practice_instruction.duration,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_practice_reset.keys,key_resp_practice_reset.rt,key_resp_practice_reset.duration,key_resp_practice_slots.started,key_resp_practice_slots.keys,key_resp_practice_slots.rt,key_resp_practice_slots.duration,presentationInterval,reward_seq,reward_Img,Cuml_rew,currentTrialReward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,key_resp_practice_end.started,key_resp_practice_end.keys,key_resp_practice_end.rt,key_resp_practice_end.duration,text_main_instruction.started,BlockCondition,BlockOrderIndices,key_resp_main_instruction.started,key_resp_main_instruction.keys,key_resp_main_instruction.rt,key_resp_main_instruction.duration,conditions,currentCondition,conditionsAfterRemoval,key_resp_slots_presentation.started,key_resp_slots_presentation.keys,key_resp_slots_presentation.rt,key_resp_slots_presentation.duration,Main_presentationInterval,Main_reward_seq,Random value generated,Main_reward_Img,Main_Cuml_rew,Main_currentTrialReward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,text_block_break.started,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7146.5124,right,0.1199,,1,"[2,3,1]",0.873886047,stimuli/card_100_transparent.png,1130,100,14,0,14,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7147.9673,3,0,3,0,1
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""12,15"",""6,15"",""15,15"",""7,15"",""5,15"",""4,10,15"",""9,15"",""11,15"",""8,15"",""10,15""]","5,15","[""12,15"",""6,15"",""15,15"",""7,15"",""5,15"",""4,10,15"",""9,15"",""11,15"",""8,15"",""10,15""]",7152.9703,up,1.0095,,1.5,"[1,2,3]",0.14505661,stimuli/card_100_transparent.png,100,100,0,0,0,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7155.8037,up,0.3788,,1.5,"[1,2,3]",0.663766767,stimuli/card_10_transparent.png,110,10,1,0,1,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7158.0062,up,0.2295,,1,"[1,2,3]",0.196893544,stimuli/card_100_transparent.png,210,100,2,0,2,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7159.5583,up,0.315,,1,"[1,2,3]",0.38677358,stimuli/card_10_transparent.png,220,10,3,0,3,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7161.1912,up,0.446,,1,"[1,2,3]",0.098210688,stimuli/card_0_transparent.png,220,0,4,0,4,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7162.9571,up,0.2809,,1.5,"[1,2,3]",0.064634417,stimuli/card_0_transparent.png,220,0,5,0,5,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7165.0592,up,0.2204,,1.5,"[1,2,3]",0.752107269,stimuli/card_10_transparent.png,230,10,6,0,6,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7167.0921,left,1.267,,0.5,"[1,2,3]",0.67212965,stimuli/card_100_transparent.png,330,100,7,0,7,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7169.1797,left,0.3142,,0.5,"[1,2,3]",0.701309102,stimuli/card_100_transparent.png,430,100,8,0,8,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7170.3137,left,0.1301,,1,"[1,2,3]",0.385457094,stimuli/card_100_transparent.png,530,100,9,0,9,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7171.7647,left,0.0844,,1,"[1,2,3]",0.623916452,stimuli/card_100_transparent.png,630,100,10,0,10,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7173.1626,left,0.0313,,1,"[1,2,3]",0.738566438,stimuli/card_100_transparent.png,730,100,11,0,11,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7174.516,left,0.0313,,0.5,"[1,2,3]",0.222655738,stimuli/card_100_transparent.png,830,100,12,0,12,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7175.3628,left,0.1504,,0.5,"[1,2,3]",0.60877117,stimuli/card_100_transparent.png,930,100,13,0,13,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7176.3304,left,0.0471,,1,"[1,2,3]",0.462445797,stimuli/card_100_transparent.png,1030,100,14,0,14,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7177.6959,4,0,4,0,1
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""12,15"",""6,15"",""15,15"",""7,15"",""5,15"",""4,10,15"",""9,15"",""11,15"",""8,15"",""10,15""]","4,10,15","[""12,15"",""6,15"",""15,15"",""7,15"",""5,15"",""4,10,15"",""9,15"",""11,15"",""8,15"",""10,15""]",7182.6881,right,0.4833,,0.5,"[2,3,1]",0.643353447,stimuli/card_100_transparent.png,100,100,0,0,0,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7183.9879,right,0.3766,,0.5,"[2,3,1]",0.40514004,stimuli/card_100_transparent.png,200,100,1,0,1,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7185.184,right,0.4781,,1.5,"[2,3,1]",0.356112583,stimuli/card_100_transparent.png,300,100,2,0,2,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7187.4883,right,0.2923,,1.5,"[2,3,1]",0.774827181,stimuli/card_100_transparent.png,400,100,3,0,3,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7189.5897,right,2.4706,,1,"[2,3,1]",0.613405129,stimuli/card_100_transparent.png,500,100,4,0,4,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7193.3931,right,0.9447,,1,"[2,3,1]",0.896708681,stimuli/card_100_transparent.png,600,100,5,0,5,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7195.6584,right,0.9601,,1.5,"[2,3,1]",0.819124055,stimuli/card_100_transparent.png,700,100,6,0,6,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7198.4311,right,0.4434,,1,"[2,3,1]",0.402744082,stimuli/card_100_transparent.png,800,100,7,0,7,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200.1988,right,0.5626,,1,"[2,3,1]",0.516514003,stimuli/card_100_transparent.png,900,100,8,0,8,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7202.0808,right,0.5129,,1,"[2,3,1]",0.595687474,stimuli/card_100_transparent.png,1000,100,9,0,9,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7203.9144,right,0.5662,,1.5,"[2,3,1]",0.73585664,stimuli/card_100_transparent.png,1100,100,10,0,10,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7206.2984,right,0.4811,,0.5,"[2,3,1]",0.461854404,stimuli/card_100_transparent.png,1200,100,11,0,11,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7207.5976,right,0.834,,1,"[2,3,1]",0.563639812,stimuli/card_100_transparent.png,1300,100,12,0,12,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7209.7519,right,0.4613,,1.5,"[2,3,1]",0.384951493,stimuli/card_100_transparent.png,1400,100,13,0,13,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7212.034,right,0.4152,,1.5,"[2,3,1]",0.536816359,stimuli/card_100_transparent.png,1500,100,14,0,14,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7214.2696,5,0,5,0,1
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""12,15"",""6,15"",""15,15"",""7,15"",""5,15"",""4,10,15"",""9,15"",""11,15"",""8,15"",""10,15""]","9,15","[""12,15"",""6,15"",""15,15"",""7,15"",""5,15"",""4,10,15"",""9,15"",""11,15"",""8,15"",""10,15""]",7219.261,left,0.8912,,0.5,"[1,3,2]",0.104315981,stimuli/card_10_transparent.png,10,10,0,0,0,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7220.9749,left,0.3698,,0.5,"[1,3,2]",0.421192343,stimuli/card_100_transparent.png,110,100,1,0,1,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7222.1591,left,0.5931,,0.5,"[1,3,2]",0.194149049,stimuli/card_10_transparent.png,120,10,2,0,2,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7223.5747,left,0.2588,,1.5,"[1,3,2]",0.8410726,stimuli/card_100_transparent.png,220,100,3,0,3,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7225.6577,left,0.2756,,0.5,"[1,3,2]",0.979900603,stimuli/card_100_transparent.png,320,100,4,0,4,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7226.7588,left,0.2887,,1.5,"[1,3,2]",0.934704288,stimuli/card_100_transparent.png,420,100,5,0,5,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7228.8632,left,0.0445,,0.5,"[1,3,2]",0.944020668,stimuli/card_100_transparent.png,520,100,6,0,6,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7229.7297,left,0.4926,,0.5,"[1,3,2]",0.156073429,stimuli/card_10_transparent.png,530,10,7,0,7,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7231.0475,left,0.608,,1,"[1,3,2]",0.845674711,stimuli/card_100_transparent.png,630,100,8,0,8,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7232.9793,left,0.2161,,1,"[1,3,2]",0.931220813,stimuli/card_100_transparent.png,730,100,9,0,9,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7234.5125,left,0.132,,0.5,"[1,3,2]",0.19313893,stimuli/card_10_transparent.png,740,10,10,0,10,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7235.4633,left,0.4228,,1,"[1,3,2]",0.671240476,stimuli/card_100_transparent.png,840,100,11,0,11,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7237.2125,left,0.2234,,1,"[1,3,2]",0.970162015,stimuli/card_100_transparent.png,940,100,12,0,12,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7238.7537,left,0.2437,,1,"[1,3,2]",0.235500764,stimuli/card_100_transparent.png,1040,100,13,0,13,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7240.3208,left,0.3826,,1.5,"[1,3,2]",0.551121055,stimuli/card_100_transparent.png,1140,100,14,0,14,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7242.5201,6,0,6,0,1
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""12,15"",""6,15"",""15,15"",""7,15"",""5,15"",""4,10,15"",""9,15"",""11,15"",""8,15"",""10,15""]","11,15","[""12,15"",""6,15"",""15,15"",""7,15"",""5,15"",""4,10,15"",""9,15"",""11,15"",""8,15"",""10,15""]",7247.5212,up,0.8785,,1,"[2,1,3]",0.929831498,stimuli/card_100_transparent.png,100,100,0,0,0,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7249.7235,up,0.3569,,1,"[2,1,3]",0.609231226,stimuli/card_100_transparent.png,200,100,1,0,1,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7251.4087,up,0.3598,,1.5,"[2,1,3]",0.797481859,stimuli/card_100_transparent.png,300,100,2,0,2,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7253.5924,up,0.1677,,1,"[2,1,3]",0.677121135,stimuli/card_100_transparent.png,400,100,3,0,3,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7255.0734,up,0.2952,,0.5,"[2,1,3]",0.01468248,stimuli/card_0_transparent.png,400,0,4,0,4,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7256.1917,up,0.4735,,0.5,"[2,1,3]",0.391362348,stimuli/card_100_transparent.png,500,100,5,0,5,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7257.4732,up,0.1796,,0.5,"[2,1,3]",0.905197476,stimuli/card_100_transparent.png,600,100,6,0,6,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7258.4627,up,0.1944,,1.5,"[2,1,3]",0.29219807,stimuli/card_100_transparent.png,700,100,7,0,7,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7260.4804,up,0.4273,,0.5,"[2,1,3]",0.07876779,stimuli/card_0_transparent.png,700,0,8,0,8,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7261.7314,up,0.4419,,0.5,"[2,1,3]",0.69065985,stimuli/card_100_transparent.png,800,100,9,0,9,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7262.9812,up,0.278,,1.5,"[2,1,3]",0.157375265,stimuli/card_10_transparent.png,810,10,10,0,10,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7265.082,up,0.0711,,1,"[2,1,3]",0.006091541,stimuli/card_0_transparent.png,810,0,11,0,11,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7266.4821,up,0.2525,,1.5,"[2,1,3]",0.84209316,stimuli/card_100_transparent.png,910,100,12,0,12,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7268.5349,up,1.2445,,1.5,"[2,1,3]",0.653833237,stimuli/card_100_transparent.png,1010,100,13,0,13,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7271.6035,up,0.1585,,0.5,"[2,1,3]",0.171238405,stimuli/card_10_transparent.png,1020,10,14,0,14,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7272.587,7,0,7,0,1
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""12,15"",""6,15"",""15,15"",""7,15"",""5,15"",""4,10,15"",""9,15"",""11,15"",""8,15"",""10,15""]","8,15","[""12,15"",""6,15"",""15,15"",""7,15"",""5,15"",""4,10,15"",""9,15"",""11,15"",""8,15"",""10,15""]",7277.5868,up,0.4336,,1,"[3,2,1]",0.076404896,stimuli/card_0_transparent.png,0,0,0,0,0,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7279.3409,up,0.1252,,1,"[3,2,1]",0.271406152,stimuli/card_10_transparent.png,10,10,1,0,1,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7280.7772,right,0.1299,,0.5,"[3,2,1]",0.634720429,stimuli/card_100_transparent.png,110,100,2,0,2,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7281.7255,right,0.226,,1.5,"[3,2,1]",0.664950714,stimuli/card_100_transparent.png,210,100,3,0,3,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7283.7731,right,0.0368,,1.5,"[3,2,1]",0.885390346,stimuli/card_100_transparent.png,310,100,4,0,4,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7285.6235,right,0.5008,,0.5,"[3,2,1]",0.473103012,stimuli/card_100_transparent.png,410,100,5,0,5,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7286.9416,right,0.3994,,1.5,"[3,2,1]",0.443617097,stimuli/card_100_transparent.png,510,100,6,0,6,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7289.1464,right,0.3822,,1,"[3,2,1]",0.46168153,stimuli/card_100_transparent.png,610,100,7,0,7,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7290.8474,right,0.3935,,1,"[3,2,1]",0.790917018,stimuli/card_100_transparent.png,710,100,8,0,8,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7292.5652,right,0.1437,,1.5,"[3,2,1]",0.341998975,stimuli/card_100_transparent.png,810,100,9,0,9,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7294.533,right,0.0587,,1,"[3,2,1]",0.456107419,stimuli/card_100_transparent.png,910,100,10,0,10,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7295.9143,right,0.1837,,1,"[3,2,1]",0.225055191,stimuli/card_100_transparent.png,1010,100,11,0,11,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7297.4131,right,0.1606,,1.5,"[3,2,1]",0.254775709,stimuli/card_100_transparent.png,1110,100,12,0,12,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7299.388,right,0.0124,,1.5,"[3,2,1]",0.194233121,stimuli/card_10_transparent.png,1120,10,13,0,13,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7301.2214,right,0.1633,,1,"[3,2,1]",0.396399287,stimuli/card_100_transparent.png,1220,100,14,0,14,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7302.7039,8,0,8,0,1
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""12,15"",""6,15"",""15,15"",""7,15"",""5,15"",""4,10,15"",""9,15"",""11,15"",""8,15"",""10,15""]","10,15","[""12,15"",""6,15"",""15,15"",""7,15"",""5,15"",""4,10,15"",""9,15"",""11,15"",""8,15"",""10,15""]",7307.7049,right,0.5158,,1,"[3,1,2]",0.274310528,stimuli/card_10_transparent.png,10,10,0,0,0,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7309.558,up,0.3519,,1,"[3,1,2]",0.983198067,stimuli/card_100_transparent.png,110,100,1,0,1,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7311.2256,up,0.313,,0.5,"[3,1,2]",0.599139263,stimuli/card_100_transparent.png,210,100,2,0,2,0,1,,,,,,
