participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1.started,key_resp_instruction1.keys,key_resp_instruction1.rt,key_resp_instruction1.duration,key_resp_instruction2.started,key_resp_instruction2.keys,key_resp_instruction2.rt,key_resp_instruction2.duration,key_resp_instruction3.started,key_resp_instruction3.keys,key_resp_instruction3.rt,key_resp_instruction3.duration,practiceCondition,practice_reward_seqs,key_resp_practice_slots.started,key_resp_practice_slots.keys,key_resp_practice_slots.rt,key_resp_practice_slots.duration,presentationInterval,"practice_reward_seq: 2,1,3",reward_Img,Cuml_rew,currentPracticeTrialReward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,"practice_reward_seq: 2,3,1",text_block_break.started,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_block.ran,"practice_reward_seq: 1,3,2","practice_reward_seq: 3,1,2",key_resp_practice_end.started,key_resp_practice_end.keys,key_resp_practice_end.rt,key_resp_practice_end.duration,text_main_instruction.started,BlockCondition,BlockOrderIndices,key_resp_main_instruction.started,key_resp_main_instruction.keys,key_resp_main_instruction.rt,key_resp_main_instruction.duration,mainConditions,currentCondition,main_reward_seqs,key_resp_slots_presentation.started,key_resp_slots_presentation.keys,key_resp_slots_presentation.rt,key_resp_slots_presentation.duration,Main_presentationInterval,Main_reward_seq,Random value generated,Main_reward_Img,Main_Cumul_Reward,Main_currentTrialReward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.9473,left,2.6096,,1,"[1,2,3]",0.361244578,stimuli/card_100_transparent.png,400,100,3,0,3,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.8778,left,0.2473,,1,"[1,2,3]",0.65776042,stimuli/card_100_transparent.png,500,100,4,0,4,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.4443,left,1.258,,1,"[3,1,2]",0.219355117,stimuli/card_0_transparent.png,500,0,5,0,5,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.0238,left,0.512,,1.5,"[3,1,2]",0.132219764,stimuli/card_10_transparent.png,510,10,6,0,6,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.3543,left,0.4245,,0.5,"[3,1,2]",0.76303705,stimuli/card_0_transparent.png,510,0,7,0,7,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.6045,left,2.4966,,1.5,"[3,1,2]",0.367798821,stimuli/card_0_transparent.png,510,0,8,0,8,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.9198,left,0.1239,,0.5,"[3,1,2]",0.754688097,stimuli/card_0_transparent.png,510,0,9,0,9,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.8535,left,1.8836,,1,"[3,1,2]",0.579378106,stimuli/card_0_transparent.png,510,0,10,0,10,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.0506,left,1.4969,,0.5,"[3,1,2]",0.375437373,stimuli/card_0_transparent.png,510,0,11,0,11,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.363,left,1.6251,,0.5,"[3,1,2]",0.285093335,stimuli/card_0_transparent.png,510,0,12,0,12,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.7995,right,0.0516,,0.5,"[3,1,2]",0.796533558,stimuli/card_10_transparent.png,520,10,13,0,13,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.6679,up,0.4743,,1,"[3,1,2]",0.3514576,stimuli/card_100_transparent.png,620,100,14,0,14,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[[15],[6,15],[15,15],[7,15],[15],[4,10,15],[9,15],[11,15],[8,15],[10,15]]","[9,15]","[[1,3,2],[2,3,1]]",315.4632,up,1.1769,,1,"[1,3,2]",0.295306262,stimuli/card_0_transparent.png,0,0,0,0,0,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.9762,up,0.6971,,1.5,"[1,3,2]",0.511960273,stimuli/card_0_transparent.png,0,0,1,0,1,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.4921,up,0.7694,,1,"[1,3,2]",0.045980227,stimuli/card_100_transparent.png,100,100,2,0,2,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.5737,right,1.1616,,1,"[1,3,2]",0.073243938,stimuli/card_0_transparent.png,100,0,3,0,3,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.0536,right,0.897,,1,"[1,3,2]",0.749971294,stimuli/card_10_transparent.png,110,10,4,0,4,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.2722,right,1.0565,,1.5,"[1,3,2]",0.830934349,stimuli/card_10_transparent.png,120,10,5,0,5,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.1518,right,0.0072,,1.5,"[1,3,2]",0.128951084,stimuli/card_100_transparent.png,220,100,6,0,6,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.9868,right,0.5066,,0.5,"[1,3,2]",0.790279381,stimuli/card_10_transparent.png,230,10,7,0,7,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.3164,right,0.4768,,1.5,"[1,3,2]",0.262988241,stimuli/card_10_transparent.png,240,10,8,0,8,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.613,right,2.3604,,1,"[2,3,1]",0.366146973,stimuli/card_100_transparent.png,340,100,9,0,9,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.2987,right,0.4758,,1,"[2,3,1]",0.511314549,stimuli/card_100_transparent.png,440,100,10,0,10,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.0969,right,0.1344,,1,"[2,3,1]",0.890238986,stimuli/card_100_transparent.png,540,100,11,0,11,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.5465,right,0.1284,,0.5,"[2,3,1]",0.560485392,stimuli/card_100_transparent.png,640,100,12,0,12,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.4967,right,0.3921,,0.5,"[2,3,1]",0.201312725,stimuli/card_100_transparent.png,740,100,13,0,13,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.7123,right,0.2231,,1.5,"[2,3,1]",0.017085885,stimuli/card_0_transparent.png,740,0,14,0,14,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.7603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[[15],[6,15],[15,15],[7,15],[15],[4,10,15],[15],[11,15],[8,15],[10,15]]","[7,15]","[[2,3,1],[1,2,3]]",351.7586,up,0.3819,,1,"[2,3,1]",0.629701003,stimuli/card_0_transparent.png,0,0,0,0,0,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.4875,up,0.4652,,1,"[2,3,1]",0.908863333,stimuli/card_0_transparent.png,0,0,1,0,1,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.271,right,0.3337,,1,"[2,3,1]",0.492692842,stimuli/card_100_transparent.png,100,100,2,0,2,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.9188,right,0.0141,,1,"[2,3,1]",0.17780817,stimuli/card_10_transparent.png,110,10,3,0,3,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.2541,right,0.0492,,0.5,"[2,3,1]",0.180422307,stimuli/card_10_transparent.png,120,10,4,0,4,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.1353,right,0.2327,,0.5,"[2,3,1]",0.717612455,stimuli/card_100_transparent.png,220,100,5,0,5,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.2008,right,0.2268,,1.5,"[2,3,1]",0.270315188,stimuli/card_100_transparent.png,320,100,6,0,6,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.2821,right,0.6929,,1,"[1,2,3]",0.443634112,stimuli/card_0_transparent.png,320,0,7,0,7,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.2961,right,0.1652,,0.5,"[1,2,3]",0.212631617,stimuli/card_0_transparent.png,320,0,8,0,8,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.2793,left,0.3483,,1.5,"[1,2,3]",0.525814823,stimuli/card_100_transparent.png,420,100,9,0,9,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.4522,left,0.3637,,0.5,"[1,2,3]",0.886044423,stimuli/card_100_transparent.png,520,100,10,0,10,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.6339,left,1.2547,,1.5,"[1,2,3]",0.661078895,stimuli/card_100_transparent.png,620,100,11,0,11,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.715,left,1.1269,,1,"[1,2,3]",0.698987428,stimuli/card_100_transparent.png,720,100,12,0,12,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.1624,left,3.3618,,1,"[1,2,3]",0.128800178,stimuli/card_10_transparent.png,730,10,13,0,13,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.8445,left,0.3908,,0.5,"[1,2,3]",0.997651887,stimuli/card_100_transparent.png,830,100,14,0,14,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[[15],[6,15],[15,15],[15],[15],[4,10,15],[15],[11,15],[8,15],[10,15]]","[4,10,15]","[[2,3,1],[1,3,2],[3,2,1]]",385.0581,right,0.6672,,1,"[2,3,1]",0.975057898,stimuli/card_100_transparent.png,100,100,0,0,0,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.07,right,1.6913,,1,"[2,3,1]",0.904640612,stimuli/card_100_transparent.png,200,100,1,0,1,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.0881,right,0.9959,,1.5,"[2,3,1]",0.374601752,stimuli/card_100_transparent.png,300,100,2,0,2,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.9,right,0.6117,,0.5,"[2,3,1]",0.205946725,stimuli/card_100_transparent.png,400,100,3,0,3,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.3318,right,3.395,,1.5,"[1,3,2]",0.570128806,stimuli/card_10_transparent.png,410,10,4,0,4,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.5486,right,2.0093,,0.5,"[1,3,2]",0.381825506,stimuli/card_10_transparent.png,420,10,5,0,5,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.3772,right,3.5817,,1,"[1,3,2]",0.263018927,stimuli/card_10_transparent.png,430,10,6,0,6,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.2736,right,1.6833,,1.5,"[1,3,2]",0.366359686,stimuli/card_10_transparent.png,440,10,7,0,7,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.7736,right,0.294,,0.5,"[1,3,2]",0.289087297,stimuli/card_10_transparent.png,450,10,8,0,8,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.8895,right,1.5293,,0.5,"[1,3,2]",0.472796255,stimuli/card_10_transparent.png,460,10,9,0,9,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.2382,right,1.2754,,0.5,"[3,2,1]",0.769845565,stimuli/card_100_transparent.png,560,100,10,0,10,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.3353,right,0.7057,,0.5,"[3,2,1]",0.536361015,stimuli/card_100_transparent.png,660,100,11,0,11,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.8693,right,1.354,,0.5,"[3,2,1]",0.638402224,stimuli/card_100_transparent.png,760,100,12,0,12,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.049,right,1.6286,,1.5,"[3,2,1]",0.093006406,stimuli/card_0_transparent.png,760,0,13,0,13,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.4971,right,0.0646,,0.5,"[3,2,1]",0.68055582,stimuli/card_100_transparent.png,860,100,14,0,14,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.3777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[[15],[6,15],[15,15],[15],[15],[15],[15],[11,15],[8,15],[10,15]]","[11,15]","[[2,1,3],[1,2,3]]",429.3785,right,0.6664,,1.5,"[2,1,3]",0.39544421,stimuli/card_0_transparent.png,0,0,0,0,0,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.8761,right,0.4983,,1,"[2,1,3]",0.697394698,stimuli/card_0_transparent.png,0,0,1,0,1,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.692,up,0.4427,,0.5,"[2,1,3]",0.337761277,stimuli/card_100_transparent.png,100,100,2,0,2,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.9569,up,0.3826,,1,"[2,1,3]",0.819730173,stimuli/card_100_transparent.png,200,100,3,0,3,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.6709,up,1.1586,,0.5,"[2,1,3]",0.479155264,stimuli/card_100_transparent.png,300,100,4,0,4,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.6506,up,0.2772,,1.5,"[2,1,3]",0.837080397,stimuli/card_100_transparent.png,400,100,5,0,5,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.7514,up,0.1215,,1.5,"[2,1,3]",0.212463176,stimuli/card_100_transparent.png,500,100,6,0,6,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.6811,up,0.4011,,0.5,"[2,1,3]",0.352105889,stimuli/card_100_transparent.png,600,100,7,0,7,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.8978,up,1.172,,1.5,"[2,1,3]",0.283122035,stimuli/card_100_transparent.png,700,100,8,0,8,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.8867,up,1.218,,0.5,"[2,1,3]",0.008223465,stimuli/card_0_transparent.png,700,0,9,0,9,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.9185,up,0.806,,1.5,"[2,1,3]",0.769622861,stimuli/card_100_transparent.png,800,100,10,0,10,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.5312,up,3.3789,,1,"[1,2,3]",0.558895221,stimuli/card_10_transparent.png,810,10,11,0,11,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.2285,up,2.0104,,1.5,"[1,2,3]",0.980512332,stimuli/card_10_transparent.png,820,10,12,0,12,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.0642,left,1.2915,,1,"[1,2,3]",0.618651299,stimuli/card_100_transparent.png,920,100,13,0,13,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.6774,left,1.9475,,1.5,"[1,2,3]",0.344572431,stimuli/card_100_transparent.png,1020,100,14,0,14,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[[15],[6,15],[15,15],[15],[15],[15],[15],[15],[8,15],[10,15]]","[8,15]","[[3,2,1],[3,1,2]]",471.4458,right,1.0342,,1.5,"[3,2,1]",0.063518989,stimuli/card_0_transparent.png,0,0,0,0,0,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.3223,up,0.6928,,0.5,"[3,2,1]",0.179499648,stimuli/card_100_transparent.png,100,100,1,0,1,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.8356,up,3.4033,,0.5,"[3,2,1]",0.929525488,stimuli/card_10_transparent.png,110,10,2,0,2,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0686,left,2.2866,,1.5,"[3,2,1]",0.853645775,stimuli/card_0_transparent.png,110,0,3,0,3,0,1,,,,,
