key_resp_welcome_started,key_resp_welcome_keys,key_resp_welcome_rt,key_resp_welcome_duration,prolific_pid,path_id,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1_started,key_resp_instruction1_keys,key_resp_instruction1_rt,key_resp_instruction1_duration,key_resp_instruction2_started,key_resp_instruction2_keys,key_resp_instruction2_rt,key_resp_instruction2_duration,key_resp_instruction3_started,key_resp_instruction3_keys,key_resp_instruction3_rt,key_resp_instruction3_duration,key_resp_instruction4_started,key_resp_instruction4_keys,key_resp_instruction4_rt,key_resp_instruction4_duration
0.0006,space,1.1014,,emberTestThu2,B,2024-08-15_14h16.45.025,Slot Machine Game,2023.1.3,MacIntel,59.17159763,,,,,,,,,,,,,,,,
,,,,emberTestThu2,B,2024-08-15_14h16.45.025,Slot Machine Game,2023.1.3,MacIntel,59.17159763,1.1131,space,0.4575,,,,,,,,,,,,,
,,,,emberTestThu2,B,2024-08-15_14h16.45.025,Slot Machine Game,2023.1.3,MacIntel,59.17159763,,,,,1.5914,space,0.6013,0.0096,,,,,,,,
,,,,emberTestThu2,B,2024-08-15_14h16.45.025,Slot Machine Game,2023.1.3,MacIntel,59.17159763,,,,,,,,,2.227,space,0.2015,,,,,
,,,,emberTestThu2,B,2024-08-15_14h16.45.025,Slot Machine Game,2023.1.3,MacIntel,59.17159763,,,,,,,,,,,,,,,,
,,,,emberTestThu2,B,2024-08-15_14h16.45.025,Slot Machine Game,2023.1.3,MacIntel,59.17159763,,,,,,,,,,,,,149.0215,space,404.6834,
