key_resp_welcome_started,key_resp_welcome_keys,key_resp_welcome_rt,key_resp_welcome_duration,group_id,path_id,date,expName,psychopyVersion,OS,frameRate,study_id,session_id,prolific_pid,key_resp_instruction1_started,key_resp_instruction1_keys,key_resp_instruction1_rt,key_resp_instruction1_duration,key_resp_instruction2_started,key_resp_instruction2_keys,key_resp_instruction2_rt,key_resp_instruction2_duration,key_resp_instruction3_started,key_resp_instruction3_keys,key_resp_instruction3_rt,key_resp_instruction3_duration,key_resp_instruction4_started,key_resp_instruction4_keys,key_resp_instruction4_rt,key_resp_instruction4_duration,practiceCondition,practice_reward_seqs,practice_trial_started,practice_trial_num,practice_resp_rt,practice_resp_duration,practice_resp_keys,prac_presentationInterval,"practice_reward_seq: 2,1,3",reward_img,cumulative_reward,trial_reward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,"practice_reward_seq: 2,3,1",block_break_started,"practice_reward_seq: 1,3,2","practice_reward_seq: 3,1,2",practice_end_time,practice_end_keys,practice_end_rt,practice_end_duration,main_instruction_text_started,block_condition,block_order_indices,main_instruction_keys,main_instruction_rt,main_instruction_duration,block_number,block_assignment,current_condition,main_reward_seqs,main_trial_started,main_trial_num,main_trial_keys,main_trial_rt,main_trial_duration,main_presentationInterval,reward_presentation_time,main_reward_seq,reward_rand_val,main_reward_img,current_reward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,2,2,,,372.1749,1,left,0.7344,,1.5,0.3,"[1,3,2]",0.431269644,stimuli/card_100_transparent.png,100,1,0,1,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,2,2,,,374.7258,2,left,0.4123,,0.5,0.3,"[1,3,2]",0.67728362,stimuli/card_100_transparent.png,100,2,0,2,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,2,2,,,375.9591,3,left,0.3823,,1.5,0.3,"[1,3,2]",0.542419784,stimuli/card_100_transparent.png,100,3,0,3,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,2,2,,,378.1601,4,left,0.2081,,0.5,0.3,"[1,3,2]",0.942503868,stimuli/card_100_transparent.png,100,4,0,4,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,2,2,,,379.196,5,left,0.3123,,0.5,0.3,"[1,3,2]",0.511327775,stimuli/card_100_transparent.png,100,5,0,5,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,510,,,,,,,,,,,,,,,,,,,,,2,2,,,380.3278,6,left,0.2474,,1,0.3,"[3,2,1]",0.185680361,stimuli/card_10_transparent.png,10,6,0,6,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,510,,,,,,,,,,,,,,,,,,,,,2,2,,,381.8962,7,left,1.4457,,1.5,0.3,"[3,2,1]",0.454101526,stimuli/card_0_transparent.png,0,7,0,7,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,610,,,,,,,,,,,,,,,,,,,,,2,2,,,385.1635,8,right,0.5285,,1,0.3,"[3,2,1]",0.692339463,stimuli/card_100_transparent.png,100,8,0,8,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,710,,,,,,,,,,,,,,,,,,,,,2,2,,,387.015,9,right,0.279,,1,0.3,"[3,2,1]",0.462343972,stimuli/card_100_transparent.png,100,9,0,9,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,720,,,,,,,,,,,,,,,,,,,,,2,2,,,388.6153,10,right,0.1143,,1.5,0.3,"[3,2,1]",0.127597997,stimuli/card_10_transparent.png,10,10,0,10,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,820,,,,,,,,,,,,,,,,,,,,,2,2,,,390.5489,11,right,0.3642,,1.5,0.3,"[3,2,1]",0.899351129,stimuli/card_100_transparent.png,100,11,0,11,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,920,,,,,,,,,,,,,,,,,,,,,2,2,,,392.7362,12,right,0.1141,,1,0.3,"[3,2,1]",0.659840239,stimuli/card_100_transparent.png,100,12,0,12,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,1020,,,,,,,,,,,,,,,,,,,,,2,2,,,394.1674,13,right,0.096,,1,0.3,"[3,2,1]",0.217906825,stimuli/card_100_transparent.png,100,13,0,13,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,1120,,,,,,,,,,,,,,,,,,,,,2,2,,,395.5842,14,right,0.2104,,1.5,0.3,"[3,2,1]",0.900611051,stimuli/card_100_transparent.png,100,14,0,14,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.6187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,3,3,"[15,15]","[[3,1,2],[3,1,2]]",402.6251,0,up,1.3624,,1.5,0.3,"[3,1,2]",0.528588516,stimuli/card_100_transparent.png,100,0,0,0,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,3,3,,,405.8061,1,up,0.2946,,1,0.3,"[3,1,2]",0.221058023,stimuli/card_100_transparent.png,100,1,0,1,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,,,,3,3,,,407.4264,2,up,0.2275,,1,0.3,"[3,1,2]",0.164433397,stimuli/card_10_transparent.png,10,2,0,2,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,3,3,,,408.9744,3,up,0.5993,,0.5,0.3,"[3,1,2]",0.450005127,stimuli/card_100_transparent.png,100,3,0,3,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,,,3,3,,,410.3921,4,up,0.4956,,1.5,0.3,"[3,1,2]",0.529424445,stimuli/card_100_transparent.png,100,4,0,4,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,510,,,,,,,,,,,,,,,,,,,,,3,3,,,412.7104,5,up,0.2803,,0.5,0.3,"[3,1,2]",0.528972064,stimuli/card_100_transparent.png,100,5,0,5,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,610,,,,,,,,,,,,,,,,,,,,,3,3,,,413.8123,6,up,0.3481,,1,0.3,"[3,1,2]",0.385993191,stimuli/card_100_transparent.png,100,6,0,6,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,710,,,,,,,,,,,,,,,,,,,,,3,3,,,415.4777,7,up,0.4116,,1.5,0.3,"[3,1,2]",0.309710858,stimuli/card_100_transparent.png,100,7,0,7,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,810,,,,,,,,,,,,,,,,,,,,,3,3,,,417.7109,8,up,0.4293,,1.5,0.3,"[3,1,2]",0.436454892,stimuli/card_100_transparent.png,100,8,0,8,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,910,,,,,,,,,,,,,,,,,,,,,3,3,,,419.9641,9,up,0.5462,,1,0.3,"[3,1,2]",0.894798151,stimuli/card_100_transparent.png,100,9,0,9,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,910,,,,,,,,,,,,,,,,,,,,,3,3,,,421.8318,10,up,0.3301,,1,0.3,"[3,1,2]",0.039310747,stimuli/card_0_transparent.png,0,10,0,10,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,920,,,,,,,,,,,,,,,,,,,,,3,3,,,423.4809,11,up,1.019,,1.5,0.3,"[3,1,2]",0.130554544,stimuli/card_10_transparent.png,10,11,0,11,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,920,,,,,,,,,,,,,,,,,,,,,3,3,,,426.317,12,up,0.9627,,1,0.3,"[3,1,2]",0.07073828,stimuli/card_0_transparent.png,0,12,0,12,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,930,,,,,,,,,,,,,,,,,,,,,3,3,,,428.6001,13,left,0.2504,,1.5,0.3,"[3,1,2]",0.163951943,stimuli/card_10_transparent.png,10,13,0,13,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,1030,,,,,,,,,,,,,,,,,,,,,3,3,,,430.6703,14,left,0.3287,,1,0.3,"[3,1,2]",0.075297078,stimuli/card_100_transparent.png,100,14,0,14,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.3196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,4,4,"[7,15]","[[2,3,1],[1,2,3]]",437.3247,0,right,1.6294,,1.5,0.3,"[2,3,1]",0.933992288,stimuli/card_100_transparent.png,100,0,0,0,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,4,4,,,440.7729,1,right,0.316,,0.5,0.3,"[2,3,1]",0.954893147,stimuli/card_100_transparent.png,100,1,0,1,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,4,4,,,441.9076,2,right,0.6803,,0.5,0.3,"[2,3,1]",0.263736912,stimuli/card_100_transparent.png,100,2,0,2,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,4,4,,,443.3737,3,right,0.4819,,0.5,0.3,"[2,3,1]",0.843386856,stimuli/card_100_transparent.png,100,3,0,3,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,,,4,4,,,444.6743,4,right,0.8288,,1.5,0.3,"[2,3,1]",0.176607626,stimuli/card_10_transparent.png,10,4,0,4,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,510,,,,,,,,,,,,,,,,,,,,,4,4,,,447.3251,5,right,0.6497,,0.5,0.3,"[2,3,1]",0.852747664,stimuli/card_100_transparent.png,100,5,0,5,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,510,,,,,,,,,,,,,,,,,,,,,4,4,,,448.7942,6,right,0.5478,,1.5,0.3,"[2,3,1]",0.015622391,stimuli/card_0_transparent.png,0,6,0,6,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,510,,,,,,,,,,,,,,,,,,,,,4,4,,,451.1618,7,right,2.5352,,0.5,0.3,"[1,2,3]",0.419807967,stimuli/card_0_transparent.png,0,7,0,7,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,610,,,,,,,,,,,,,,,,,,,,,4,4,,,454.5137,8,left,1.3004,,1.5,0.3,"[1,2,3]",0.844522839,stimuli/card_100_transparent.png,100,8,0,8,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,620,,,,,,,,,,,,,,,,,,,,,4,4,,,457.6309,9,left,0.3299,,1.5,0.3,"[1,2,3]",0.197383669,stimuli/card_10_transparent.png,10,9,0,9,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,720,,,,,,,,,,,,,,,,,,,,,4,4,,,459.7827,10,left,0.4971,,0.5,0.3,"[1,2,3]",0.890455793,stimuli/card_100_transparent.png,100,10,0,10,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,820,,,,,,,,,,,,,,,,,,,,,4,4,,,461.1018,11,left,0.2953,,1,0.3,"[1,2,3]",0.996201932,stimuli/card_100_transparent.png,100,11,0,11,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,920,,,,,,,,,,,,,,,,,,,,,4,4,,,462.7171,12,left,0.0594,,0.5,0.3,"[1,2,3]",0.209691151,stimuli/card_100_transparent.png,100,12,0,12,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,920,,,,,,,,,,,,,,,,,,,,,4,4,,,463.6015,13,left,0.2313,,0.5,0.3,"[1,2,3]",0.041925076,stimuli/card_0_transparent.png,0,13,0,13,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,1020,,,,,,,,,,,,,,,,,,,,,4,4,,,464.6534,14,left,0.55,,1.5,0.3,"[1,2,3]",0.564852533,stimuli/card_100_transparent.png,100,14,0,14,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.0201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,5,5,"[5,15]","[[1,2,3],[3,1,2]]",472.0249,0,up,0.8784,,1,0.3,"[1,2,3]",0.912038091,stimuli/card_10_transparent.png,10,0,0,0,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,5,5,,,474.2218,1,left,1.3802,,0.5,0.3,"[1,2,3]",0.845180273,stimuli/card_100_transparent.png,100,1,0,1,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,,,,5,5,,,476.4228,2,left,0.3281,,1.5,0.3,"[1,2,3]",0.785389055,stimuli/card_100_transparent.png,100,2,0,2,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,5,5,,,478.5751,3,left,0.2461,,0.5,0.3,"[1,2,3]",0.520688088,stimuli/card_100_transparent.png,100,3,0,3,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,,,5,5,,,479.6409,4,left,0.2124,,1.5,0.3,"[1,2,3]",0.363634722,stimuli/card_100_transparent.png,100,4,0,4,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,,,5,5,,,481.6751,5,left,0.3158,,0.5,0.3,"[3,1,2]",0.683057678,stimuli/card_0_transparent.png,0,5,0,5,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,,,5,5,,,482.8103,6,left,0.5844,,1.5,0.3,"[3,1,2]",0.286130449,stimuli/card_0_transparent.png,0,6,0,6,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,,,,,,,,,,,,,,,,,,,,5,5,,,485.2112,7,right,0.9338,,0.5,0.3,"[3,1,2]",0.281346565,stimuli/card_10_transparent.png,10,7,0,7,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,430,,,,,,,,,,,,,,,,,,,,,5,5,,,486.9625,8,right,0.3614,,0.5,0.3,"[3,1,2]",0.320363918,stimuli/card_10_transparent.png,10,8,0,8,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,440,,,,,,,,,,,,,,,,,,,,,5,5,,,488.1449,9,right,0.4446,,0.5,0.3,"[3,1,2]",0.811772656,stimuli/card_10_transparent.png,10,9,0,9,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,540,,,,,,,,,,,,,,,,,,,,,5,5,,,489.4124,10,up,0.4137,,0.5,0.3,"[3,1,2]",0.735154322,stimuli/card_100_transparent.png,100,10,0,10,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,540,,,,,,,,,,,,,,,,,,,,,5,5,,,490.6492,11,up,0.1463,,1.5,0.3,"[3,1,2]",0.097305426,stimuli/card_0_transparent.png,0,11,0,11,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,640,,,,,,,,,,,,,,,,,,,,,5,5,,,492.6147,12,up,0.5854,,1,0.3,"[3,1,2]",0.201684201,stimuli/card_100_transparent.png,100,12,0,12,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,740,,,,,,,,,,,,,,,,,,,,,5,5,,,494.516,13,up,0.1444,,1.5,0.3,"[3,1,2]",0.556124137,stimuli/card_100_transparent.png,100,13,0,13,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,840,,,,,,,,,,,,,,,,,,,,,5,5,,,496.4829,14,up,0.1131,,1.5,0.3,"[3,1,2]",0.728699684,stimuli/card_100_transparent.png,100,14,0,14,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.4194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,6,6,"[4,10,15]","[[2,3,1],[1,3,2],[3,2,1]]",503.4233,0,up,0.6465,,1,0.3,"[2,3,1]",0.633483342,stimuli/card_0_transparent.png,0,0,0,0,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,6,6,,,505.3863,1,up,0.835,,0.5,0.3,"[2,3,1]",0.006233769,stimuli/card_100_transparent.png,100,1,0,1,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,6,6,,,507.0374,2,up,0.4615,,1.5,0.3,"[2,3,1]",0.621607695,stimuli/card_0_transparent.png,0,2,0,2,0,1,,,,,
,,,,1A,A,2024-02-16_14h28.10.002,Slot Machine Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,6,6,,,509.323,3,up,0.55,,0.5,0.3,"[2,3,1]",0.952143251,stimuli/card_0_transparent.png,0,3,0,3,0,1,,,,,
