key_resp_welcome_started,key_resp_welcome_keys,key_resp_welcome_rt,key_resp_welcome_duration,prolific_pid,path_id,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1_started,key_resp_instruction1_keys,key_resp_instruction1_rt,key_resp_instruction1_duration,key_resp_instruction2_started,key_resp_instruction2_keys,key_resp_instruction2_rt,key_resp_instruction2_duration,key_resp_instruction3_started,key_resp_instruction3_keys,key_resp_instruction3_rt,key_resp_instruction3_duration
0.0008,backslash,1.7586,,,B,2024-08-14_21h26.48.366,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,
,,,,,B,2024-08-14_21h26.48.366,Slot Machine Game,2023.1.3,MacIntel,60.60606061,1.8268,return,0.4304,,,,,,,,,
,,,,,B,2024-08-14_21h26.48.366,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,2.2759,return,0.7849,0.0002,,,,
,,,,,B,2024-08-14_21h26.48.366,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,3.082,return,1.1943,
