key_resp_welcome_started,key_resp_welcome_keys,key_resp_welcome_rt,key_resp_welcome_duration,prolific_id,path_id,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1_started,key_resp_instruction1_keys,key_resp_instruction1_rt,key_resp_instruction1_duration,key_resp_instruction2_started,key_resp_instruction2_keys,key_resp_instruction2_rt,key_resp_instruction2_duration,key_resp_instruction3_started,key_resp_instruction3_keys,key_resp_instruction3_rt,key_resp_instruction3_duration
0.0008,space,1.8015,,test,A,2024-04-29_22h42.52.354,Slot Machine Game,2023.1.3,MacIntel,59.88023952,,,,,,,,,,,,
,,,,test,A,2024-04-29_22h42.52.354,Slot Machine Game,2023.1.3,MacIntel,59.88023952,1.8461,space,3.3738,,,,,,,,,
,,,,test,A,2024-04-29_22h42.52.354,Slot Machine Game,2023.1.3,MacIntel,59.88023952,,,,,5.2491,space,0.3988,,,,,
,,,,test,A,2024-04-29_22h42.52.354,Slot Machine Game,2023.1.3,MacIntel,59.88023952,,,,,,,,,5.6817,space,0.5303,
