key_resp_welcome_started,key_resp_welcome_keys,key_resp_welcome_rt,key_resp_welcome_duration,prolific_pid,path_id,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1_started,key_resp_instruction1_keys,key_resp_instruction1_rt,key_resp_instruction1_duration,key_resp_instruction2_started,key_resp_instruction2_keys,key_resp_instruction2_rt,key_resp_instruction2_duration,key_resp_instruction3_started,key_resp_instruction3_keys,key_resp_instruction3_rt,key_resp_instruction3_duration,key_resp_instruction4_started,key_resp_instruction4_keys,key_resp_instruction4_rt,key_resp_instruction4_duration,practiceCondition,practice_reward_seqs,practice_trial_started,practice_trial_num,practice_resp_rt,practice_keypress_time,practice_resp_keys,prac_presentationInterval,practice_reward_seq,reward_img,cumulative_reward,trial_reward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,block_break_started,practice_end_time,practice_end_keys,practice_end_rt,practice_end_duration,main_instruction_text_started,block_condition,block_order_indices,main_instruction_keys,main_instruction_rt,main_instruction_duration,block_number,block_assignment,current_condition,main_reward_seqs,main_trial_started,main_trial_num,main_trial_keys,main_trial_rt,main_trial_keypress_time,main_presentationInterval,reward_presentation_time,main_reward_seq,reward_rand_val,main_reward_img,current_reward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block_reward,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran,block_reward.length,block_reward_all,reward_amount,date_end_task
0.0003,space,2.0323,,5bf4afe0b8e9f800014c9c0b,B,2024-08-21_15h40.23.754,Slot Machine Game,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5bf4afe0b8e9f800014c9c0b,B,2024-08-21_15h40.23.754,Slot Machine Game,2023.1.3,Win32,59.88023952,2.0544,space,7.1913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5bf4afe0b8e9f800014c9c0b,B,2024-08-21_15h40.23.754,Slot Machine Game,2023.1.3,Win32,59.88023952,,,,,9.268,space,14.9105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5bf4afe0b8e9f800014c9c0b,B,2024-08-21_15h40.23.754,Slot Machine Game,2023.1.3,Win32,59.88023952,,,,,,,,,24.2438,space,8.7814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5bf4afe0b8e9f800014c9c0b,B,2024-08-21_15h40.23.754,Slot Machine Game,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5bf4afe0b8e9f800014c9c0b,B,2024-08-21_15h40.23.754,Slot Machine Game,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,174.9047,space,4.1332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5bf4afe0b8e9f800014c9c0b,B,2024-08-21_15h40.23.754,Slot Machine Game,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,"[9,15]","[[2,1,3],[2,3,1]]",179.1046,0,1.8389,180.9646,left,1,"[2,1,3]",stimuli/card_100_transparent.png,100,100,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5bf4afe0b8e9f800014c9c0b,B,2024-08-21_15h40.23.754,Slot Machine Game,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,182.266,1,1.7736,184.0672,left,1,"[2,1,3]",stimuli/card_10_transparent.png,110,10,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5bf4afe0b8e9f800014c9c0b,B,2024-08-21_15h40.23.754,Slot Machine Game,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,185.3676,2,0.9344,186.3195,left,0.5,"[2,1,3]",stimuli/card_100_transparent.png,210,100,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5bf4afe0b8e9f800014c9c0b,B,2024-08-21_15h40.23.754,Slot Machine Game,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,187.1199,3,1.1656,188.3043,left,1.5,"[2,1,3]",stimuli/card_10_transparent.png,220,10,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5bf4afe0b8e9f800014c9c0b,B,2024-08-21_15h40.23.754,Slot Machine Game,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,190.1066,4,0.6033,190.7235,left,0.5,"[2,1,3]",stimuli/card_10_transparent.png,230,10,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5bf4afe0b8e9f800014c9c0b,B,2024-08-21_15h40.23.754,Slot Machine Game,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,191.5243,5,0.8554,192.3921,left,0.5,"[2,1,3]",stimuli/card_10_transparent.png,240,10,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5bf4afe0b8e9f800014c9c0b,B,2024-08-21_15h40.23.754,Slot Machine Game,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,193.1946,6,0.6541,193.8772,up,1.5,"[2,1,3]",stimuli/card_0_transparent.png,240,0,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
