key_resp_welcome_started,key_resp_welcome_keys,key_resp_welcome_rt,key_resp_welcome_duration,prolific_pid,path_id,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1_started,key_resp_instruction1_keys,key_resp_instruction1_rt,key_resp_instruction1_duration,key_resp_instruction2_started,key_resp_instruction2_keys,key_resp_instruction2_rt,key_resp_instruction2_duration,key_resp_instruction3_started,key_resp_instruction3_keys,key_resp_instruction3_rt,key_resp_instruction3_duration,key_resp_instruction4_started,key_resp_instruction4_keys,key_resp_instruction4_rt,key_resp_instruction4_duration,practiceCondition,practice_reward_seqs,practice_trial_started,practice_trial_num,prac_presentationInterval,practice_reward_seq,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,practice_resp_rt,practice_keypress_time,practice_resp_keys,reward_img,cumulative_reward,trial_reward,block_break_started,practice_end_time,practice_end_keys,practice_end_rt,practice_end_duration,main_instruction_text_started,block_condition,block_order_indices,main_instruction_keys,main_instruction_rt,main_instruction_duration,block_number,block_assignment,current_condition,main_reward_seqs,main_trial_started,main_trial_num,main_trial_keys,main_trial_rt,main_trial_keypress_time,main_presentationInterval,reward_presentation_time,main_reward_seq,reward_rand_val,main_reward_img,current_reward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block_reward,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran,block_reward.length,block_reward_all,reward_amount,date_end_task
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,688.6438,7,1.5,"[3,1,2]",7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,694.1584,8,1,"[3,1,2]",8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,699.661,9,0.5,"[3,1,2]",9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,705.1641,10,1,"[3,1,2]",10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,710.7194,11,1,"[3,1,2]",11,0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,716.2315,12,0.5,"[3,1,2]",12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,721.7451,13,1.5,"[3,1,2]",13,0,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,727.2597,14,0.5,"[3,1,2]",14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.7649,737.766,space,20.5962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.3802,3,"[0,4,6,3,5,7,8,1,9,2]",space,0.6999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,1,1,"[12,15]","[[2,1,3],[2,3,1]]",759.1158,0,up,0.5627,759.7114,1,0.3,"[2,1,3]",0.962610065,stimuli/card_100_transparent.png,100,0,0,0,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,1,1,,,761.0109,1,up,0.5385,761.562,0.5,0.3,"[2,1,3]",0.084806305,stimuli/card_0_transparent.png,0,1,0,1,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,1,1,,,762.3629,2,up,0.557,762.9451,1.5,0.3,"[2,1,3]",0.807750756,stimuli/card_100_transparent.png,100,2,0,2,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,764.7463,3,,,,0.5,0.3,,,,,3,0,3,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,770.2553,4,,,,1,0.3,,,,,4,0,4,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,775.764,5,,,,1,0.3,,,,,5,0,5,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,781.2806,6,,,,0.5,0.3,,,,,6,0,6,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,786.7918,7,,,,0.5,0.3,,,,,7,0,7,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,792.312,8,,,,1.5,0.3,,,,,8,0,8,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,797.821,9,,,,1,0.3,,,,,9,0,9,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,803.3362,10,,,,0.5,0.3,,,,,10,0,10,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,808.8407,11,,,,1,0.3,,,,,11,0,11,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,814.3471,12,,,,1,0.3,,,,,12,0,12,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,819.8637,13,,,,1,0.3,,,,,13,0,13,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,825.3647,14,,,,1.5,0.3,,,,,14,0,14,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.8843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[200],0,0,0,0,1,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,"[5,15]","[[1,2,3],[3,1,2]]",835.8792,0,,,,1.5,0.3,,,,,0,0,0,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,841.3972,1,,,,0.5,0.3,,,,,1,0,1,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,846.9119,2,,,,1,0.3,,,,,2,0,2,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,852.4237,3,,,,1.5,0.3,,,,,3,0,3,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,857.9386,4,,,,1.5,0.3,,,,,4,0,4,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,863.454,5,,,,0.5,0.3,,,,,5,0,5,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,868.9688,6,,,,0.5,0.3,,,,,6,0,6,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,874.4838,7,,,,1.5,0.3,,,,,7,0,7,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,880.004,8,,,,0.5,0.3,,,,,8,0,8,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,885.5148,9,,,,1,0.3,,,,,9,0,9,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,891.0301,10,,,,0.5,0.3,,,,,10,0,10,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,896.5441,11,,,,0.5,0.3,,,,,11,0,11,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,902.0613,12,,,,1,0.3,,,,,12,0,12,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,907.5766,13,,,,1.5,0.3,,,,,13,0,13,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,913.0909,14,,,,0.5,0.3,,,,,14,0,14,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918.6065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[200,0]",1,0,1,0,1,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,"[9,15]","[[1,3,2],[2,3,1]]",923.606,0,,,,0.5,0.3,,,,,0,0,0,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,929.1192,1,,,,1,0.3,,,,,1,0,1,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,934.6344,2,,,,1,0.3,,,,,2,0,2,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,940.1507,3,,,,1.5,0.3,,,,,3,0,3,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,945.6656,4,,,,1,0.3,,,,,4,0,4,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,951.1817,5,,,,0.5,0.3,,,,,5,0,5,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,956.6954,6,,,,0.5,0.3,,,,,6,0,6,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,962.2115,7,,,,0.5,0.3,,,,,7,0,7,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,967.7256,8,,,,0.5,0.3,,,,,8,0,8,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,973.241,9,,,,1.5,0.3,,,,,9,0,9,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,978.7574,10,,,,1,0.3,,,,,10,0,10,0,1,,,,,,,,,,
,,,,embertesting2,B,2024-08-16_13h26.22.850,Slot Machine Game,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,984.2726,11,,,,1.5,0.3,,,,,11,0,11,0,1,,,,,,,,,,
