participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1.started,key_resp_instruction1.keys,key_resp_instruction1.rt,key_resp_instruction1.duration,key_resp_instruction2.started,key_resp_instruction2.keys,key_resp_instruction2.rt,key_resp_instruction2.duration,key_resp_instruction3.started,key_resp_instruction3.keys,key_resp_instruction3.rt,key_resp_instruction3.duration
,2023-09-26_10h54.50.304,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,
,2023-09-26_10h54.50.304,slotMachine_updated,2023.1.3,MacIntel,60.04202942,124.9533,space,11.1375,,,,,,,,,
,2023-09-26_10h54.50.304,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,136.177,space,0.3967,,,,,
,2023-09-26_10h54.50.304,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,136.5919,space,0.3363,
