key_resp_welcome_started,key_resp_welcome_keys,key_resp_welcome_rt,key_resp_welcome_duration,prolific_id,path_id,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1_started,key_resp_instruction1_keys,key_resp_instruction1_rt,key_resp_instruction1_duration,key_resp_instruction2_started,key_resp_instruction2_keys,key_resp_instruction2_rt,key_resp_instruction2_duration,key_resp_instruction3_started,key_resp_instruction3_keys,key_resp_instruction3_rt,key_resp_instruction3_duration,key_resp_instruction4_started,key_resp_instruction4_keys,key_resp_instruction4_rt,key_resp_instruction4_duration,practiceCondition,practice_reward_seqs,practice_trial_started,practice_trial_num,practice_resp_rt,practice_resp_duration,practice_resp_keys,prac_presentationInterval,"practice_reward_seq: 2,1,3",reward_img,cumulative_reward,trial_reward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,"practice_reward_seq: 2,3,1",block_break_started,block_reward,"practice_reward_seq: 1,3,2","practice_reward_seq: 3,1,2",practice_end_time,practice_end_keys,practice_end_rt,practice_end_duration,main_instruction_text_started,block_condition,block_order_indices,main_instruction_keys,main_instruction_rt,main_instruction_duration,block_number,block_assignment,current_condition,main_reward_seqs,main_trial_started,main_trial_num,main_trial_keys,main_trial_rt,main_trial_duration,main_presentationInterval,reward_presentation_time,main_reward_seq,reward_rand_val,main_reward_img,current_reward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran,block_reward.length,block_reward_all,reward_amount,date_end_task
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,260,,,,,,,,,,,,,,,,,,,,,,2,5,,,332.4589,10,right,0.1609,,1,0.3,"[3,1,2]",0.445716891,stimuli/card_10_transparent.png,10,10,0,10,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,2,5,,,334.4433,11,right,0.1016,,1.5,0.3,"[3,1,2]",0.115491453,stimuli/card_100_transparent.png,100,11,0,11,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,336.8574,12,,,,1.5,0.3,,,,,12,0,12,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,370,,,,,,,,,,,,,,,,,,,,,,2,5,,,342.3683,13,right,0.2233,,1.5,0.3,"[3,1,2]",0.599132845,stimuli/card_10_transparent.png,10,13,0,13,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,380,,,,,,,,,,,,,,,,,,,,,,2,5,,,344.9111,14,right,3.0675,,0.5,0.3,"[3,1,2]",0.848367373,stimuli/card_10_transparent.png,10,14,0,14,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.3017,"[290,770,1220,380]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,3,9,"[8,15]","[[3,2,1],[3,1,2]]",354.3057,0,up,0.0279,,1,0.3,"[3,2,1]",0.676344513,stimuli/card_10_transparent.png,10,0,0,0,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,3,9,,,356.1549,1,right,0.0032,,1.5,0.3,"[3,2,1]",0.907342509,stimuli/card_100_transparent.png,100,1,0,1,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,3,9,,,358.4734,2,left,0.092,,1.5,0.3,"[3,2,1]",0.216753503,stimuli/card_0_transparent.png,0,2,0,2,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,3,9,,,360.8738,3,left,0.0883,,0.5,0.3,"[3,2,1]",0.96033309,stimuli/card_0_transparent.png,0,3,0,3,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,3,9,,,362.2755,4,left,0.0359,,1.5,0.3,"[3,2,1]",0.91913912,stimuli/card_0_transparent.png,0,4,0,4,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,3,9,,,364.6436,5,left,0.0392,,1.5,0.3,"[3,2,1]",0.876751535,stimuli/card_0_transparent.png,0,5,0,5,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,3,9,,,366.9949,6,left,0.0697,,0.5,0.3,"[3,2,1]",0.639599451,stimuli/card_0_transparent.png,0,6,0,6,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,3,9,,,368.3953,7,left,0.193,,1.5,0.3,"[3,2,1]",0.566358793,stimuli/card_0_transparent.png,0,7,0,7,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,3,9,,,370.8967,8,left,0.0482,,0.5,0.3,"[3,1,2]",0.18698215,stimuli/card_10_transparent.png,10,8,0,8,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,3,9,,,372.2654,9,left,0.2249,,1.5,0.3,"[3,1,2]",0.278366043,stimuli/card_0_transparent.png,0,9,0,9,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,3,9,,,374.8163,10,left,0.017,,1.5,0.3,"[3,1,2]",0.149339394,stimuli/card_10_transparent.png,10,10,0,10,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,3,9,,,377.1673,11,left,0.1304,,1.5,0.3,"[3,1,2]",0.766068234,stimuli/card_0_transparent.png,0,11,0,11,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,3,9,,,379.6345,12,right,0.0986,,1.5,0.3,"[3,1,2]",0.722016279,stimuli/card_10_transparent.png,10,12,0,12,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,3,9,,,382.0491,13,right,0.7698,,1,0.3,"[3,1,2]",0.277566017,stimuli/card_10_transparent.png,10,13,0,13,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,3,9,,,384.634,14,right,0.0629,,1.5,0.3,"[3,1,2]",0.051254572,stimuli/card_0_transparent.png,0,14,0,14,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.9895,"[290,770,1220,380,150]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,4,1,"[12,15]","[[2,1,3],[2,3,1]]",391.9938,0,left,0.0956,,0.5,0.3,"[2,1,3]",0.424508747,stimuli/card_10_transparent.png,10,0,0,0,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,4,1,,,393.4433,1,left,0.2448,,0.5,0.3,"[2,1,3]",0.46134035,stimuli/card_10_transparent.png,10,1,0,1,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,4,1,,,394.9932,2,left,0.1872,,0.5,0.3,"[2,1,3]",0.695544225,stimuli/card_10_transparent.png,10,2,0,2,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,4,1,,,396.4943,3,left,0.1,,1.5,0.3,"[2,1,3]",0.137757593,stimuli/card_100_transparent.png,100,3,0,3,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,4,1,,,398.924,4,left,0.0845,,1,0.3,"[2,1,3]",0.604638351,stimuli/card_10_transparent.png,10,4,0,4,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,4,1,,,400.8268,5,left,0.1104,,1,0.3,"[2,1,3]",0.992276322,stimuli/card_10_transparent.png,10,5,0,5,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,4,1,,,402.8809,6,right,0.0495,,1.5,0.3,"[2,1,3]",0.171888601,stimuli/card_10_transparent.png,10,6,0,6,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,260,,,,,,,,,,,,,,,,,,,,,,4,1,,,405.2492,7,left,0.0938,,0.5,0.3,"[2,1,3]",0.182014616,stimuli/card_100_transparent.png,100,7,0,7,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,4,1,,,406.6513,8,left,0.1514,0.0065,1,0.3,"[2,1,3]",0.153515622,stimuli/card_100_transparent.png,100,8,0,8,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,370,,,,,,,,,,,,,,,,,,,,,,4,1,,,408.6342,9,left,0.0481,,1,0.3,"[2,1,3]",0.385937231,stimuli/card_10_transparent.png,10,9,0,9,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,470,,,,,,,,,,,,,,,,,,,,,,4,1,,,410.5023,10,left,0.1418,,0.5,0.3,"[2,1,3]",0.144597799,stimuli/card_100_transparent.png,100,10,0,10,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,4,1,,,411.9535,11,left,0.071,,1,0.3,"[2,1,3]",0.950714191,stimuli/card_10_transparent.png,10,11,0,11,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,490,,,,,,,,,,,,,,,,,,,,,,4,1,,,413.8545,12,left,0.1007,,1.5,0.3,"[2,3,1]",0.752759218,stimuli/card_10_transparent.png,10,12,0,12,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,416.2894,13,,,,0.5,0.3,,,,,13,0,13,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,490,,,,,,,,,,,,,,,,,,,,,,4,1,,,421.794,14,up,3.0882,,1,0.3,"[2,3,1]",0.54276097,stimuli/card_0_transparent.png,0,14,0,14,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.7117,"[290,770,1220,380,150,490]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,5,2,"[6,15]","[[1,3,2],[3,2,1]]",431.7157,0,up,0.8612,,1,0.3,"[1,3,2]",0.915056935,stimuli/card_0_transparent.png,0,0,0,0,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,2,,,434.4,1,left,0.0498,,1.5,0.3,"[1,3,2]",0.757761214,stimuli/card_100_transparent.png,100,1,0,1,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,5,2,,,436.7837,2,left,0.0303,,0.5,0.3,"[1,3,2]",0.11967753,stimuli/card_10_transparent.png,10,2,0,2,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,5,2,,,438.1529,3,up,0.0034,,0.5,0.3,"[1,3,2]",0.632973031,stimuli/card_0_transparent.png,0,3,0,3,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,5,2,,,439.4687,4,up,0.0478,,0.5,0.3,"[1,3,2]",0.186906292,stimuli/card_10_transparent.png,10,4,0,4,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,5,2,,,440.8372,5,up,0.0359,,0.5,0.3,"[1,3,2]",0.429310117,stimuli/card_0_transparent.png,0,5,0,5,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,5,2,,,442.1873,6,up,0.055,,1.5,0.3,"[3,2,1]",0.733342287,stimuli/card_10_transparent.png,10,6,0,6,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,5,2,,,444.5557,7,up,0.0767,,1,0.3,"[3,2,1]",0.874335193,stimuli/card_10_transparent.png,10,7,0,7,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,5,2,,,446.4547,8,up,0.0801,,1,0.3,"[3,2,1]",0.596720826,stimuli/card_10_transparent.png,10,8,0,8,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,5,2,,,448.3421,9,up,0.0922,,0.5,0.3,"[3,2,1]",0.297145704,stimuli/card_10_transparent.png,10,9,0,9,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,170,,,,,,,,,,,,,,,,,,,,,,5,2,,,450.0613,10,up,0.0562,,0.5,0.3,"[3,2,1]",0.29748825,stimuli/card_10_transparent.png,10,10,0,10,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,5,2,,,451.4446,11,up,0.2173,,1,0.3,"[3,2,1]",0.30262596,stimuli/card_10_transparent.png,10,11,0,11,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,5,2,,,453.4957,12,up,0.0111,,1.5,0.3,"[3,2,1]",0.026647177,stimuli/card_0_transparent.png,0,12,0,12,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,280,,,,,,,,,,,,,,,,,,,,,,5,2,,,455.8286,13,right,0.0772,,1,0.3,"[3,2,1]",0.619663466,stimuli/card_100_transparent.png,100,13,0,13,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,5,2,,,457.712,14,up,0.1751,,1.5,0.3,"[3,2,1]",0.364183548,stimuli/card_10_transparent.png,10,14,0,14,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.1967,"[290,770,1220,380,150,490,290]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,4,"[7,15]","[[2,3,1],[1,2,3]]",465.1873,0,right,0.2695,,1,0.3,"[2,3,1]",0.999919631,stimuli/card_100_transparent.png,100,0,0,0,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,6,4,,,467.284,1,right,0.0709,,1,0.3,"[2,3,1]",0.587511173,stimuli/card_100_transparent.png,100,1,0,1,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,6,4,,,469.1699,2,right,0.0428,,1.5,0.3,"[2,3,1]",0.998729545,stimuli/card_100_transparent.png,100,2,0,2,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,,6,4,,,471.5378,3,left,0.1004,,1.5,0.3,"[2,3,1]",0.5712685,stimuli/card_10_transparent.png,10,3,0,3,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,,6,4,,,473.9727,4,left,0.0033,,0.5,0.3,"[2,3,1]",0.707123785,stimuli/card_10_transparent.png,10,4,0,4,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,,6,4,,,475.3071,5,left,0.083,,1.5,0.3,"[2,3,1]",0.001552228,stimuli/card_0_transparent.png,0,5,0,5,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,,,,,,,,,,,,,,,,,,,,,6,4,,,477.7242,6,right,0.0902,,1.5,0.3,"[2,3,1]",0.312559911,stimuli/card_100_transparent.png,100,6,0,6,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,,,,,,,,,,,,,,,,,,,,,6,4,,,480.1426,7,right,0.0076,,1.5,0.3,"[1,2,3]",0.806607862,stimuli/card_0_transparent.png,0,7,0,7,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,430,,,,,,,,,,,,,,,,,,,,,,6,4,,,482.454,8,right,0.2319,,1.5,0.3,"[1,2,3]",0.162794369,stimuli/card_10_transparent.png,10,8,0,8,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,430,,,,,,,,,,,,,,,,,,,,,,6,4,,,485.0124,9,right,0.0233,,1,0.3,"[1,2,3]",0.55269911,stimuli/card_0_transparent.png,0,9,0,9,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,430,,,,,,,,,,,,,,,,,,,,,,6,4,,,486.8456,10,right,0.134,,1,0.3,"[1,2,3]",0.492721719,stimuli/card_0_transparent.png,0,10,0,10,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,430,,,,,,,,,,,,,,,,,,,,,,6,4,,,488.7958,11,right,0.0659,,1.5,0.3,"[1,2,3]",0.286361314,stimuli/card_0_transparent.png,0,11,0,11,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,430,,,,,,,,,,,,,,,,,,,,,,6,4,,,491.1815,12,right,0.0923,,0.5,0.3,"[1,2,3]",0.734481669,stimuli/card_0_transparent.png,0,12,0,12,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,430,,,,,,,,,,,,,,,,,,,,,,6,4,,,492.5985,13,right,0.0352,,1,0.3,"[1,2,3]",0.682091782,stimuli/card_0_transparent.png,0,13,0,13,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,430,,,,,,,,,,,,,,,,,,,,,,6,4,,,494.45,14,right,0.0947,,1,0.3,"[1,2,3]",0.828660953,stimuli/card_0_transparent.png,0,14,0,14,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.3685,"[290,770,1220,380,150,490,290,430]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,7,10,"[10,15]","[[3,1,2],[1,3,2]]",501.3746,0,right,0.5133,,1.5,0.3,"[3,1,2]",0.064045074,stimuli/card_0_transparent.png,0,0,0,0,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,7,10,,,504.2053,1,right,0.1246,,0.5,0.3,"[3,1,2]",0.995058516,stimuli/card_10_transparent.png,10,1,0,1,0,1,,,,,,,,,
,,,,ember,A,2024-05-08_14h16.38.759,Slot Machine Game,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,7,10,,,505.6575,2,right,0.1313,,1.5,0.3,"[3,1,2]",0.87638843,stimuli/card_10_transparent.png,10,2,0,2,0,1,,,,,,,,,
