key_resp_instruction1.started,key_resp_instruction1.keys,key_resp_instruction1.rt,key_resp_instruction1.duration,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction2.started,key_resp_instruction2.keys,key_resp_instruction2.rt,key_resp_instruction2.duration,key_resp_instruction3.started,key_resp_instruction3.keys,key_resp_instruction3.rt,key_resp_instruction3.duration,practiceCondition,practice_reward_seqs,key_resp_practice_slots.started,key_resp_practice_slots.keys,key_resp_practice_slots.rt,key_resp_practice_slots.duration,presentationInterval,"practice_reward_seq: 2,1,3",reward_Img,Cuml_rew,currentPracticeTrialReward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,"practice_reward_seq: 2,3,1",text_block_break.started,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_block.ran,"practice_reward_seq: 1,3,2","practice_reward_seq: 3,1,2",key_resp_practice_end.started,key_resp_practice_end.keys,key_resp_practice_end.rt,key_resp_practice_end.duration,text_main_instruction.started,BlockCondition,BlockOrderIndices,key_resp_main_instruction.started,key_resp_main_instruction.keys,key_resp_main_instruction.rt,key_resp_main_instruction.duration,currentCondition,main_reward_seqs,key_resp_slots_presentation.started,key_resp_slots_presentation.keys,key_resp_slots_presentation.rt,key_resp_slots_presentation.duration,Main_presentationInterval,rewardPresentationTime,Main_reward_seq,Random value generated,Main_reward_Img,Main_Cumul_Reward,Main_currentTrialReward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.2793,up,0.3275,,0.5,0.3,"[3,1,2]",0.425038553,stimuli/card_100_transparent.png,200,100,1,0,1,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.4299,up,0.3605,,1.5,0.3,"[3,1,2]",0.678615624,stimuli/card_100_transparent.png,300,100,2,0,2,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.6095,up,0.3273,,1.5,0.3,"[3,1,2]",0.254202814,stimuli/card_100_transparent.png,400,100,3,0,3,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.7535,up,0.3165,,1.5,0.3,"[3,1,2]",0.628341211,stimuli/card_100_transparent.png,500,100,4,0,4,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.8909,up,0.4854,,1.5,0.3,"[3,1,2]",0.444295884,stimuli/card_100_transparent.png,600,100,5,0,5,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.1824,up,0.3395,,0.5,0.3,"[3,1,2]",0.981924253,stimuli/card_100_transparent.png,700,100,6,0,6,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.3414,up,0.499,,1,0.3,"[3,1,2]",0.708108919,stimuli/card_100_transparent.png,800,100,7,0,7,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.1608,up,0.2124,,1.5,0.3,"[3,1,2]",0.304106602,stimuli/card_100_transparent.png,900,100,8,0,8,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.2429,up,0.1189,,0.5,0.3,"[3,1,2]",0.19884328,stimuli/card_10_transparent.png,910,10,9,0,9,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.1819,up,0.5092,,0.5,0.3,"[3,1,2]",0.521916714,stimuli/card_100_transparent.png,1010,100,10,0,10,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.5033,up,0.14,,1,0.3,"[3,1,2]",0.43706553,stimuli/card_100_transparent.png,1110,100,11,0,11,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.9626,up,0.1199,,1.5,0.3,"[3,1,2]",0.96898978,stimuli/card_100_transparent.png,1210,100,12,0,12,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.893,up,0.1727,,1,0.3,"[3,1,2]",0.935330333,stimuli/card_100_transparent.png,1310,100,13,0,13,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.395,up,0.3186,,1,0.3,"[3,1,2]",0.16725889,stimuli/card_10_transparent.png,1320,10,14,0,14,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,362.0395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7,15]","[[2,3,1],[1,2,3]]",367.0482,right,0.4072,,0.5,0.3,"[2,3,1]",0.667539187,stimuli/card_100_transparent.png,100,100,0,0,0,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.2661,right,0.3776,,0.5,0.3,"[2,3,1]",0.701784393,stimuli/card_100_transparent.png,200,100,1,0,1,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.6294,right,0.3148,,1,0.3,"[2,3,1]",0.845626121,stimuli/card_100_transparent.png,300,100,2,0,2,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.2661,right,0.2396,,1.5,0.3,"[2,3,1]",0.892733438,stimuli/card_100_transparent.png,400,100,3,0,3,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.3285,right,0.1746,,1.5,0.3,"[2,3,1]",0.847600215,stimuli/card_100_transparent.png,500,100,4,0,4,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.326,right,0.1354,,1,0.3,"[2,3,1]",0.404764082,stimuli/card_100_transparent.png,600,100,5,0,5,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.791,right,0.1231,,0.5,0.3,"[2,3,1]",0.625741469,stimuli/card_100_transparent.png,700,100,6,0,6,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.7273,right,0.1852,,1,0.3,"[1,2,3]",0.621476259,stimuli/card_0_transparent.png,700,0,7,0,7,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.2194,right,0.3181,,1,0.3,"[1,2,3]",0.18234493,stimuli/card_10_transparent.png,710,10,8,0,8,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.858,right,0.1956,,1.5,0.3,"[1,2,3]",0.678906976,stimuli/card_0_transparent.png,710,0,9,0,9,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.8788,right,0.5611,,1,0.3,"[1,2,3]",0.843549976,stimuli/card_0_transparent.png,710,0,10,0,10,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.7582,left,0.2548,,1.5,0.3,"[1,2,3]",0.463654918,stimuli/card_100_transparent.png,810,100,11,0,11,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.828,left,0.2945,,1,0.3,"[1,2,3]",0.471947746,stimuli/card_100_transparent.png,910,100,12,0,12,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.4287,left,0.1591,,0.5,0.3,"[1,2,3]",0.374341141,stimuli/card_100_transparent.png,1010,100,13,0,13,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.4091,left,0.6394,,1.5,0.3,"[1,2,3]",0.962538993,stimuli/card_100_transparent.png,1110,100,14,0,14,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,391.8714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5,15]","[[1,2,3],[3,1,2]]",396.8851,left,0.6507,,1.5,0.3,"[1,2,3]",0.951353159,stimuli/card_100_transparent.png,100,100,0,0,0,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.3504,left,0.2925,,1.5,0.3,"[1,2,3]",0.343905499,stimuli/card_100_transparent.png,200,100,1,0,1,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.4613,left,0.1601,,1,0.3,"[1,2,3]",0.591127436,stimuli/card_100_transparent.png,300,100,2,0,2,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.9438,left,0.4235,,1.5,0.3,"[1,2,3]",0.862804847,stimuli/card_100_transparent.png,400,100,3,0,3,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.1857,left,0.1415,,1.5,0.3,"[1,2,3]",0.872694373,stimuli/card_100_transparent.png,500,100,4,0,4,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.1469,left,0.3233,,1.5,0.3,"[3,1,2]",0.812067985,stimuli/card_0_transparent.png,500,0,5,0,5,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.2745,up,0.4288,,1,0.3,"[3,1,2]",0.840532489,stimuli/card_100_transparent.png,600,100,6,0,6,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0136,up,0.3161,,1.5,0.3,"[3,1,2]",0.798245749,stimuli/card_100_transparent.png,700,100,7,0,7,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.1552,up,0.2551,,1.5,0.3,"[3,1,2]",0.536276097,stimuli/card_100_transparent.png,800,100,8,0,8,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.237,up,0.2877,,1.5,0.3,"[3,1,2]",0.547212466,stimuli/card_100_transparent.png,900,100,9,0,9,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.3556,up,0.0158,,0.5,0.3,"[3,1,2]",0.371350638,stimuli/card_100_transparent.png,1000,100,10,0,10,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.2055,up,0.18,,1.5,0.3,"[3,1,2]",0.310403079,stimuli/card_100_transparent.png,1100,100,11,0,11,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.2054,up,0.5984,,0.5,0.3,"[3,1,2]",0.793816424,stimuli/card_100_transparent.png,1200,100,12,0,12,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.6128,up,0.7944,,1,0.3,"[3,1,2]",0.666401476,stimuli/card_100_transparent.png,1300,100,13,0,13,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.7275,up,0.316,,1.5,0.3,"[3,1,2]",0.418951056,stimuli/card_100_transparent.png,1400,100,14,0,14,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,425.8686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4,10,15]","[[2,3,1],[1,3,2],[3,2,1]]",430.8723,right,0.3781,,1.5,0.3,"[2,3,1]",0.964138066,stimuli/card_100_transparent.png,100,100,0,0,0,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.1082,right,0.3127,,1.5,0.3,"[2,3,1]",0.281200687,stimuli/card_100_transparent.png,200,100,1,0,1,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.2395,right,0.2833,,1,0.3,"[2,3,1]",0.855151414,stimuli/card_100_transparent.png,300,100,2,0,2,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.8418,right,0.1202,,1.5,0.3,"[2,3,1]",0.325229555,stimuli/card_100_transparent.png,400,100,3,0,3,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.7695,right,0.2263,,1,0.3,"[1,3,2]",0.730672648,stimuli/card_10_transparent.png,410,10,4,0,4,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.309,up,0.7186,,0.5,0.3,"[1,3,2]",0.118911706,stimuli/card_10_transparent.png,420,10,5,0,5,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.8502,left,0.2412,,0.5,0.3,"[1,3,2]",0.755473328,stimuli/card_100_transparent.png,520,100,6,0,6,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.9112,left,0.2134,,0.5,0.3,"[1,3,2]",0.621868052,stimuli/card_100_transparent.png,620,100,7,0,7,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.9504,left,0.2503,,0.5,0.3,"[1,3,2]",0.770667609,stimuli/card_100_transparent.png,720,100,8,0,8,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.0316,left,0.3598,,1.5,0.3,"[1,3,2]",0.030858067,stimuli/card_0_transparent.png,720,0,9,0,9,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.2124,left,0.3008,,1,0.3,"[3,2,1]",0.329416492,stimuli/card_0_transparent.png,720,0,10,0,10,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.821,up,0.014,,0.5,0.3,"[3,2,1]",0.563702921,stimuli/card_10_transparent.png,730,10,11,0,11,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.6639,up,0.4793,,1,0.3,"[3,2,1]",0.822611662,stimuli/card_10_transparent.png,740,10,12,0,12,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.4629,right,0.0947,,1.5,0.3,"[3,2,1]",0.565174338,stimuli/card_100_transparent.png,840,100,13,0,13,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.3836,right,0.3196,,1.5,0.3,"[3,2,1]",0.67020404,stimuli/card_100_transparent.png,940,100,14,0,14,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,455.5226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9,15]","[[1,3,2],[2,3,1]]",460.5297,left,0.5178,,1,0.3,"[1,3,2]",0.643354249,stimuli/card_100_transparent.png,100,100,0,0,0,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.3785,left,0.3606,,0.5,0.3,"[1,3,2]",0.459114262,stimuli/card_100_transparent.png,200,100,1,0,1,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.5552,left,0.4382,,1.5,0.3,"[1,3,2]",0.455317108,stimuli/card_100_transparent.png,300,100,2,0,2,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.8156,left,0.022,,1.5,0.3,"[1,3,2]",0.278893091,stimuli/card_100_transparent.png,400,100,3,0,3,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.6364,left,0.0766,,0.5,0.3,"[1,3,2]",0.089715631,stimuli/card_0_transparent.png,400,0,4,0,4,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.5335,left,0.8049,,1,0.3,"[1,3,2]",0.469864023,stimuli/card_100_transparent.png,500,100,5,0,5,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.6658,left,0.2596,,0.5,0.3,"[1,3,2]",0.302691155,stimuli/card_100_transparent.png,600,100,6,0,6,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.7473,left,0.4619,,1.5,0.3,"[1,3,2]",0.520229676,stimuli/card_100_transparent.png,700,100,7,0,7,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.0275,left,0.1403,,1,0.3,"[1,3,2]",0.67017738,stimuli/card_100_transparent.png,800,100,8,0,8,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.4924,left,0.1976,,1.5,0.3,"[2,3,1]",0.194526368,stimuli/card_100_transparent.png,900,100,9,0,9,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.5109,right,0.7335,,0.5,0.3,"[2,3,1]",0.528634975,stimuli/card_100_transparent.png,1000,100,10,0,10,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.0619,right,0.4063,,1.5,0.3,"[2,3,1]",0.380544676,stimuli/card_100_transparent.png,1100,100,11,0,11,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.2826,right,0.3365,,0.5,0.3,"[2,3,1]",0.171141387,stimuli/card_10_transparent.png,1110,10,12,0,12,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.4389,up,0.6202,,1.5,0.3,"[2,3,1]",0.058861593,stimuli/card_100_transparent.png,1210,100,13,0,13,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.882,up,0.1813,,1,0.3,"[2,3,1]",0.117909847,stimuli/card_10_transparent.png,1220,10,14,0,14,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,486.3795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,1
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[11,15]","[[2,1,3],[1,2,3]]",491.3825,up,0.5074,,1.5,0.3,"[2,1,3]",0.655121143,stimuli/card_100_transparent.png,100,100,0,0,0,0,1,,,,,
,,,,,2023-10-04_11h44.08.821,slotMachine_updated,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.7115,up,1.0424,,0.5,0.3,"[2,1,3]",0.059690787,stimuli/card_0_transparent.png,100,0,1,0,1,0,1,,,,,
