key_resp_instruction1.started,key_resp_instruction1.keys,key_resp_instruction1.rt,key_resp_instruction1.duration,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction2.started,key_resp_instruction2.keys,key_resp_instruction2.rt,key_resp_instruction2.duration,key_resp_instruction3.started,key_resp_instruction3.keys,key_resp_instruction3.rt,key_resp_instruction3.duration,practiceCondition,practice_reward_seqs,key_resp_practice_slots.started,key_resp_practice_slots.keys,key_resp_practice_slots.rt,key_resp_practice_slots.duration,presentationInterval,"practice_reward_seq: 2,1,3",reward_Img,Cuml_rew,currentPracticeTrialReward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,"practice_reward_seq: 2,3,1",text_block_break.started,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_block.ran,"practice_reward_seq: 1,3,2","practice_reward_seq: 3,1,2",key_resp_practice_end.started,key_resp_practice_end.keys,key_resp_practice_end.rt,key_resp_practice_end.duration,text_main_instruction.started,BlockCondition,BlockOrderIndices,key_resp_main_instruction.started,key_resp_main_instruction.keys,key_resp_main_instruction.rt,key_resp_main_instruction.duration,currentCondition,main_reward_seqs,key_resp_slots_presentation.started,key_resp_slots_presentation.keys,key_resp_slots_presentation.rt,key_resp_slots_presentation.duration,Main_presentationInterval,rewardPresentationTime,Main_reward_seq,Random value generated,Main_reward_Img,Main_Cumul_Reward,Main_currentTrialReward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,"[6,15]","[[1,3,2],[3,1,2]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,174.883,up,0.5768,,0.5,,stimuli/card_0_transparent.png,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,176.2877,left,0.3332,,1,,stimuli/card_100_transparent.png,100,100,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,177.937,left,0.1288,,1,,stimuli/card_100_transparent.png,200,100,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,179.3851,left,0.9116,,1,,stimuli/card_100_transparent.png,300,100,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,181.6158,left,0.0711,,0.5,,stimuli/card_10_transparent.png,310,10,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,182.4978,left,0.6602,,1,,stimuli/card_100_transparent.png,410,100,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,184.4821,left,0.1416,,1.5,,stimuli/card_10_transparent.png,420,10,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,186.4372,left,0.0805,,0.5,,stimuli/card_0_transparent.png,420,0,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,187.3377,left,2.2418,,1,,stimuli/card_0_transparent.png,420,0,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,190.9009,left,0.2998,,1.5,,stimuli/card_0_transparent.png,420,0,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,193.016,left,0.0791,,0.5,,stimuli/card_0_transparent.png,420,0,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,193.912,right,0.3362,,0.5,,stimuli/card_10_transparent.png,430,10,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,195.064,up,0.1626,,1.5,,stimuli/card_10_transparent.png,440,10,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,197.0376,right,0.2292,,0.5,,stimuli/card_10_transparent.png,450,10,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,198.0864,right,0.2647,,0.5,,stimuli/card_10_transparent.png,460,10,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.1682,space,4.4584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.6458,2,"[2,4,8,0,1,3,9,6,8,5]",203.6458,space,5.3214,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[15,15]","[[3,1,2],[3,1,2]]",209.0053,up,0.7633,,1,0.3,"[3,1,2]",0.528114887,stimuli/card_100_transparent.png,100,100,0,0,0,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.1006,up,0.2685,,1.5,0.3,"[3,1,2]",0.035210869,stimuli/card_0_transparent.png,100,0,1,0,1,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.1816,up,0.0462,,1,0.3,"[3,1,2]",0.420162803,stimuli/card_100_transparent.png,200,100,2,0,2,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.5464,up,0.0461,,0.5,0.3,"[3,1,2]",0.050366919,stimuli/card_0_transparent.png,200,0,3,0,3,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.4127,up,0.2522,,1,0.3,"[3,1,2]",0.224868927,stimuli/card_100_transparent.png,300,100,4,0,4,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.9725,,,,0.5,0.3,,,,,,5,0,5,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.5046,up,0.7834,,0.5,0.3,"[3,1,2]",0.654596648,stimuli/card_100_transparent.png,400,100,6,0,6,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.0971,right,1.2094,,1.5,0.3,"[3,1,2]",0.940667716,stimuli/card_10_transparent.png,410,10,7,0,7,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.1234,left,0.4939,,0.5,0.3,"[3,1,2]",0.545997417,stimuli/card_0_transparent.png,410,0,8,0,8,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.4377,left,0.4139,,1.5,0.3,"[3,1,2]",0.418987295,stimuli/card_0_transparent.png,410,0,9,0,9,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.6696,up,0.4964,,1.5,0.3,"[3,1,2]",0.558330816,stimuli/card_100_transparent.png,510,100,10,0,10,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.9841,up,0.3241,,1,0.3,"[3,1,2]",0.082276792,stimuli/card_0_transparent.png,510,0,11,0,11,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.6323,up,0.2652,,1.5,0.3,"[3,1,2]",0.322533813,stimuli/card_100_transparent.png,610,100,12,0,12,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.7069,up,0.2688,,0.5,0.3,"[3,1,2]",0.359861853,stimuli/card_100_transparent.png,710,100,13,0,13,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.7881,up,0.3181,,0.5,0.3,"[3,1,2]",0.296755818,stimuli/card_100_transparent.png,810,100,14,0,14,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,238.9183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5,15]","[[1,2,3],[3,1,2]]",243.9326,up,0.5501,,1.5,0.3,"[1,2,3]",0.151182842,stimuli/card_100_transparent.png,100,100,0,0,0,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.2876,right,0.2715,,0.5,0.3,"[1,2,3]",0.697821097,stimuli/card_0_transparent.png,100,0,1,0,1,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.3699,right,0.4368,,1.5,0.3,"[1,2,3]",0.267676363,stimuli/card_0_transparent.png,100,0,2,0,2,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.62,left,0.2957,,1,0.3,"[1,2,3]",0.247717755,stimuli/card_100_transparent.png,200,100,3,0,3,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.2358,left,0.3407,,0.5,0.3,"[1,2,3]",0.376655589,stimuli/card_100_transparent.png,300,100,4,0,4,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.3994,left,0.3804,,0.5,0.3,"[3,1,2]",0.306383869,stimuli/card_0_transparent.png,300,0,5,0,5,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.5983,left,0.3263,,0.5,0.3,"[3,1,2]",0.871167362,stimuli/card_0_transparent.png,300,0,6,0,6,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.7481,left,0.5153,,0.5,0.3,"[3,1,2]",0.178706971,stimuli/card_10_transparent.png,310,10,7,0,7,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0782,right,0.06,,1,0.3,"[3,1,2]",0.624297409,stimuli/card_10_transparent.png,320,10,8,0,8,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.4709,up,0.3634,,1.5,0.3,"[3,1,2]",0.94756613,stimuli/card_100_transparent.png,420,100,9,0,9,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.6509,up,0.235,,0.5,0.3,"[3,1,2]",0.942361872,stimuli/card_100_transparent.png,520,100,10,0,10,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.7024,up,0.3309,,1.5,0.3,"[3,1,2]",0.174024629,stimuli/card_10_transparent.png,530,10,11,0,11,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.8502,up,0.0459,,0.5,0.3,"[3,1,2]",0.048495794,stimuli/card_0_transparent.png,530,0,12,0,12,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.7161,left,0.5347,,1.5,0.3,"[3,1,2]",0.386735384,stimuli/card_0_transparent.png,530,0,13,0,13,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.0631,up,0.0626,,0.5,0.3,"[3,1,2]",0.583987465,stimuli/card_100_transparent.png,630,100,14,0,14,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,266.9397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8,15]","[[3,2,1],[3,1,2]]",271.9508,up,0.4819,,1,0.3,"[3,2,1]",0.091263791,stimuli/card_0_transparent.png,0,0,0,0,0,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.7501,right,0.1658,,1,0.3,"[3,2,1]",0.831255989,stimuli/card_100_transparent.png,100,100,1,0,1,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.2304,right,0.2466,,1,0.3,"[3,2,1]",0.64240289,stimuli/card_100_transparent.png,200,100,2,0,2,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.7883,right,0.0621,,1.5,0.3,"[3,2,1]",0.959052985,stimuli/card_100_transparent.png,300,100,3,0,3,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.655,right,0.1456,,0.5,0.3,"[3,2,1]",0.910183445,stimuli/card_100_transparent.png,400,100,4,0,4,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.6202,right,0.2479,,0.5,0.3,"[3,2,1]",0.475249495,stimuli/card_100_transparent.png,500,100,5,0,5,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.686,right,0.114,,0.5,0.3,"[3,2,1]",0.972750146,stimuli/card_100_transparent.png,600,100,6,0,6,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.618,right,0.1426,,1,0.3,"[3,2,1]",0.274535318,stimuli/card_100_transparent.png,700,100,7,0,7,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.0842,right,0.1284,,1.5,0.3,"[3,1,2]",0.962509333,stimuli/card_10_transparent.png,710,10,8,0,8,0,1,,,,,
,,,,,2023-10-04_12h11.58.334,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.0322,right,0.0893,,0.5,0.3,"[3,1,2]",0.324431854,stimuli/card_10_transparent.png,720,10,9,0,9,0,1,,,,,
