key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,key_resp_welcome.duration,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1.started,key_resp_instruction1.keys,key_resp_instruction1.rt,key_resp_instruction1.duration,key_resp_instruction2.started,key_resp_instruction2.keys,key_resp_instruction2.rt,key_resp_instruction2.duration,key_resp_instruction3.started,key_resp_instruction3.keys,key_resp_instruction3.rt,key_resp_instruction3.duration,practiceCondition,practice_reward_seqs,key_resp_practice_slots.started,key_resp_practice_slots.keys,key_resp_practice_slots.rt,key_resp_practice_slots.duration,presentationInterval,"practice_reward_seq: 2,1,3",reward_Img,Cuml_rew,currentPracticeTrialReward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,"practice_reward_seq: 2,3,1",text_block_break.started,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_block.ran,"practice_reward_seq: 1,3,2","practice_reward_seq: 3,1,2",key_resp_practice_end.started,key_resp_practice_end.keys,key_resp_practice_end.rt,key_resp_practice_end.duration,text_main_instruction.started,BlockCondition,BlockOrderIndices,key_resp_main_instruction.started,key_resp_main_instruction.keys,key_resp_main_instruction.rt,key_resp_main_instruction.duration,currentCondition,main_reward_seqs,key_resp_slots_presentation.started,key_resp_slots_presentation.keys,key_resp_slots_presentation.rt,key_resp_slots_presentation.duration,Main_presentationInterval,rewardPresentationTime,Main_reward_seq,Random value generated,Main_reward_Img,Main_Cumul_Reward,Main_currentTrialReward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,191.2704,up,0.6351,,1,,stimuli/card_100_transparent.png,510,100,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,193.2209,up,0.281,,1.5,,stimuli/card_100_transparent.png,610,100,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,195.3218,up,0.2857,,1.5,,stimuli/card_100_transparent.png,710,100,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,197.4085,up,0.3123,,1,,stimuli/card_100_transparent.png,810,100,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,199.0431,left,0.3288,,0.5,,stimuli/card_10_transparent.png,820,10,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,200.1938,right,0.5556,,0.5,,stimuli/card_100_transparent.png,920,100,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,201.5562,right,0.8604,,1.5,,stimuli/card_100_transparent.png,1020,100,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,204.2719,right,0.3098,,0.5,,stimuli/card_100_transparent.png,1120,100,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,205.4238,right,0.779,,0.5,,stimuli/card_100_transparent.png,1220,100,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,207.0146,right,0.2729,,0.5,,stimuli/card_10_transparent.png,1230,10,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0986,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,"[6,15]","[[1,3,2],[3,1,2]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,213.1023,up,0.8149,,1,,stimuli/card_0_transparent.png,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,215.2322,left,0.2897,,0.5,,stimuli/card_100_transparent.png,100,100,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,216.3202,left,0.3607,,1,,stimuli/card_100_transparent.png,200,100,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,218.0024,left,0.0486,,0.5,,stimuli/card_100_transparent.png,300,100,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,218.8701,left,0.3182,,1.5,,stimuli/card_100_transparent.png,400,100,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,221.0048,left,0.5694,,1,,stimuli/card_10_transparent.png,410,10,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,222.8858,right,0.2976,,1,,stimuli/card_10_transparent.png,420,10,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,224.5015,right,0.0242,,1.5,,stimuli/card_10_transparent.png,430,10,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,226.327,right,0.0501,,0.5,,stimuli/card_10_transparent.png,440,10,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,227.1915,up,0.0347,,0.5,,stimuli/card_100_transparent.png,540,100,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,228.043,up,0.1791,,1,,stimuli/card_100_transparent.png,640,100,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,229.5431,up,0.0542,,1.5,,stimuli/card_0_transparent.png,640,0,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,231.41,up,1.0209,,1.5,,stimuli/card_100_transparent.png,740,100,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,234.2404,up,1.7611,,0.5,,stimuli/card_100_transparent.png,840,100,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,236.8162,up,0.2827,,1,,stimuli/card_100_transparent.png,940,100,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.4161,space,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.7798,3,"[0,4,6,3,5,7,8,1,9,2]",242.7798,space,3.0057,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[12,15]","[[2,1,3],[2,3,1]]",245.8005,left,0.605,,0.5,0.3,"[2,1,3]",0.707377183,stimuli/card_10_transparent.png,10,10,0,0,0,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.2213,up,0.4993,,1.5,0.3,"[2,1,3]",0.520269571,stimuli/card_100_transparent.png,110,100,1,0,1,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.5352,up,0.4353,,0.5,0.3,"[2,1,3]",0.323421224,stimuli/card_100_transparent.png,210,100,2,0,2,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.7871,up,0.6353,,1,0.3,"[2,1,3]",0.994394279,stimuli/card_100_transparent.png,310,100,3,0,3,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.7358,up,0.2939,,1,0.3,"[2,1,3]",0.095044669,stimuli/card_0_transparent.png,310,0,4,0,4,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.3519,up,0.0684,,1.5,0.3,"[2,1,3]",0.336931064,stimuli/card_100_transparent.png,410,100,5,0,5,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.2446,right,0.0079,,1,0.3,"[2,1,3]",0.846144815,stimuli/card_0_transparent.png,410,0,6,0,6,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.5755,up,0.2854,,1.5,0.3,"[2,1,3]",0.179835459,stimuli/card_10_transparent.png,420,10,7,0,7,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.6765,up,0.0669,,1.5,0.3,"[2,1,3]",0.950045138,stimuli/card_100_transparent.png,520,100,8,0,8,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.5576,up,0.231,,0.5,0.3,"[2,1,3]",0.547517683,stimuli/card_100_transparent.png,620,100,9,0,9,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.6079,up,0.0842,,1,0.3,"[2,1,3]",0.519738396,stimuli/card_100_transparent.png,720,100,10,0,10,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.0069,up,0.0641,,1,0.3,"[2,1,3]",0.757549433,stimuli/card_100_transparent.png,820,100,11,0,11,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.3927,up,0.4418,,1,0.3,"[2,3,1]",0.831934845,stimuli/card_0_transparent.png,820,0,12,0,12,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.1467,left,0.2902,,0.5,0.3,"[2,3,1]",0.980485098,stimuli/card_10_transparent.png,830,10,13,0,13,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.2484,up,0.1331,,1,0.3,"[2,3,1]",0.206012528,stimuli/card_0_transparent.png,830,0,14,0,14,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.6955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5,15]","[[1,2,3],[3,1,2]]",274.7005,up,0.4662,,1,0.3,"[1,2,3]",0.556493897,stimuli/card_10_transparent.png,10,10,0,0,0,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.4703,right,0.0037,,1.5,0.3,"[1,2,3]",0.651262822,stimuli/card_0_transparent.png,10,0,1,0,1,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.2863,left,0.104,,0.5,0.3,"[1,2,3]",0.270651325,stimuli/card_100_transparent.png,110,100,2,0,2,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.2014,left,0.253,,1.5,0.3,"[1,2,3]",0.622212897,stimuli/card_100_transparent.png,210,100,3,0,3,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.27,left,0.0036,,0.5,0.3,"[1,2,3]",0.273744699,stimuli/card_100_transparent.png,310,100,4,0,4,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0859,left,0.3102,,0.5,0.3,"[3,1,2]",0.366650001,stimuli/card_0_transparent.png,310,0,5,0,5,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.2191,left,0.1002,,1.5,0.3,"[3,1,2]",0.722906,stimuli/card_0_transparent.png,310,0,6,0,6,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.1367,right,0.3403,,1.5,0.3,"[3,1,2]",0.28980411,stimuli/card_10_transparent.png,320,10,7,0,7,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.2761,up,0.183,,0.5,0.3,"[3,1,2]",0.644719796,stimuli/card_100_transparent.png,420,100,8,0,8,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.2755,up,0.2673,,0.5,0.3,"[3,1,2]",0.922393354,stimuli/card_100_transparent.png,520,100,9,0,9,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.36,up,0.2676,,1.5,0.3,"[3,1,2]",0.605770775,stimuli/card_100_transparent.png,620,100,10,0,10,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.4408,up,0.0154,,1.5,0.3,"[3,1,2]",0.761935772,stimuli/card_100_transparent.png,720,100,11,0,11,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.2742,up,0.1565,,1.5,0.3,"[3,1,2]",0.127166895,stimuli/card_10_transparent.png,730,10,12,0,12,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.2431,right,0.2849,,1.5,0.3,"[3,1,2]",0.661260877,stimuli/card_10_transparent.png,740,10,13,0,13,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.3311,left,0.0347,,1,0.3,"[3,1,2]",0.823714487,stimuli/card_0_transparent.png,740,0,14,0,14,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.6813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9,15]","[[1,3,2],[2,3,1]]",303.684,left,0.0903,,1,0.3,"[1,3,2]",0.974202111,stimuli/card_100_transparent.png,100,100,0,0,0,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.0963,left,0.1804,,1.5,0.3,"[1,3,2]",0.775984759,stimuli/card_100_transparent.png,200,100,1,0,1,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.0864,left,0.1686,,1,0.3,"[1,3,2]",0.791288802,stimuli/card_100_transparent.png,300,100,2,0,2,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.5585,,,,0.5,0.3,,,,,,3,0,3,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.0732,left,2.1011,,1.5,0.3,"[1,3,2]",0.529362108,stimuli/card_100_transparent.png,400,100,4,0,4,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.9945,left,1.8204,,0.5,0.3,"[1,3,2]",0.073706123,stimuli/card_0_transparent.png,400,0,5,0,5,0,1,,,,,
,,,,,2023-10-06_13h55.24.116,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.6274,right,0.4724,,1,0.3,"[1,3,2]",0.313159561,stimuli/card_10_transparent.png,410,10,6,0,6,0,1,,,,,
