participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1.started,key_resp_instruction1.keys,key_resp_instruction1.rt,key_resp_instruction1.duration,key_resp_instruction2.started,key_resp_instruction2.keys,key_resp_instruction2.rt,key_resp_instruction2.duration,key_resp_instruction3.started,key_resp_instruction3.keys,key_resp_instruction3.rt,key_resp_instruction3.duration
,2023-09-26_09h17.38.237,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,
,2023-09-26_09h17.38.237,slotMachine_updated,2023.1.3,MacIntel,60.0024001,125.0669,space,5.3461,,,,,,,,,
,2023-09-26_09h17.38.237,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,130.432,space,0.9643,,,,,
,2023-09-26_09h17.38.237,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,131.414,space,3.0347,
