key_resp_welcome_started,key_resp_welcome_keys,key_resp_welcome_rt,key_resp_welcome_duration,prolific_id,path_id,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1_started,key_resp_instruction1_keys,key_resp_instruction1_rt,key_resp_instruction1_duration,key_resp_instruction2_started,key_resp_instruction2_keys,key_resp_instruction2_rt,key_resp_instruction2_duration,key_resp_instruction3_started,key_resp_instruction3_keys,key_resp_instruction3_rt,key_resp_instruction3_duration
0.0007,space,1.1975,,test,A,2024-04-29_22h37.40.914,Slot Machine Game,2023.1.3,MacIntel,59.88023952,,,,,,,,,,,,
,,,,test,A,2024-04-29_22h37.40.914,Slot Machine Game,2023.1.3,MacIntel,59.88023952,1.2176,space,1.6044,,,,,,,,,
,,,,test,A,2024-04-29_22h37.40.914,Slot Machine Game,2023.1.3,MacIntel,59.88023952,,,,,2.8507,space,1.0886,,,,,
,,,,test,A,2024-04-29_22h37.40.914,Slot Machine Game,2023.1.3,MacIntel,59.88023952,,,,,,,,,3.967,space,1.0612,
