key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,key_resp_welcome.duration,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1.started,key_resp_instruction1.keys,key_resp_instruction1.rt,key_resp_instruction1.duration,key_resp_instruction2.started,key_resp_instruction2.keys,key_resp_instruction2.rt,key_resp_instruction2.duration,key_resp_instruction3.started,key_resp_instruction3.keys,key_resp_instruction3.rt,key_resp_instruction3.duration,practiceCondition,practice_reward_seqs,key_resp_practice_slots.started,key_resp_practice_slots.keys,key_resp_practice_slots.rt,key_resp_practice_slots.duration,presentationInterval,"practice_reward_seq: 2,1,3",reward_Img,Cuml_rew,currentPracticeTrialReward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,"practice_reward_seq: 2,3,1",text_block_break.started,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_block.ran,"practice_reward_seq: 1,3,2","practice_reward_seq: 3,1,2",key_resp_practice_end.started,key_resp_practice_end.keys,key_resp_practice_end.rt,key_resp_practice_end.duration,text_main_instruction.started,BlockCondition,BlockOrderIndices,key_resp_main_instruction.started,key_resp_main_instruction.keys,key_resp_main_instruction.rt,key_resp_main_instruction.duration,currentCondition,main_reward_seqs,key_resp_slots_presentation.started,key_resp_slots_presentation.keys,key_resp_slots_presentation.rt,key_resp_slots_presentation.duration,Main_presentationInterval,rewardPresentationTime,Main_reward_seq,Random value generated,Main_reward_Img,Main_Cumul_Reward,Main_currentTrialReward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.2619,up,0.3133,,1,0.3,"[3,2,1]",0.457406417,stimuli/card_10_transparent.png,20,10,1,0,1,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.8938,left,0.1294,,1.5,0.3,"[3,2,1]",0.050956683,stimuli/card_100_transparent.png,120,100,2,0,2,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.8429,left,0.4986,,1.5,0.3,"[3,2,1]",0.40467367,stimuli/card_0_transparent.png,120,0,3,0,3,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.1596,left,0.2119,,0.5,0.3,"[3,2,1]",0.333370494,stimuli/card_0_transparent.png,120,0,4,0,4,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.1922,up,0.2727,,1,0.3,"[3,2,1]",0.806761889,stimuli/card_10_transparent.png,130,10,5,0,5,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.7763,right,0.452,,0.5,0.3,"[3,2,1]",0.06674395,stimuli/card_0_transparent.png,130,0,6,0,6,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.0421,up,0.946,,0.5,0.3,"[3,2,1]",0.025218608,stimuli/card_0_transparent.png,130,0,7,0,7,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.8094,right,0.1603,,0.5,0.3,"[3,1,2]",0.50430737,stimuli/card_10_transparent.png,140,10,8,0,8,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.7905,right,0.0993,,1.5,0.3,"[3,1,2]",0.482985513,stimuli/card_10_transparent.png,150,10,9,0,9,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.7069,right,0.6963,,1.5,0.3,"[3,1,2]",0.918075725,stimuli/card_10_transparent.png,160,10,10,0,10,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.2196,up,0.1207,,1.5,0.3,"[3,1,2]",0.603798839,stimuli/card_100_transparent.png,260,100,11,0,11,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.1435,up,0.4257,,1.5,0.3,"[3,1,2]",0.549917675,stimuli/card_100_transparent.png,360,100,12,0,12,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.3922,up,0.0846,,1.5,0.3,"[3,1,2]",0.153441841,stimuli/card_10_transparent.png,370,10,13,0,13,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.2908,left,0.6349,,1,0.3,"[3,1,2]",0.468076963,stimuli/card_0_transparent.png,370,0,14,0,14,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.2373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[12,15]","[[2,1,3],[2,3,1]]",341.2427,right,0.5958,,0.5,0.3,"[2,1,3]",0.823407975,stimuli/card_0_transparent.png,0,0,0,0,0,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.6592,up,0.4477,,1.5,0.3,"[2,1,3]",0.544008102,stimuli/card_100_transparent.png,100,100,1,0,1,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.9248,up,0.4466,,1.5,0.3,"[2,1,3]",0.0929498,stimuli/card_0_transparent.png,100,0,2,0,2,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.1875,up,0.0892,,1,0.3,"[2,1,3]",0.584351182,stimuli/card_100_transparent.png,200,100,3,0,3,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.5871,up,0.5454,,1,0.3,"[2,1,3]",0.604433455,stimuli/card_100_transparent.png,300,100,4,0,4,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.4589,up,0.3495,,1,0.3,"[2,1,3]",0.913105831,stimuli/card_100_transparent.png,400,100,5,0,5,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.1256,up,0.3317,,1.5,0.3,"[2,1,3]",0.542191099,stimuli/card_100_transparent.png,500,100,6,0,6,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.2727,up,0.0619,,1,0.3,"[2,1,3]",0.573271573,stimuli/card_100_transparent.png,600,100,7,0,7,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.6545,up,0.3785,,1,0.3,"[2,1,3]",0.443784985,stimuli/card_100_transparent.png,700,100,8,0,8,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.3553,up,0.2423,,1.5,0.3,"[2,1,3]",0.941706094,stimuli/card_100_transparent.png,800,100,9,0,9,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.419,up,0.2841,,1,0.3,"[2,1,3]",0.586961512,stimuli/card_100_transparent.png,900,100,10,0,10,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.0252,up,0.385,,1.5,0.3,"[2,1,3]",0.414542589,stimuli/card_100_transparent.png,1000,100,11,0,11,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.2252,up,0.3762,,1.5,0.3,"[2,3,1]",0.173094213,stimuli/card_10_transparent.png,1010,10,12,0,12,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.4217,up,0.1283,,1.5,0.3,"[2,3,1]",0.250331834,stimuli/card_0_transparent.png,1010,0,13,0,13,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.372,right,0.2666,,0.5,0.3,"[2,3,1]",0.220890806,stimuli/card_100_transparent.png,1110,100,14,0,14,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.4533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6,15]","[[1,3,2],[3,2,1]]",373.4611,left,0.9842,,1,0.3,"[1,3,2]",0.06227795,stimuli/card_0_transparent.png,0,0,0,0,0,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.7553,up,0.4032,,1.5,0.3,"[1,3,2]",0.380108679,stimuli/card_0_transparent.png,0,0,1,0,1,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.9747,right,0.3304,,1,0.3,"[1,3,2]",0.367345721,stimuli/card_10_transparent.png,10,10,2,0,2,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.6098,left,0.1961,,1.5,0.3,"[1,3,2]",0.16446919,stimuli/card_10_transparent.png,20,10,3,0,3,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.6286,right,0.4357,,0.5,0.3,"[1,3,2]",0.303682113,stimuli/card_10_transparent.png,30,10,4,0,4,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.8775,up,0.7621,,1,0.3,"[1,3,2]",0.22534061,stimuli/card_0_transparent.png,30,0,5,0,5,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.9579,right,0.236,,1,0.3,"[3,2,1]",0.39521565,stimuli/card_100_transparent.png,130,100,6,0,6,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.5078,right,0.631,,1.5,0.3,"[3,2,1]",0.684377096,stimuli/card_100_transparent.png,230,100,7,0,7,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.9571,right,2.1962,,0.5,0.3,"[3,2,1]",0.892176873,stimuli/card_100_transparent.png,330,100,8,0,8,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.9712,right,0.0658,,0.5,0.3,"[3,2,1]",0.888059864,stimuli/card_100_transparent.png,430,100,9,0,9,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.8546,right,0.3487,,1,0.3,"[3,2,1]",0.590890665,stimuli/card_100_transparent.png,530,100,10,0,10,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.5204,right,0.0476,,1.5,0.3,"[3,2,1]",0.648853638,stimuli/card_100_transparent.png,630,100,11,0,11,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.3846,right,0.3312,,1.5,0.3,"[3,2,1]",0.319112919,stimuli/card_100_transparent.png,730,100,12,0,12,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.534,right,0.3814,,1,0.3,"[3,2,1]",0.867168925,stimuli/card_100_transparent.png,830,100,13,0,13,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.2264,right,0.1678,,1,0.3,"[3,2,1]",0.527084113,stimuli/card_100_transparent.png,930,100,14,0,14,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.7013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7,15]","[[2,3,1],[1,2,3]]",406.7161,right,0.8205,,1.5,0.3,"[2,3,1]",0.741919251,stimuli/card_100_transparent.png,100,100,0,0,0,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.3546,right,0.3325,,1.5,0.3,"[2,3,1]",0.984799227,stimuli/card_100_transparent.png,200,100,1,0,1,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.5015,right,1.2322,,1,0.3,"[2,3,1]",0.161941732,stimuli/card_10_transparent.png,210,10,2,0,2,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.048,right,0.3193,,1,0.3,"[2,3,1]",0.674246416,stimuli/card_100_transparent.png,310,100,3,0,3,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.6788,right,0.6149,,0.5,0.3,"[2,3,1]",0.227692079,stimuli/card_100_transparent.png,410,100,4,0,4,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.1106,right,0.4946,,1,0.3,"[2,3,1]",0.794529988,stimuli/card_100_transparent.png,510,100,5,0,5,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.9283,right,1.7884,,1,0.3,"[2,3,1]",0.02769521,stimuli/card_0_transparent.png,510,0,6,0,6,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.0326,right,1.3484,,0.5,0.3,"[1,2,3]",0.951086367,stimuli/card_0_transparent.png,510,0,7,0,7,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.1975,right,0.0819,,1.5,0.3,"[1,2,3]",0.316712512,stimuli/card_0_transparent.png,510,0,8,0,8,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.0963,right,0.284,,0.5,0.3,"[1,2,3]",0.390670315,stimuli/card_0_transparent.png,510,0,9,0,9,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.1959,right,0.703,,1,0.3,"[1,2,3]",0.740653002,stimuli/card_0_transparent.png,510,0,10,0,10,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.2119,right,3.3413,,0.5,0.3,"[1,2,3]",0.596940332,stimuli/card_0_transparent.png,510,0,11,0,11,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.3662,right,0.0165,,1,0.3,"[1,2,3]",0.07540871,stimuli/card_100_transparent.png,610,100,12,0,12,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.699,left,1.1231,,1.5,0.3,"[1,2,3]",0.438739966,stimuli/card_100_transparent.png,710,100,13,0,13,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.6455,right,1.6129,,1,0.3,"[1,2,3]",0.115468273,stimuli/card_10_transparent.png,720,10,14,0,14,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.5694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,15]","[[3,1,2],[1,3,2]]",445.5855,,,,1,0.3,,,,,,0,0,0,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.1087,right,0.5678,,0.5,0.3,"[3,1,2]",0.758058735,stimuli/card_10_transparent.png,10,10,1,0,1,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.4878,up,1.8017,,1,0.3,"[3,1,2]",0.637186413,stimuli/card_100_transparent.png,110,100,2,0,2,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.5935,up,0.1566,,1,0.3,"[3,1,2]",0.625327773,stimuli/card_100_transparent.png,210,100,3,0,3,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.083,up,0.3697,,0.5,0.3,"[3,1,2]",0.887417558,stimuli/card_100_transparent.png,310,100,4,0,4,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.269,up,0.3201,,0.5,0.3,"[3,1,2]",0.657451403,stimuli/card_100_transparent.png,410,100,5,0,5,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.398,up,0.4691,,0.5,0.3,"[3,1,2]",0.815212407,stimuli/card_100_transparent.png,510,100,6,0,6,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.6808,up,0.0171,,1,0.3,"[3,1,2]",0.145396172,stimuli/card_10_transparent.png,520,10,7,0,7,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.0151,up,0.1648,,1.5,0.3,"[3,1,2]",0.915509968,stimuli/card_100_transparent.png,620,100,8,0,8,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.9965,up,0.0323,,0.5,0.3,"[3,1,2]",0.5115706,stimuli/card_100_transparent.png,720,100,9,0,9,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.8452,up,0.4659,,1,0.3,"[1,3,2]",0.012705545,stimuli/card_100_transparent.png,820,100,10,0,10,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.6276,up,0.4205,,1,0.3,"[1,3,2]",0.524545176,stimuli/card_0_transparent.png,820,0,11,0,11,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.3598,up,0.349,,1.5,0.3,"[1,3,2]",0.239549521,stimuli/card_0_transparent.png,820,0,12,0,12,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.5248,left,0.4519,,0.5,0.3,"[1,3,2]",0.458356656,stimuli/card_100_transparent.png,920,100,13,0,13,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.7924,left,0.1451,,0.5,0.3,"[1,3,2]",0.694490544,stimuli/card_100_transparent.png,1020,100,14,0,14,0,1,,,,,
,,,,,2023-10-05_16h22.23.237,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.7565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,1
