key_resp_welcome_started,key_resp_welcome_keys,key_resp_welcome_rt,key_resp_welcome_duration,study_id,path_id,date,expName,psychopyVersion,OS,frameRate,subject_id,session_id,prolific_id,key_resp_instruction1_started,key_resp_instruction1_keys,key_resp_instruction1_rt,key_resp_instruction1_duration,key_resp_instruction2_started,key_resp_instruction2_keys,key_resp_instruction2_rt,key_resp_instruction2_duration,key_resp_instruction3_started,key_resp_instruction3_keys,key_resp_instruction3_rt,key_resp_instruction3_duration,key_resp_instruction4_started,key_resp_instruction4_keys,key_resp_instruction4_rt,key_resp_instruction4_duration,practiceCondition,practice_reward_seqs,practice_trial_started,practice_trial_num,practice_resp_rt,practice_resp_duration,practice_resp_keys,prac_presentationInterval,"practice_reward_seq: 2,1,3",reward_img,cumulative_reward,trial_reward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,"practice_reward_seq: 2,3,1",block_break_started,"practice_reward_seq: 1,3,2","practice_reward_seq: 3,1,2",practice_end_time,practice_end_keys,practice_end_rt,practice_end_duration,main_instruction_text_started,block_condition,block_order_indices,main_instruction_keys,main_instruction_rt,main_instruction_duration,block_number,block_assignment,current_condition,main_reward_seqs,main_trial_started,main_trial_num,main_trial_keys,main_trial_rt,main_trial_duration,main_presentationInterval,reward_presentation_time,main_reward_seq,reward_rand_val,main_reward_img,current_reward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,,,,,,,,,,,,,,,,,,,,2,5,,,390.7542,8,right,0.0983,,0.5,0.3,"[3,1,2]",0.439501453,stimuli/card_10_transparent.png,10,8,0,8,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,430,,,,,,,,,,,,,,,,,,,,,2,5,,,391.6673,9,right,0.3389,,1.5,0.3,"[3,1,2]",0.280236188,stimuli/card_10_transparent.png,10,9,0,9,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,440,,,,,,,,,,,,,,,,,,,,,2,5,,,393.8154,10,right,0.1391,,0.5,0.3,"[3,1,2]",0.368397608,stimuli/card_10_transparent.png,10,10,0,10,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,450,,,,,,,,,,,,,,,,,,,,,2,5,,,394.7649,11,right,0.0533,,1,0.3,"[3,1,2]",0.779383688,stimuli/card_10_transparent.png,10,11,0,11,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,460,,,,,,,,,,,,,,,,,,,,,2,5,,,396.1293,12,right,1.3009,,1.5,0.3,"[3,1,2]",0.959555124,stimuli/card_10_transparent.png,10,12,0,12,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,460,,,,,,,,,,,,,,,,,,,,,2,5,,,399.241,13,right,0.4793,,1.5,0.3,"[3,1,2]",0.06133343,stimuli/card_0_transparent.png,0,13,0,13,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,470,,,,,,,,,,,,,,,,,,,,,2,5,,,401.5258,14,right,0.5283,,0.5,0.3,"[3,1,2]",0.919349655,stimuli/card_10_transparent.png,10,14,0,14,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.8682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,3,9,"[8,15]","[[3,2,1],[3,1,2]]",407.8641,0,right,0.6065,,1,0.3,"[3,2,1]",0.25650289,stimuli/card_100_transparent.png,100,0,0,0,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,3,9,,,409.7939,1,right,0.4449,,0.5,0.3,"[3,2,1]",0.676489329,stimuli/card_100_transparent.png,100,1,0,1,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,3,9,,,411.0532,2,right,0.049,,1.5,0.3,"[3,2,1]",0.568381408,stimuli/card_100_transparent.png,100,2,0,2,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,3,9,,,412.9169,3,right,0.128,,1.5,0.3,"[3,2,1]",0.19230464,stimuli/card_10_transparent.png,10,3,0,3,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,,,3,9,,,414.8656,4,right,0.187,,1,0.3,"[3,2,1]",0.934299187,stimuli/card_100_transparent.png,100,4,0,4,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,510,,,,,,,,,,,,,,,,,,,,,3,9,,,416.365,5,right,0.0329,,1.5,0.3,"[3,2,1]",0.228028911,stimuli/card_100_transparent.png,100,5,0,5,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,610,,,,,,,,,,,,,,,,,,,,,3,9,,,418.2119,6,right,0.1921,,1,0.3,"[3,2,1]",0.79757123,stimuli/card_100_transparent.png,100,6,0,6,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,710,,,,,,,,,,,,,,,,,,,,,3,9,,,419.7263,7,right,0.1338,,0.5,0.3,"[3,2,1]",0.810372379,stimuli/card_100_transparent.png,100,7,0,7,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,710,,,,,,,,,,,,,,,,,,,,,3,9,,,420.6688,8,right,0.3128,,0.5,0.3,"[3,1,2]",0.09553702,stimuli/card_0_transparent.png,0,8,0,8,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,720,,,,,,,,,,,,,,,,,,,,,3,9,,,421.8011,9,right,0.4291,,1,0.3,"[3,1,2]",0.567322839,stimuli/card_10_transparent.png,10,9,0,9,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,720,,,,,,,,,,,,,,,,,,,,,3,9,,,423.5324,10,right,0.9828,,1.5,0.3,"[3,1,2]",0.003959107,stimuli/card_0_transparent.png,0,10,0,10,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,730,,,,,,,,,,,,,,,,,,,,,3,9,,,426.3286,11,right,0.4327,,1,0.3,"[3,1,2]",0.714405997,stimuli/card_10_transparent.png,10,11,0,11,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,830,,,,,,,,,,,,,,,,,,,,,3,9,,,428.0798,12,left,3.2911,,1.5,0.3,"[3,1,2]",0.071847242,stimuli/card_100_transparent.png,100,12,0,12,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,830,,,,,,,,,,,,,,,,,,,,,3,9,,,433.184,13,left,0.1302,,1.5,0.3,"[3,1,2]",0.720781099,stimuli/card_0_transparent.png,0,13,0,13,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,830,,,,,,,,,,,,,,,,,,,,,3,9,,,435.1309,14,left,0.3082,,1.5,0.3,"[3,1,2]",0.348595779,stimuli/card_0_transparent.png,0,14,0,14,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.2443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,4,1,"[12,15]","[[2,1,3],[2,3,1]]",442.2377,0,up,2.8115,,0.5,0.3,"[2,1,3]",0.55878733,stimuli/card_100_transparent.png,100,0,0,0,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,4,1,,,445.8646,1,up,0.0079,,1.5,0.3,"[2,1,3]",0.521844257,stimuli/card_100_transparent.png,100,1,0,1,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,4,1,,,447.6939,2,up,0.2044,,1,0.3,"[2,1,3]",0.033016927,stimuli/card_0_transparent.png,0,2,0,2,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,4,1,,,449.1933,3,up,0.1607,,1,0.3,"[2,1,3]",0.693513657,stimuli/card_100_transparent.png,100,3,0,3,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,4,1,,,450.6527,4,up,0.0877,,0.5,0.3,"[2,1,3]",0.182141602,stimuli/card_10_transparent.png,10,4,0,4,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,4,1,,,451.5512,5,up,0.1076,,0.5,0.3,"[2,1,3]",0.104201091,stimuli/card_10_transparent.png,10,5,0,5,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,,,,,,,,,,,,,,,,,,,,4,1,,,452.4673,6,up,0.1379,,1,0.3,"[2,1,3]",0.819406322,stimuli/card_100_transparent.png,100,6,0,6,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,430,,,,,,,,,,,,,,,,,,,,,4,1,,,453.9168,7,up,0.087,,1,0.3,"[2,1,3]",0.159991788,stimuli/card_10_transparent.png,10,7,0,7,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,530,,,,,,,,,,,,,,,,,,,,,4,1,,,455.3157,8,up,1.1115,,1,0.3,"[2,1,3]",0.559116602,stimuli/card_100_transparent.png,100,8,0,8,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,630,,,,,,,,,,,,,,,,,,,,,4,1,,,457.7434,9,up,0.3467,,1.5,0.3,"[2,1,3]",0.38722028,stimuli/card_100_transparent.png,100,9,0,9,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,730,,,,,,,,,,,,,,,,,,,,,4,1,,,459.9115,10,up,0.0294,,1.5,0.3,"[2,1,3]",0.907571956,stimuli/card_100_transparent.png,100,10,0,10,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,730,,,,,,,,,,,,,,,,,,,,,4,1,,,461.7516,11,up,0.0794,,1.5,0.3,"[2,1,3]",0.044105079,stimuli/card_0_transparent.png,0,11,0,11,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,730,,,,,,,,,,,,,,,,,,,,,4,1,,,463.6486,12,up,0.0329,,1.5,0.3,"[2,3,1]",0.220535937,stimuli/card_0_transparent.png,0,12,0,12,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,730,,,,,,,,,,,,,,,,,,,,,4,1,,,465.498,13,up,0.2429,,0.5,0.3,"[2,3,1]",0.331814462,stimuli/card_0_transparent.png,0,13,0,13,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,730,,,,,,,,,,,,,,,,,,,,,4,1,,,466.5614,14,up,0.1252,,1.5,0.3,"[2,3,1]",0.825976668,stimuli/card_0_transparent.png,0,14,0,14,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.4945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,5,2,"[6,15]","[[1,3,2],[3,2,1]]",473.4882,0,right,0.6029,,0.5,0.3,"[1,3,2]",0.132596133,stimuli/card_100_transparent.png,100,0,0,0,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,5,2,,,474.9151,1,right,0.0011,,1.5,0.3,"[1,3,2]",0.017080403,stimuli/card_0_transparent.png,0,1,0,1,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,5,2,,,476.7292,2,right,0.0411,,1,0.3,"[1,3,2]",0.380590922,stimuli/card_10_transparent.png,10,2,0,2,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,5,2,,,478.0784,3,right,0.0739,,0.5,0.3,"[1,3,2]",0.380807421,stimuli/card_10_transparent.png,10,3,0,3,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,5,2,,,478.9583,4,right,0.0758,,0.5,0.3,"[1,3,2]",0.585639207,stimuli/card_10_transparent.png,10,4,0,4,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,5,2,,,479.8436,5,right,0.0999,,1.5,0.3,"[1,3,2]",0.234137172,stimuli/card_10_transparent.png,10,5,0,5,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,5,2,,,481.7519,6,right,0.0997,,1.5,0.3,"[3,2,1]",0.381938884,stimuli/card_100_transparent.png,100,6,0,6,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,5,2,,,483.667,7,left,0.1109,,1.5,0.3,"[3,2,1]",0.189654699,stimuli/card_10_transparent.png,10,7,0,7,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,5,2,,,485.5991,8,right,0.1082,,1,0.3,"[3,2,1]",0.575922224,stimuli/card_100_transparent.png,100,8,0,8,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,450,,,,,,,,,,,,,,,,,,,,,5,2,,,487.0127,9,right,0.1963,,1,0.3,"[3,2,1]",0.835208438,stimuli/card_100_transparent.png,100,9,0,9,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,550,,,,,,,,,,,,,,,,,,,,,5,2,,,488.5284,10,right,0.077,,1.5,0.3,"[3,2,1]",0.371840622,stimuli/card_100_transparent.png,100,10,0,10,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,650,,,,,,,,,,,,,,,,,,,,,5,2,,,490.42,11,right,0.1015,,0.5,0.3,"[3,2,1]",0.214292318,stimuli/card_100_transparent.png,100,11,0,11,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,750,,,,,,,,,,,,,,,,,,,,,5,2,,,491.3355,12,right,0.486,,1.5,0.3,"[3,2,1]",0.208351466,stimuli/card_100_transparent.png,100,12,0,12,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,850,,,,,,,,,,,,,,,,,,,,,5,2,,,493.6343,13,right,0.096,,0.5,0.3,"[3,2,1]",0.339308771,stimuli/card_100_transparent.png,100,13,0,13,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,950,,,,,,,,,,,,,,,,,,,,,5,2,,,494.5494,14,right,0.1001,,1.5,0.3,"[3,2,1]",0.580587651,stimuli/card_100_transparent.png,100,14,0,14,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.4627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,6,4,"[7,15]","[[2,3,1],[1,2,3]]",501.4548,0,right,0.9027,,1,0.3,"[2,3,1]",0.868062509,stimuli/card_100_transparent.png,100,0,0,0,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,6,4,,,503.6689,1,up,0.0516,,1.5,0.3,"[2,3,1]",0.753284802,stimuli/card_0_transparent.png,0,1,0,1,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,6,4,,,505.5299,2,right,0.2659,,0.5,0.3,"[2,3,1]",0.65452723,stimuli/card_100_transparent.png,100,2,0,2,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,6,4,,,506.6141,3,right,0.0833,,0.5,0.3,"[2,3,1]",0.222137769,stimuli/card_100_transparent.png,100,3,0,3,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,6,4,,,507.5132,4,right,0.7383,,1.5,0.3,"[2,3,1]",0.973700549,stimuli/card_100_transparent.png,100,4,0,4,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,6,4,,,510.0614,5,right,0.5067,,1.5,0.3,"[2,3,1]",0.339375071,stimuli/card_100_transparent.png,100,5,0,5,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,6,4,,,512.3834,6,right,0.613,,0.5,0.3,"[2,3,1]",0.694071397,stimuli/card_100_transparent.png,100,6,0,6,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,6,4,,,513.8004,7,right,0.419,,1.5,0.3,"[1,2,3]",0.801045393,stimuli/card_0_transparent.png,0,7,0,7,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,6,4,,,516.0304,8,right,1.5244,,0.5,0.3,"[1,2,3]",0.293299178,stimuli/card_0_transparent.png,0,8,0,8,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,6,4,,,518.3618,9,right,0.1096,,0.5,0.3,"[1,2,3]",0.908754215,stimuli/card_0_transparent.png,0,9,0,9,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,6,4,,,519.2779,10,right,0.3434,,1,0.3,"[1,2,3]",0.83022551,stimuli/card_0_transparent.png,0,10,0,10,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,6,4,,,520.9201,11,right,0.043,,0.5,0.3,"[1,2,3]",0.764677328,stimuli/card_0_transparent.png,0,11,0,11,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,6,4,,,521.7696,12,right,1.2369,,0.5,0.3,"[1,2,3]",0.659217987,stimuli/card_0_transparent.png,0,12,0,12,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,6,4,,,523.8153,13,right,2.1521,,1.5,0.3,"[1,2,3]",0.901431039,stimuli/card_0_transparent.png,0,13,0,13,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,610,,,,,,,,,,,,,,,,,,,,,6,4,,,527.779,14,up,0.3906,,1.5,0.3,"[1,2,3]",0.750417465,stimuli/card_10_transparent.png,10,14,0,14,0,1,,,,,
