key_resp_welcome_started,key_resp_welcome_keys,key_resp_welcome_rt,key_resp_welcome_duration,prolific_pid,path_id,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1_started,key_resp_instruction1_keys,key_resp_instruction1_rt,key_resp_instruction1_duration,key_resp_instruction2_started,key_resp_instruction2_keys,key_resp_instruction2_rt,key_resp_instruction2_duration,key_resp_instruction3_started,key_resp_instruction3_keys,key_resp_instruction3_rt,key_resp_instruction3_duration,key_resp_instruction4_started,key_resp_instruction4_keys,key_resp_instruction4_rt,key_resp_instruction4_duration,practiceCondition,practice_reward_seqs,practice_trial_started,practice_trial_num,practice_resp_rt,practice_keypress_time,practice_resp_keys,prac_presentationInterval,practice_reward_seq,reward_img,cumulative_reward,trial_reward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,block_break_started,practice_end_time,practice_end_keys,practice_end_rt,practice_end_duration,main_instruction_text_started,block_condition,block_order_indices,main_instruction_keys,main_instruction_rt,main_instruction_duration,block_number,block_assignment,current_condition,main_reward_seqs,main_trial_started,main_trial_num,main_trial_keys,main_trial_rt,main_trial_keypress_time,main_presentationInterval,reward_presentation_time,main_reward_seq,reward_rand_val,main_reward_img,current_reward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block_reward,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran,block_reward.length,block_reward_all,reward_amount,date_end_task
0.0008,space,3.0361,,666096aa3e8745239c08f8b1,B,2024-08-22_15h55.13.652,Slot Machine Game,2023.1.3,Linux x86_64,29.85074627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,666096aa3e8745239c08f8b1,B,2024-08-22_15h55.13.652,Slot Machine Game,2023.1.3,Linux x86_64,29.85074627,3.0866,space,7.6174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,666096aa3e8745239c08f8b1,B,2024-08-22_15h55.13.652,Slot Machine Game,2023.1.3,Linux x86_64,29.85074627,,,,,10.7453,space,49.6858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,666096aa3e8745239c08f8b1,B,2024-08-22_15h55.13.652,Slot Machine Game,2023.1.3,Linux x86_64,29.85074627,,,,,,,,,60.4867,space,7.7256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,666096aa3e8745239c08f8b1,B,2024-08-22_15h55.13.652,Slot Machine Game,2023.1.3,Linux x86_64,29.85074627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,666096aa3e8745239c08f8b1,B,2024-08-22_15h55.13.652,Slot Machine Game,2023.1.3,Linux x86_64,29.85074627,,,,,,,,,,,,,210.5745,left,3.0778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,666096aa3e8745239c08f8b1,B,2024-08-22_15h55.13.652,Slot Machine Game,2023.1.3,Linux x86_64,29.85074627,,,,,,,,,,,,,,,,,"[9,15]","[[2,1,3],[2,3,1]]",213.6998,0,2.986,216.7161,left,1.5,"[2,1,3]",stimuli/card_10_transparent.png,10,10,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,666096aa3e8745239c08f8b1,B,2024-08-22_15h55.13.652,Slot Machine Game,2023.1.3,Linux x86_64,29.85074627,,,,,,,,,,,,,,,,,,,218.5171,1,1.0373,219.614,left,1,"[2,1,3]",stimuli/card_100_transparent.png,110,100,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,666096aa3e8745239c08f8b1,B,2024-08-22_15h55.13.652,Slot Machine Game,2023.1.3,Linux x86_64,29.85074627,,,,,,,,,,,,,,,,,,,220.9136,2,1.232,222.2115,left,1.5,"[2,1,3]",stimuli/card_100_transparent.png,210,100,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,666096aa3e8745239c08f8b1,B,2024-08-22_15h55.13.652,Slot Machine Game,2023.1.3,Linux x86_64,29.85074627,,,,,,,,,,,,,,,,,,,224.0112,3,0.8002,224.8762,left,1.5,"[2,1,3]",stimuli/card_0_transparent.png,210,0,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,666096aa3e8745239c08f8b1,B,2024-08-22_15h55.13.652,Slot Machine Game,2023.1.3,Linux x86_64,29.85074627,,,,,,,,,,,,,,,,,,,226.6749,4,0.9997,227.74,left,1.5,"[2,1,3]",stimuli/card_10_transparent.png,220,10,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,666096aa3e8745239c08f8b1,B,2024-08-22_15h55.13.652,Slot Machine Game,2023.1.3,Linux x86_64,29.85074627,,,,,,,,,,,,,,,,,,,229.5392,5,1.4355,231.0372,up,0.5,"[2,1,3]",stimuli/card_100_transparent.png,320,100,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,666096aa3e8745239c08f8b1,B,2024-08-22_15h55.13.652,Slot Machine Game,2023.1.3,Linux x86_64,29.85074627,,,,,,,,,,,,,,,,,,,231.8376,6,0.9283,232.8368,up,1.5,"[2,1,3]",stimuli/card_100_transparent.png,420,100,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
