key_resp_welcome_started,prolific_pid,path_id,date,expName,psychopyVersion,OS,frameRate
0.0004,59306fc35f170a00014358da,B,2024-08-25_16h34.01.495,Slot Machine Game,2023.1.3,Win32,120.4819277
