key_resp_welcome_started,key_resp_welcome_keys,key_resp_welcome_rt,key_resp_welcome_duration,prolific_id,path_id,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1_started,key_resp_instruction1_keys,key_resp_instruction1_rt,key_resp_instruction1_duration,key_resp_instruction2_started,key_resp_instruction2_keys,key_resp_instruction2_rt,key_resp_instruction2_duration,key_resp_instruction3_started,key_resp_instruction3_keys,key_resp_instruction3_rt,key_resp_instruction3_duration
0.001,space,1.4523,,,A,2024-05-08_11h49.50.446,Slot Machine Game,2023.1.3,MacIntel,59.88023952,,,,,,,,,,,,
,,,,,A,2024-05-08_11h49.50.446,Slot Machine Game,2023.1.3,MacIntel,59.88023952,1.4688,space,0.9732,,,,,,,,,
,,,,,A,2024-05-08_11h49.50.446,Slot Machine Game,2023.1.3,MacIntel,59.88023952,,,,,2.4683,space,0.5536,,,,,
,,,,,A,2024-05-08_11h49.50.446,Slot Machine Game,2023.1.3,MacIntel,59.88023952,,,,,,,,,3.0513,space,0.3943,
,,,,,A,2024-05-08_11h49.50.446,Slot Machine Game,2023.1.3,MacIntel,59.88023952,,,,,,,,,,,,
