key_resp_welcome_started,key_resp_welcome_keys,key_resp_welcome_rt,key_resp_welcome_duration,prolific_pid,path_id,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1_started,key_resp_instruction1_keys,key_resp_instruction1_rt,key_resp_instruction1_duration,key_resp_instruction2_started,key_resp_instruction2_keys,key_resp_instruction2_rt,key_resp_instruction2_duration,key_resp_instruction3_started,key_resp_instruction3_keys,key_resp_instruction3_rt,key_resp_instruction3_duration,key_resp_instruction4_started,key_resp_instruction4_keys,key_resp_instruction4_rt,key_resp_instruction4_duration,practiceCondition,practice_reward_seqs,practice_trial_started,practice_trial_num,practice_resp_rt,practice_keypress_time,practice_resp_keys,prac_presentationInterval,practice_reward_seq,reward_img,cumulative_reward,trial_reward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,block_break_started,practice_end_time,practice_end_keys,practice_end_rt,practice_end_duration,main_instruction_text_started,block_condition,block_order_indices,main_instruction_keys,main_instruction_rt,main_instruction_duration,block_number,block_assignment,current_condition,main_reward_seqs,main_trial_started,main_trial_num,main_trial_keys,main_trial_rt,main_trial_keypress_time,main_presentationInterval,reward_presentation_time,main_reward_seq,reward_rand_val,main_reward_img,current_reward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block_reward,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran,block_reward.length,block_reward_all,reward_amount,date_end_task
0.0008,space,2.577,,5b64cf6dae3bd50001a2b142,B,2024-08-16_14h29.47.926,Slot Machine Game,2023.1.3,Linux x86_64,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5b64cf6dae3bd50001a2b142,B,2024-08-16_14h29.47.926,Slot Machine Game,2023.1.3,Linux x86_64,60.24096386,2.5975,space,27.4704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5b64cf6dae3bd50001a2b142,B,2024-08-16_14h29.47.926,Slot Machine Game,2023.1.3,Linux x86_64,60.24096386,,,,,30.0955,space,34.9012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5b64cf6dae3bd50001a2b142,B,2024-08-16_14h29.47.926,Slot Machine Game,2023.1.3,Linux x86_64,60.24096386,,,,,,,,,65.0499,space,11.7423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5b64cf6dae3bd50001a2b142,B,2024-08-16_14h29.47.926,Slot Machine Game,2023.1.3,Linux x86_64,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5b64cf6dae3bd50001a2b142,B,2024-08-16_14h29.47.926,Slot Machine Game,2023.1.3,Linux x86_64,60.24096386,,,,,,,,,,,,,218.7255,space,3.2578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5b64cf6dae3bd50001a2b142,B,2024-08-16_14h29.47.926,Slot Machine Game,2023.1.3,Linux x86_64,60.24096386,,,,,,,,,,,,,,,,,"[9,15]","[[2,1,3],[2,3,1]]",222.0203,0,0.9383,222.9734,right,1.5,"[2,1,3]",stimuli/card_0_transparent.png,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5b64cf6dae3bd50001a2b142,B,2024-08-16_14h29.47.926,Slot Machine Game,2023.1.3,Linux x86_64,60.24096386,,,,,,,,,,,,,,,,,,,224.7767,1,1.4875,226.2938,right,0.5,"[2,1,3]",stimuli/card_0_transparent.png,0,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5b64cf6dae3bd50001a2b142,B,2024-08-16_14h29.47.926,Slot Machine Game,2023.1.3,Linux x86_64,60.24096386,,,,,,,,,,,,,,,,,,,227.095,2,0.7345,227.8626,up,0.5,"[2,1,3]",stimuli/card_100_transparent.png,100,100,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5b64cf6dae3bd50001a2b142,B,2024-08-16_14h29.47.926,Slot Machine Game,2023.1.3,Linux x86_64,60.24096386,,,,,,,,,,,,,,,,,,,228.6626,3,0.5667,229.247,up,0.5,"[2,1,3]",stimuli/card_100_transparent.png,200,100,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5b64cf6dae3bd50001a2b142,B,2024-08-16_14h29.47.926,Slot Machine Game,2023.1.3,Linux x86_64,60.24096386,,,,,,,,,,,,,,,,,,,230.0481,4,1.7028,231.7831,up,0.5,"[2,1,3]",stimuli/card_10_transparent.png,210,10,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
