participant,date,expName,psychopyVersion,OS,frameRate,key_resp_practice_instruction.started,key_resp_practice_instruction.keys,key_resp_practice_instruction.rt,key_resp_practice_instruction.duration,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_practice_reset.keys,key_resp_practice_reset.rt,key_resp_practice_reset.duration,key_resp_practice_slots.started,key_resp_practice_slots.keys,key_resp_practice_slots.rt,key_resp_practice_slots.duration,presentationInterval,reward_seq,reward_Img,Cuml_rew,currentTrialReward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,key_resp_practice_end.started,key_resp_practice_end.keys,key_resp_practice_end.rt,key_resp_practice_end.duration,text_main_instruction.started,key_resp_main_instruction.started,key_resp_main_instruction.keys,key_resp_main_instruction.rt,key_resp_main_instruction.duration,conditions,currentCondition,conditionsAfterRemoval,key_resp_slots_presentation.started,key_resp_slots_presentation.keys,key_resp_slots_presentation.rt,key_resp_slots_presentation.duration,Main_presentationInterval,Main_reward_seq,Random value generated,Main_reward_Img,Main_Cuml_rew,Main_currentTrialReward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,text_block_break.started,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127.4791,up,0.3078,,0.5,"[2,3,1]",0.289381267,stimuli/card_0_transparent.png,910,0,10,0,10,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1128.6099,right,0.2572,,0.5,"[2,3,1]",0.084838436,stimuli/card_0_transparent.png,910,0,11,0,11,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129.6766,left,0.381,,0.5,"[2,3,1]",0.86691949,stimuli/card_10_transparent.png,920,10,12,0,12,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130.8734,up,0.1585,,1,"[2,3,1]",0.041835591,stimuli/card_100_transparent.png,1020,100,13,0,13,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132.3595,up,0.3739,,1.5,"[2,3,1]",0.859704025,stimuli/card_0_transparent.png,1020,0,14,0,14,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134.5563,1,0,1,0,1
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[[5,15],[8,15],[12,15],[15,15],[7,15],[10,15],[6,15],[11,15]]","[5,15]","[[8,15],[12,15],[15,15],[7,15],[10,15],[6,15],[11,15]]",1139.5522,up,0.6678,,1.5,"[1,2,3]",0.151134315,stimuli/card_100_transparent.png,100,100,0,0,0,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142.068,up,0.3413,,0.5,"[1,2,3]",0.093117359,stimuli/card_0_transparent.png,100,0,1,0,1,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143.2336,up,0.4076,,1,"[1,2,3]",0.957210111,stimuli/card_10_transparent.png,110,10,2,0,2,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144.9481,left,0.0382,,1,"[1,2,3]",0.117824369,stimuli/card_10_transparent.png,120,10,3,0,3,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146.3138,right,0.3585,,1.5,"[1,2,3]",0.939475661,stimuli/card_0_transparent.png,120,0,4,0,4,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148.4948,left,0.3983,,0.5,"[3,1,2]",0.680565488,stimuli/card_0_transparent.png,120,0,5,0,5,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149.711,up,0.0707,,0.5,"[3,1,2]",0.516517873,stimuli/card_100_transparent.png,220,100,6,0,6,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.5928,up,0.0383,,1,"[3,1,2]",0.034467829,stimuli/card_0_transparent.png,220,0,7,0,7,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1151.961,up,1.342,,1.5,"[3,1,2]",0.586963456,stimuli/card_100_transparent.png,320,100,8,0,8,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155.1094,up,0.0983,,1.5,"[3,1,2]",0.166422877,stimuli/card_10_transparent.png,330,10,9,0,9,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1157.0391,up,0.6181,,1,"[3,1,2]",0.753723083,stimuli/card_100_transparent.png,430,100,10,0,10,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1158.9882,up,0.2233,,1.5,"[3,1,2]",0.04064705,stimuli/card_0_transparent.png,430,0,11,0,11,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161.0372,up,0.0812,,1.5,"[3,1,2]",0.665508999,stimuli/card_100_transparent.png,530,100,12,0,12,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1162.9376,up,0.6031,,1,"[3,1,2]",0.952387945,stimuli/card_100_transparent.png,630,100,13,0,13,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1164.8685,up,0.0639,,0.5,"[3,1,2]",0.336021505,stimuli/card_100_transparent.png,730,100,14,0,14,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1165.7499,2,0,2,0,1
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[[7,15],[10,15],[6,15],[11,15],[15,15],[12,15],[8,15]]","[7,15]","[[10,15],[6,15],[11,15],[15,15],[12,15],[8,15]]",1170.7471,up,0.8914,,1,"[2,3,1]",0.950696472,stimuli/card_0_transparent.png,0,0,0,0,0,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1172.9653,right,0.3533,,1.5,"[2,3,1]",0.984472989,stimuli/card_100_transparent.png,100,100,1,0,1,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175.1299,right,0.5132,,0.5,"[2,3,1]",0.527105986,stimuli/card_100_transparent.png,200,100,2,0,2,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1176.4609,left,0.4394,,1,"[2,3,1]",0.086800092,stimuli/card_0_transparent.png,200,0,3,0,3,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1178.2274,up,0.1485,,1,"[2,3,1]",0.116768177,stimuli/card_10_transparent.png,210,10,4,0,4,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1179.6899,up,3.7459,,1,"[2,3,1]",0.041533639,stimuli/card_100_transparent.png,310,100,5,0,5,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184.7567,up,0.6753,,1,"[2,3,1]",0.552239169,stimuli/card_0_transparent.png,310,0,6,0,6,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186.7567,up,0.6127,,0.5,"[1,2,3]",0.179476581,stimuli/card_100_transparent.png,410,100,7,0,7,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1188.189,up,0.3285,,1.5,"[1,2,3]",0.325549208,stimuli/card_10_transparent.png,420,10,8,0,8,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190.3362,up,0.0314,,1,"[1,2,3]",0.800884221,stimuli/card_10_transparent.png,430,10,9,0,9,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191.7035,up,0.335,,0.5,"[1,2,3]",0.802838216,stimuli/card_10_transparent.png,440,10,10,0,10,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192.869,up,0.3133,,1,"[1,2,3]",0.132455656,stimuli/card_100_transparent.png,540,100,11,0,11,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1194.5008,up,0.5077,,0.5,"[1,2,3]",0.709465828,stimuli/card_10_transparent.png,550,10,12,0,12,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195.8342,up,0.1679,,1.5,"[1,2,3]",0.251873507,stimuli/card_10_transparent.png,560,10,13,0,13,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1197.8303,up,0.0349,,0.5,"[1,2,3]",0.69239531,stimuli/card_10_transparent.png,570,10,14,0,14,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1198.6967,3,0,3,0,1
