participant,date,expName,psychopyVersion,OS,frameRate,key_resp_practice_instruction.started,key_resp_practice_instruction.keys,key_resp_practice_instruction.rt,key_resp_practice_instruction.duration,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_practice_reset.keys,key_resp_practice_reset.rt,key_resp_practice_reset.duration,key_resp_practice_slots.started,key_resp_practice_slots.keys,key_resp_practice_slots.rt,key_resp_practice_slots.duration,presentationInterval,reward_seq,reward_Img,Cuml_rew,currentTrialReward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,key_resp_practice_end.started,key_resp_practice_end.keys,key_resp_practice_end.rt,key_resp_practice_end.duration,text_main_instruction.started,key_resp_main_instruction.started,key_resp_main_instruction.keys,key_resp_main_instruction.rt,key_resp_main_instruction.duration,conditions,currentCondition,conditionsAfterRemoval,key_resp_slots_presentation.started,key_resp_slots_presentation.keys,key_resp_slots_presentation.rt,key_resp_slots_presentation.duration,Main_presentationInterval,Main_reward_seq,Random value generated,Main_reward_Img,Main_Cuml_rew,Main_currentTrialReward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,text_block_break.started,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,124.9526,space,879.2329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,1004.2125,space,0.9252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,space,1.6125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,1006.7939,up,1.1126,,0.5,"[2,1,3]",stimuli/card_100_transparent.png,100,100,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,1008.7555,right,1.2308,,1,"[2,1,3]",stimuli/card_100_transparent.png,200,100,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,1011.3086,up,0.7556,,1.5,"[2,1,3]",stimuli/card_100_transparent.png,300,100,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,1013.8901,up,0.2959,,1.5,"[2,1,3]",stimuli/card_100_transparent.png,400,100,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,1016.0081,up,0.2861,,1.5,"[2,1,3]",stimuli/card_10_transparent.png,410,10,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,1018.1211,up,0.6395,,1,"[2,1,3]",stimuli/card_100_transparent.png,510,100,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,1020.0812,left,0.774,,1,"[2,1,3]",stimuli/card_10_transparent.png,520,10,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,1022.1674,left,0.742,,0.5,"[2,1,3]",stimuli/card_10_transparent.png,530,10,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,1023.7305,up,0.5815,,1.5,"[2,1,3]",stimuli/card_100_transparent.png,630,100,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,1026.1298,up,0.5598,,1.5,"[2,3,1]",stimuli/card_0_transparent.png,630,0,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,1028.5093,up,0.6359,,0.5,"[2,3,1]",stimuli/card_0_transparent.png,630,0,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,1029.9599,right,0.673,,1,"[2,3,1]",stimuli/card_100_transparent.png,730,100,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,1031.944,up,0.7754,,1.5,"[2,3,1]",stimuli/card_0_transparent.png,730,0,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,1034.5413,left,0.7465,,1.5,"[2,3,1]",stimuli/card_100_transparent.png,830,100,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,1037.1063,up,0.6125,,1,"[2,3,1]",stimuli/card_0_transparent.png,830,0,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,1039.039,space,39.9185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1078.977,1078.977,space,2.0857,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[[4,10,15],[8,15],[10,15],[7,15],[5,15],[11,15],[9,15],[6,15],[12,15],[15,15]]","[4,10,15]","[[8,15],[10,15],[7,15],[5,15],[11,15],[9,15],[6,15],[12,15],[15,15]]",1081.0782,up,0.7316,,0.5,"[2,3,1]",0.691118196,stimuli/card_0_transparent.png,0,0,0,0,0,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082.673,left,1.2371,,1.5,"[2,3,1]",0.771974665,stimuli/card_10_transparent.png,10,10,1,0,1,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085.7209,right,0.5623,,1.5,"[2,3,1]",0.755480032,stimuli/card_100_transparent.png,110,100,2,0,2,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088.1027,right,0.3507,,1,"[2,3,1]",0.212994258,stimuli/card_100_transparent.png,210,100,3,0,3,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1089.7842,right,0.3317,,0.5,"[1,3,2]",0.819875476,stimuli/card_10_transparent.png,220,10,4,0,4,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090.9484,right,0.5375,,0.5,"[1,3,2]",0.229409332,stimuli/card_10_transparent.png,230,10,5,0,5,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092.3026,right,0.1838,,0.5,"[1,3,2]",0.081233765,stimuli/card_0_transparent.png,230,0,6,0,6,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1093.3204,right,0.1012,,0.5,"[1,3,2]",0.458831005,stimuli/card_10_transparent.png,240,10,7,0,7,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1094.2328,left,0.0306,,1.5,"[1,3,2]",0.798894323,stimuli/card_100_transparent.png,340,100,8,0,8,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1096.0818,left,0.2042,,1.5,"[1,3,2]",0.572587098,stimuli/card_100_transparent.png,440,100,9,0,9,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098.1129,left,0.0989,,1.5,"[3,2,1]",0.796750848,stimuli/card_0_transparent.png,440,0,10,0,10,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.0442,left,0.0025,,1,"[3,2,1]",0.163979618,stimuli/card_10_transparent.png,450,10,11,0,11,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1101.3638,left,0.2872,,0.5,"[3,2,1]",0.936296459,stimuli/card_0_transparent.png,450,0,12,0,12,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102.4785,up,0.3046,,0.5,"[3,2,1]",0.650223617,stimuli/card_10_transparent.png,460,10,13,0,13,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1103.5947,up,0.5257,,0.5,"[3,2,1]",0.353840444,stimuli/card_10_transparent.png,470,10,14,0,14,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104.943,0,0,0,0,1
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[[9,15],[11,15],[10,15],[15,15],[8,15],[6,15],[7,15],[5,15],[12,15]]","[9,15]","[[11,15],[10,15],[15,15],[8,15],[6,15],[7,15],[5,15],[12,15]]",1109.9385,left,0.955,,1,"[1,3,2]",0.785259054,stimuli/card_100_transparent.png,100,100,0,0,0,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112.2224,left,0.283,,1.5,"[1,3,2]",0.341466831,stimuli/card_100_transparent.png,200,100,1,0,1,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1114.3365,left,0.1599,,1,"[1,3,2]",0.402256048,stimuli/card_100_transparent.png,300,100,2,0,2,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1115.8172,left,0.4715,,1,"[1,3,2]",0.496671626,stimuli/card_100_transparent.png,400,100,3,0,3,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1117.618,left,1.4825,,1,"[1,3,2]",0.332579575,stimuli/card_100_transparent.png,500,100,4,0,4,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120.4156,left,0.5855,,0.5,"[1,3,2]",0.588568801,stimuli/card_100_transparent.png,600,100,5,0,5,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121.8009,left,0.3986,,1,"[1,3,2]",0.755719202,stimuli/card_100_transparent.png,700,100,6,0,6,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123.5159,left,0.0248,,0.5,"[1,3,2]",0.461814117,stimuli/card_100_transparent.png,800,100,7,0,7,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124.3653,left,0.3394,,1,"[1,3,2]",0.762641677,stimuli/card_100_transparent.png,900,100,8,0,8,0,1,,,,,,
,2023-08-30_13h47.55.372,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126.0308,left,0.1244,,1,"[2,3,1]",0.494994258,stimuli/card_10_transparent.png,910,10,9,0,9,0,1,,,,,,
